Sample,Kingdom,Phylum,Class,Order,Family,Genus,Species,S55
S55,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Unknown,Unknown,11.9582008178
S55,No Hit,No Hit,No Hit,No Hit,No Hit,No Hit,No Hit,11.6038164471
S55,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.19763743753
S55,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Unknown,Unknown,9.62592760866
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unknown,Unknown,Unknown,4.41011661366
S55,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Unknown,Unknown,Unknown,0.266545509617
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Unknown,Unknown,1.69014084507
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,2.98652127821
S55,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,Acidobacterium sp,1.72951688626
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Unknown,Unknown,Unknown,Unknown,4.57670755717
S55,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micrococcaceae,Arthrobacter,Unknown,0.0181735574739
S55,Bacteria,Proteobacteria,Betaproteobacteria,Unknown,Unknown,Unknown,Unknown,6.97561714372
S55,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,1.25094653945
S55,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp,0.0121157049826
S55,Bacteria,Gemmatimonadetes,Gemmatimonadetes (class),Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas sp,0.284719067091
S55,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,0.00302892624565
S55,Bacteria,Actinobacteria,Actinobacteria (class),Solirubrobacterales,Unknown,Unknown,Unknown,0.042404967439
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Unknown,Unknown,0.605785249129
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp,0
S55,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,Segetibacter sp,0.042404967439
S55,Bacteria,Proteobacteria,Unknown,Unknown,Unknown,Unknown,Unknown,2.02332273209
S55,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Unknown,Unknown,0.242314099652
S55,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unknown,Unknown,1.92336816599
S55,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unknown,Unknown,0.1393306073
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unknown,Unknown,2.11419051946
S55,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter sp,0.1393306073
S55,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp,0
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Unknown,Unknown,0.369529001969
S55,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Streptomycetaceae,Streptomyces,Unknown,0
S55,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Unknown,0
S55,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Unknown,0.0212024837195
S55,Bacteria,Bacteroidetes,Unknown,Unknown,Unknown,Unknown,Unknown,1.86278964107
S55,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unknown,3.78009995457
S55,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Unknown,Unknown,3.86793881569
S55,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp,0.720884446464
S55,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Unknown,0.199909132213
S55,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp,0
S55,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Unknown,Unknown,0
S55,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosovibrio,Nitrosovibrio sp,0.487657125549
S55,Bacteria,Actinobacteria,Actinobacteria (class),Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter sp,0
S55,Bacteria,Acidobacteria,Unknown,Unknown,Unknown,Unknown,Unknown,0.448281084356
S55,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unknown,Unknown,0.0151446312282
S55,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,Chitinophaga sp,0.0302892624565
S55,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp,0.278661214599
S55,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,Unknown,0.00302892624565
S55,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unknown,0.00605785249129
S55,Bacteria,Firmicutes,Bacilli,Bacillales,Unknown,Unknown,Unknown,0
S55,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Unknown,Unknown,0.284719067091
S55,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Pirellula,Pirellula sp,0.0726942298955
S55,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Unknown,0.00908677873694
S55,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Streptomycetaceae,Unknown,Unknown,0
S55,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,0.00908677873694
S55,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Unknown,Unknown,Unknown,0.37558685446
S55,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Unknown,0.178706648493
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,Parvularcula sp,0.0545206724216
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Paracraurococcus,Paracraurococcus sp,0.136301681054
S55,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Unknown,0.00605785249129
S55,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Unknown,Unknown,2.65333939119
S55,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Unknown,Unknown,0.1393306073
S55,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp,0.00302892624565
S55,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Frankiaceae,Frankia,Frankia sp,0.0212024837195
S55,Bacteria,Firmicutes,Clostridia,Clostridiales,Unknown,Unknown,Unknown,0
S55,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Unknown,0.0302892624565
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Unknown,Unknown,0.00302892624565
S55,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp,0.0636074511586
S55,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,Thermosporothrix,Thermosporothrix sp,0.0121157049826
S55,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardioidaceae,Friedmanniella,Unknown,0
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Unknown,0.00302892624565
S55,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Unknown,0
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp,0.042404967439
S55,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nakamurellaceae,Unknown,Unknown,0.124185976071
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unknown,Unknown,0.390731485688
S55,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Derxia,Derxia sp,0.0605785249129
S55,Bacteria,Actinobacteria,Actinobacteria (class),Solirubrobacterales,Patulibacteraceae,Patulibacter,Patulibacter sp,0.00908677873694
S55,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Unknown,0.00302892624565
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unknown,Unknown,0
S55,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Unknown,Unknown,Unknown,0.0151446312282
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp,0.0999545661063
S55,Bacteria,Actinobacteria,Actinobacteria (class),Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unknown,0
S55,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Intrasporangiaceae,Unknown,Unknown,0.0333181887021
S55,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,Unknown,0
S55,Bacteria,Nitrospirae,Nitrospira (class),Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira sp,0.00908677873694
S55,Bacteria,Verrucomicrobia,Unknown,Unknown,Unknown,Unknown,Unknown,0.051491746176
S55,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Cryptosporangiaceae,Cryptosporangium,Cryptosporangium minutisporangium,0
S55,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Unknown,0
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Unknown,0
S55,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus sp,0
S55,Bacteria,Tenericutes,Mollicutes,Mollicutes (family),Mollicutes (family) (family),Mollicutes (genus),Mollicutes sp,0
S55,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Unknown,0
S55,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micromonosporaceae,Unknown,Unknown,0
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Unknown,Unknown,0
S55,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Unknown,Unknown,0
S55,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp,0
S55,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophaga,Holophaga sp,0.0181735574739
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Unknown,0.00302892624565
S55,Bacteria,Firmicutes,Unknown,Unknown,Unknown,Unknown,Unknown,0
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisphaera,Acidisphaera sp,0.0151446312282
S55,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Unknown,Unknown,Unknown,0
S55,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp,0
S55,Bacteria,Cyanobacteria,Cyanobacteria (class),Unknown,Unknown,Unknown,Unknown,1.99909132213
S55,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Unknown,0.0575495986673
S55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium sp,0.0848099348781
S55,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium sp,0.0121157049826
S55,Bacteria,Chloroflexi,Chloroflexi (class),Chloroflexales,Chloroflexaceae,Chloroflexus,Chloroflexus sp,0.381644706951
S55,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardioidaceae,Unknown,Unknown,0
S55,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus sp,0
S55,Bacteria,Proteobacteria,Gammaproteobacteria,Unknown,Unknown,Unknown,Unknown,0.0848099348781
S55,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,Ktedonobacter sp,0.0363471149478
S55,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Unknown,0
