Sample,Kingdom,Phylum,Class,Order,Family,Genus,Species,S1
S1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Unknown,Unknown,6.67701533162
S1,No Hit,No Hit,No Hit,No Hit,No Hit,No Hit,No Hit,4.24437025539
S1,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7.91672868778
S1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Unknown,Unknown,4.15931273524
S1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unknown,Unknown,Unknown,10.3791438961
S1,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Unknown,Unknown,Unknown,2.82390966891
S1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Unknown,Unknown,2.34120824207
S1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unknown,2.92385225509
S1,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,Acidobacterium sp,2.61551874455
S1,Bacteria,Proteobacteria,Alphaproteobacteria,Unknown,Unknown,Unknown,Unknown,2.09879430965
S1,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micrococcaceae,Arthrobacter,Unknown,0.0106321900185
S1,Bacteria,Proteobacteria,Betaproteobacteria,Unknown,Unknown,Unknown,Unknown,1.06321900185
S1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,0.38488527867
S1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp,5.1140833989
S1,Bacteria,Gemmatimonadetes,Gemmatimonadetes (class),Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas sp,0.669827971166
S1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unknown,16.9540902035
S1,Bacteria,Actinobacteria,Actinobacteria (class),Solirubrobacterales,Unknown,Unknown,Unknown,0.895230399558
S1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Unknown,Unknown,1.27160992621
S1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp,0.333850766581
S1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,Segetibacter sp,0.0914368341591
S1,Bacteria,Proteobacteria,Unknown,Unknown,Unknown,Unknown,Unknown,1.3226444383
S1,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Unknown,Unknown,0.116954090204
S1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unknown,Unknown,0.325345014566
S1,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unknown,Unknown,0.187126544326
S1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unknown,Unknown,0.533735938929
S1,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter sp,0
S1,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp,0.180747230315
S1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Unknown,Unknown,0.990920109724
