OTUId,Sum
OTU_69,8.98710201754382
OTU_48,8.895309239123470
OTU_22,8.83724700876226
OTU_20,8.610576589795220
OTU_43,8.328933651657420
OTU_9,8.14269109312884
OTU_6430,8.02938211080614
OTU_27,7.87712250517166
OTU_184,7.798449722071000000
OTU_24,7.79531385222972
OTU_41,7.79495516035972
OTU_176,7.78444225140300000
OTU_78,7.739043359265590000
OTU_237,7.69081229132126
OTU_50,7.55660445636374
OTU_56,7.39274699302666
OTU_248,7.388499744767710000
OTU_142,7.37042421007543
OTU_2348,7.17097865476649000
OTU_494,7.0936315193486
OTU_62,6.95230926845706
OTU_334,6.8359657642150900
OTU_283,6.68259892837282
OTU_39,6.66716766942016
OTU_187,6.659623108632280
OTU_114,6.493082027521260000
OTU_135,6.451211882449890000
OTU_117,6.39228534367554
OTU_134,6.2997519254061100
OTU_46,6.2950543831132
OTU_10,6.26176489857228
OTU_115,6.16214344074412
OTU_108,6.09021217192601
OTU_94,6.00141579502513
OTU_101,5.92016652800415
OTU_227,5.780261738266690000
OTU_5011,5.76441638771229
OTU_5505,5.65528947716065
OTU_820,5.650329483569480
OTU_59,5.62998775774228
OTU_951,5.61460453397619
OTU_139,5.56433165994965
OTU_5926,5.53707179134424
OTU_53,5.52767999650946000
OTU_1032,5.5261735440694400
OTU_63,5.5149778056833
OTU_127,5.49499565941794
OTU_95,5.48694623484750000
OTU_80,5.47597973064496
OTU_86,5.41448373970004000
OTU_35,5.40659574855500
OTU_74,5.357776202712650000
OTU_269,5.34920739731327
OTU_121,5.27680605284742
OTU_5866,5.23721904732745
OTU_328,5.23471551412151
OTU_19,5.16594907857213
OTU_3264,5.08931227708410000
OTU_65,5.051095446859140000
OTU_551,5.02076595025637000
OTU_1081,5.01790994190036
OTU_190,4.94134174773149
OTU_106,4.92491945846973
OTU_539,4.87108896715721
OTU_1588,4.82764048107559
OTU_25,4.82531344623019
OTU_37,4.81049888484519000
OTU_449,4.78586068488277
OTU_573,4.75923229584924
OTU_473,4.75786159895786
OTU_128,4.71305608762129
OTU_122,4.68676483191498
OTU_30,4.60264697526354
OTU_207,4.60183877794643
OTU_829,4.57343199378417
OTU_148,4.57261388114468000
OTU_58,4.54928727794922
OTU_75,4.54434047741425
OTU_1273,4.4588125880797500
OTU_6672,4.444493277165670
OTU_66,4.39423801259206
OTU_1116,4.3802076129910600
OTU_224,4.36101536058496
OTU_45,4.320987382070930000
OTU_152,4.315007342767860
OTU_5141,4.258757254579950
OTU_306,4.2465675471778300
OTU_225,4.222359600820670
OTU_592,4.20631314450326
OTU_1959,4.1797019581519500
OTU_73,4.17941967134075
OTU_3750,4.12253868803259000
OTU_188,4.0515836823257
OTU_604,4.025238609971510000
OTU_1303,3.97745090332338
OTU_1012,3.92742605804774
OTU_88,3.92208486194373
OTU_102,3.92119861604843
OTU_67,3.91937822094171000
OTU_1655,3.917862880463270000
OTU_5742,3.9151222586375
OTU_112,3.90347445666588
OTU_3236,3.89571386546376
OTU_690,3.893685303335
OTU_1340,3.8893326059589700
OTU_5326,3.87488511624979
OTU_32,3.852758392873470000
OTU_1042,3.84522659265988
OTU_214,3.81109133292319
OTU_2805,3.75177918378861000
OTU_110,3.7390099872602
OTU_40,3.72771662521559
OTU_77,3.724877707527150
OTU_263,3.70274027523220
OTU_836,3.69539077810502
OTU_229,3.69341381357725000
OTU_279,3.68293253330205
OTU_425,3.60133620441518
OTU_6122,3.5549712430916600
OTU_97,3.55231455726650
OTU_5175,3.49265240957983
OTU_483,3.44949488503704
OTU_451,3.41923414502172
OTU_769,3.41889375487094
OTU_172,3.39714906287367
OTU_398,3.39431358624392
OTU_8478,3.388143102317630000
OTU_336,3.37763065860585
OTU_290,3.36903575899781
OTU_363,3.31706012024283000
OTU_249,3.312285296967990000
OTU_471,3.29654003386461
OTU_55,3.29175398841395
OTU_1218,3.28984890016145
OTU_107,3.28508956583103
OTU_216,3.28235738220923
OTU_860,3.243430313236240
OTU_303,3.23774198692064
OTU_76,3.2295233027392100
OTU_477,3.21788925304243
OTU_6208,3.213303139442180000
OTU_635,3.21227165312709
OTU_331,3.20778848579061
OTU_1146,3.20240491572011
OTU_380,3.1534022967079300
OTU_4560,3.14890195957754
OTU_57,3.11633810707033000
OTU_1321,3.1142591412859100
OTU_838,3.113570825410850000
OTU_504,3.10029889040582
OTU_808,3.08235065246634
OTU_92,3.07622167350879000
OTU_758,3.04806792553881
OTU_257,3.03852263859329000
OTU_767,3.01739489080403
OTU_209,3.009435919576670000
OTU_96,2.95938714613916000
OTU_54,2.95900514264929
OTU_2438,2.90653503035246
OTU_90,2.90632920114728
OTU_409,2.90391033112152
OTU_2320,2.89575466162337
OTU_156,2.89117536096796
OTU_79,2.89042046368564000
OTU_1125,2.8770816012899
OTU_1132,2.85803074079687
OTU_253,2.85495106966920000
OTU_991,2.83245583834411
OTU_246,2.83192314854645
OTU_692,2.82735037764183000
OTU_364,2.81739240503184000
OTU_6725,2.81066299097274
OTU_38,2.805730888437420
OTU_557,2.79768537616187
OTU_3371,2.79731389132365000
OTU_211,2.79674084969692
OTU_875,2.79638872071661
OTU_144,2.78684597639782
OTU_111,2.77837182905694
OTU_2326,2.77799756059710000
OTU_52,2.77497775294465
OTU_308,2.7532030016686
OTU_98,2.7399660695864100
OTU_161,2.7375140611189100
OTU_3515,2.72524394561387
OTU_124,2.70968688453170
OTU_867,2.68065018682696
OTU_192,2.66493783645908
OTU_899,2.64979133680791
OTU_149,2.647625311931850
OTU_976,2.6361830815856500
OTU_1413,2.63000229426138
OTU_2125,2.60457169247921
OTU_780,2.59566775118744000
OTU_84,2.593660529197220000
OTU_612,2.590919962186640000
OTU_109,2.58957408227456
OTU_381,2.57669065573535
OTU_759,2.55928309557185
OTU_1020,2.53858199488197
OTU_324,2.527336705258330000
OTU_339,2.5249322266069
OTU_36,2.510485288124510
OTU_911,2.50673922354067
OTU_1602,2.49821746159451
OTU_215,2.486023809200080
OTU_7430,2.4718585261961
OTU_561,2.46173713775267
OTU_342,2.45024849180722
OTU_549,2.4198114168453
OTU_313,2.40706948740948
OTU_434,2.40055607273063000
OTU_235,2.3912685802335
OTU_7799,2.37830101947938
OTU_435,2.3729717233047
OTU_1255,2.35036464182648
OTU_1644,2.33908812121788
OTU_143,2.32971857811199
OTU_665,2.31735492158575000
OTU_2837,2.31255446437456
OTU_47,2.30878449585294
OTU_5292,2.28434682712762
OTU_479,2.27743894363456000
OTU_4130,2.25826848946627000
OTU_245,2.25194011524777
OTU_297,2.25080364146061
OTU_310,2.24496591423118
OTU_2792,2.23978564977596
OTU_346,2.228191527082700
OTU_189,2.21672981131426
OTU_1307,2.20863395436836
OTU_7951,2.1940830463198
OTU_129,2.18103412599734
OTU_120,2.17135323863652
OTU_475,2.17089864437287
OTU_657,2.16764132095307
OTU_260,2.16759553843615000
OTU_3916,2.14783748812144
OTU_747,2.13723370240825
OTU_44,2.136547739962760000
OTU_399,2.1324345664046
OTU_1027,2.12812449644469
OTU_234,2.11227647353094
OTU_889,2.10851807870668000
OTU_446,2.09739420521317
OTU_1872,2.09145254711132
OTU_91,2.08458382689091
OTU_1463,2.08304605195685
OTU_131,2.0750800705699
OTU_330,2.06955283722758000
OTU_1495,2.0667108499800000
OTU_1140,2.06557700468006000
OTU_105,2.05616059710264
OTU_1077,2.04631708524917
OTU_205,2.044353425149960
OTU_728,2.03043840129011
OTU_588,2.01948115600786
OTU_738,2.01565417069384
OTU_141,2.0024256597477
OTU_770,2.00185755832814
OTU_723,1.99775456667511
OTU_726,1.99098838115932
OTU_158,1.98166776185477000
OTU_344,1.9773246939794600
OTU_400,1.97251646687392
OTU_459,1.971174632155620000
OTU_170,1.970260889000610
OTU_461,1.96449779201654
OTU_491,1.96294957198907
OTU_1424,1.96209142915095
OTU_5296,1.95368638535097
OTU_1044,1.94737701497696
OTU_295,1.946973194639270
OTU_2362,1.93802676346102
OTU_320,1.92555006071995000
OTU_137,1.92269281345008
OTU_7537,1.92031171650875
OTU_608,1.9179178378677600
OTU_1880,1.916537349912930000
OTU_282,1.9158833050325900
OTU_6901,1.90913094121174
OTU_617,1.9028642390751800
OTU_218,1.88562100199346
OTU_450,1.85865811836084
OTU_936,1.85795047836646
OTU_541,1.83605508575406
OTU_405,1.836038357043830
OTU_6154,1.83161233892015
OTU_2135,1.82959506567784
OTU_231,1.825909927402460000
OTU_159,1.8216248617241100
OTU_362,1.81703764836213
OTU_868,1.808396318325730
OTU_130,1.79717735141902
OTU_182,1.796720897212
OTU_594,1.79667796973682
OTU_593,1.794565619195630
OTU_4672,1.78566220259906
OTU_1624,1.77562407306118
OTU_715,1.77439769534706
OTU_341,1.76831943426269
OTU_165,1.762291701352530000
OTU_1106,1.74790921178163
OTU_513,1.7462553124006
OTU_1094,1.74367694244818
OTU_169,1.74304612447831
OTU_2073,1.74096875272797
OTU_85,1.73508923872115
OTU_4496,1.73226995805626
OTU_648,1.72879522594945
OTU_721,1.72370965965348
OTU_1022,1.71846707289318000
OTU_366,1.70826032304423
OTU_2202,1.70422756687456000
OTU_1521,1.7032876276901
OTU_2345,1.69935308345044000
OTU_416,1.69895176736173000
OTU_2409,1.694654120700680000
OTU_423,1.69256686503896
OTU_8662,1.67999924481587
OTU_533,1.678799419810950000
OTU_1333,1.67579863351608
OTU_490,1.66964682040623000
OTU_200,1.63220094456209
OTU_284,1.62404142884311000
OTU_389,1.62158734854724
OTU_1454,1.61326599547066
OTU_1194,1.6102280161494
OTU_202,1.60982524321968
OTU_1016,1.60980697431867
OTU_210,1.60180520793227
OTU_3310,1.60080316920059
OTU_1973,1.59886484376921
OTU_232,1.5961835744989
OTU_375,1.593069508650470
OTU_597,1.57828537262448
OTU_447,1.57124282433237
OTU_2282,1.56398928335067
OTU_2713,1.56237849884826
OTU_99,1.55687089033313
OTU_7176,1.55659142595105
OTU_285,1.55200214995969
OTU_304,1.55145220527385
OTU_280,1.54279337610064
OTU_81,1.52798074878862
OTU_1950,1.52690872166088
OTU_5377,1.52511519200333
OTU_411,1.52427442813597
OTU_261,1.51731926446085
OTU_166,1.51681982694739
OTU_301,1.50564005927758
OTU_3345,1.50224274370594
OTU_3433,1.4942439461971200
OTU_7852,1.48544511372272
OTU_481,1.48349889127368000
OTU_355,1.47933534303248
OTU_454,1.4745643521611900
OTU_100,1.474191954368600
OTU_1578,1.4715417159821500
OTU_3437,1.47004764380883000
OTU_4339,1.46433438435313
OTU_395,1.46128368791966
OTU_7402,1.45983036934509
OTU_1301,1.45881168129299
OTU_1033,1.45704723488462
OTU_540,1.45493560834832
OTU_655,1.45168859084785
OTU_93,1.449200550003900
OTU_489,1.447712193403490
OTU_1098,1.44344575654047
OTU_678,1.44200327676893
OTU_3033,1.431819045900850000
OTU_208,1.430209445358830
OTU_2552,1.42964799669067
OTU_300,1.42945762283589
OTU_351,1.4286139144474500
OTU_145,1.4229476065908
OTU_226,1.41652080716869
OTU_1702,1.41399244636498000
OTU_6398,1.41210611245767000
OTU_628,1.4095965256878600
OTU_1294,1.40942536131667
OTU_272,1.405172230334740000
OTU_1650,1.40451901721306
OTU_1067,1.39654528392767
OTU_2230,1.39277404561817
OTU_5472,1.39232225302613
OTU_580,1.391806728818900
OTU_293,1.38484937771049
OTU_212,1.3839466366124
OTU_72,1.38089929786475
OTU_1797,1.37622316311903
OTU_741,1.3702183525079
OTU_2600,1.36995416577581
OTU_132,1.369741086950900
OTU_1298,1.36930452290773
OTU_430,1.36893910456299
OTU_1149,1.368384587924740000
OTU_1422,1.36155763427635
OTU_1923,1.360683983211410000
OTU_1681,1.3533632895459
OTU_1927,1.3499324739977100
OTU_354,1.34802405878959
OTU_873,1.34778256658706
OTU_150,1.346951194957270
OTU_289,1.3462698795641
OTU_1324,1.34618196583459
OTU_1739,1.343593452380190000
OTU_382,1.34199889962727
OTU_7597,1.33954750292463
OTU_1228,1.32703477190419
OTU_3508,1.32431504789294
OTU_1532,1.32265134910438
OTU_552,1.3214176499683400
OTU_703,1.32041900056039
OTU_1157,1.31812360925258
OTU_1147,1.31679474217292
OTU_5930,1.31600556995635
OTU_3982,1.31336895511745
OTU_178,1.31171630093254
OTU_270,1.30674969264067
OTU_432,1.30656320844373
OTU_199,1.30478879048236
OTU_335,1.301199461119
OTU_853,1.2923502024652200
OTU_5021,1.29230469813615
OTU_4599,1.29221397338829
OTU_2431,1.28931018405141
OTU_712,1.28324832180457
OTU_603,1.28303131745774000
OTU_578,1.2817099036169000
OTU_151,1.27875295401792
OTU_414,1.27073543381087000
OTU_644,1.26508025226435
OTU_579,1.26485824626414
OTU_2056,1.26068288834584
OTU_167,1.26027419901278000
OTU_3657,1.248421517564930
OTU_528,1.246362486105520
OTU_476,1.24327161012498
OTU_3893,1.23933148005012
OTU_1281,1.23515819977282
OTU_177,1.235155161950690
OTU_4316,1.228762867731960
OTU_443,1.22780312720309
OTU_1570,1.22738797539445000
OTU_472,1.22577344941807000
OTU_154,1.22290355726176
OTU_5782,1.22186207853438
OTU_1408,1.21373022476769
OTU_522,1.21298641003858
OTU_1491,1.21268487944630000
OTU_356,1.211626277572070000
OTU_181,1.21124831855469
OTU_452,1.211203098758040000
OTU_1206,1.2107210041302400
OTU_6407,1.2070594405821900
OTU_426,1.20504012066952
OTU_456,1.201997253237320000
OTU_505,1.19710453898569
OTU_2892,1.19648008187412
OTU_523,1.18893330068503
OTU_605,1.187692807625
OTU_278,1.1875293782425
OTU_4591,1.18732964155645
OTU_469,1.18530968011597
OTU_2421,1.1768241848253
OTU_1845,1.17628006266757
OTU_412,1.17225811702698
OTU_326,1.1708778002479
OTU_407,1.16951459700639
OTU_4101,1.16851221724885
OTU_240,1.163434104254590
OTU_174,1.15828392696985
OTU_574,1.1565200880823
OTU_510,1.15611287836892000
OTU_296,1.15601869066402
OTU_201,1.1536272915037
OTU_230,1.15331469757056
OTU_670,1.14766574513056000
OTU_287,1.14635620441036
OTU_994,1.140100922409720000
OTU_502,1.13887195987384000
OTU_980,1.13832544889114
OTU_649,1.13680216827149000
OTU_1553,1.1328407168427000
OTU_196,1.13104235994748
OTU_419,1.13006071491138
OTU_1123,1.12996080907077
OTU_103,1.128394133868870000
OTU_256,1.11562219492127
OTU_146,1.11258201091478000
OTU_6139,1.11228439553249
OTU_581,1.10864720732054
OTU_453,1.105840801453
OTU_2746,1.10281278259298
OTU_1939,1.102134894685240
OTU_1867,1.10182300162219
OTU_850,1.09991107352488
OTU_1108,1.09249269168865
OTU_401,1.09198142350086
OTU_175,1.08931594275511
OTU_589,1.08654465643718
OTU_959,1.0865137592187
OTU_5869,1.0848744779906
OTU_1850,1.073889342330220000
OTU_1916,1.07305657090267
OTU_565,1.06880110016265
OTU_424,1.06780888939309000
OTU_1024,1.06599995927170000
OTU_242,1.06560786724057
OTU_1402,1.06491719630073
OTU_3213,1.06484175450874000
OTU_1190,1.06007983005086
OTU_803,1.05461509122867
OTU_316,1.054572093729530
OTU_193,1.05367402545823
OTU_933,1.05199270947336
OTU_1817,1.04991331816124
OTU_162,1.04942794148836
OTU_1133,1.04849843387043
OTU_1982,1.04675692250609
OTU_1451,1.04633667530492000
OTU_2405,1.04511758974057
OTU_601,1.0426595181643300
OTU_8620,1.04125066681302
OTU_1083,1.03997797305757
OTU_2255,1.03799940694094
OTU_681,1.0366441784706600
OTU_478,1.03600236210354
OTU_440,1.03470843602724
OTU_5811,1.0344079753667300
OTU_3816,1.02811315080392
OTU_497,1.0275450977976
OTU_267,1.02693176560484
OTU_1151,1.02597207512831
OTU_2570,1.02519047887191
OTU_895,1.02309708263609
OTU_1156,1.02247922479287
OTU_686,1.01868768464553000
OTU_5459,1.0183751013058
OTU_1866,1.01768427826974
OTU_7776,1.01568339412657000
OTU_179,1.014846411251170
OTU_228,1.01417093182025
OTU_876,1.01204193608923
OTU_1667,1.01191066431229
OTU_3785,1.01067361647939
OTU_1565,1.00978187300319
OTU_512,1.00718702834543
OTU_5923,1.00190511288037
OTU_7240,0.996782587715056
OTU_6847,0.995509273941003
OTU_116,0.995019703381408
OTU_180,0.993975718024803
OTU_6344,0.992853969430131
OTU_720,0.99005805618260100
OTU_323,0.989898249986526
OTU_359,0.987355433559105
OTU_1099,0.986657243347991
OTU_646,0.98457172407973700
OTU_2708,0.984111507374491
OTU_1035,0.982770866160828
OTU_940,0.976390680950891
OTU_183,0.975527138381574
OTU_5340,0.971872862389934000
OTU_7085,0.97123595181703
OTU_266,0.96847597514762200
OTU_1439,0.96824224615273
OTU_1318,0.967785241690129
OTU_2136,0.967609737642556
OTU_778,0.965708257375919
OTU_317,0.963060518285303
OTU_1297,0.9629878977707620
OTU_1313,0.9613602170660410
OTU_4008,0.95788313880189
OTU_422,0.954846275335393
OTU_757,0.9545699624563
OTU_488,0.949742901573073
OTU_467,0.9491232948233800
OTU_244,0.949101011259937
OTU_125,0.945216113501229
OTU_663,0.944227804611003
OTU_5823,0.942577432136687
OTU_1114,0.941109875177466
OTU_3817,0.937019352014482
OTU_668,0.936684493185165
OTU_576,0.935429924388406
OTU_952,0.934044813079094
OTU_3472,0.93072276542621200
OTU_404,0.93008177365244
OTU_203,0.929650652135209
OTU_3314,0.926228489954203000
OTU_3060,0.924775592287508
OTU_2555,0.924186071375238
OTU_3836,0.923956520895802
OTU_1598,0.923385060165045
OTU_1431,0.921894869844192
OTU_367,0.921362100772075
OTU_318,0.92099196890257
OTU_632,0.92024262549014
OTU_241,0.916455086215794
OTU_3449,0.914440855178943
OTU_307,0.913675757341341000
OTU_641,0.911804158861925
OTU_975,0.911755219605048
OTU_2278,0.911069955205132
OTU_6356,0.909311207362253
OTU_950,0.907756498778445
OTU_5778,0.90738229676004000
OTU_2789,0.907143183676511
OTU_2841,0.906615413206827
OTU_1617,0.90553207001012200
OTU_480,0.90382118935141
OTU_1517,0.901855129352694
OTU_1195,0.901495291574058
OTU_775,0.900339820331612
OTU_3026,0.89904226394334
OTU_1946,0.896882135592833
OTU_2212,0.89640426354764
OTU_1492,0.896288105660866
OTU_584,0.896025872052327
OTU_2679,0.893414246543217
OTU_470,0.891857589538593
OTU_1057,0.890933818465602
OTU_1477,0.888886656192515
OTU_700,0.888309249425404
OTU_1754,0.888076577345967
OTU_373,0.887643165736424
OTU_6711,0.88580979090702
OTU_1364,0.884593947816053
OTU_2568,0.876919673017091
OTU_1017,0.875154564086813
OTU_629,0.872693294598205
OTU_3545,0.872427479244532
OTU_564,0.871771679116765
OTU_917,0.87163657772737000
OTU_1994,0.870620746340441
OTU_2509,0.8695145047860490
OTU_2697,0.868987795690731
OTU_1635,0.8681030326274210
OTU_3458,0.867943449069859
OTU_6348,0.867615135528575
OTU_1009,0.866104996062909
OTU_4875,0.866090520012707
OTU_6501,0.865124217030053
OTU_5077,0.863416229792269
OTU_3499,0.863329193533111
OTU_619,0.860926588651949
OTU_786,0.8599496523994330
OTU_805,0.8599416186179410
OTU_1236,0.857176911174899
OTU_2095,0.857084136234544
OTU_8348,0.855858142307691
OTU_2344,0.854367847102378
OTU_436,0.852478392898198
OTU_275,0.85160116337073
OTU_462,0.849464343897976
OTU_3895,0.84835519410035800
OTU_186,0.845680799212783
OTU_206,0.845105684332604
OTU_828,0.845005784840972
OTU_739,0.844307085908806
OTU_625,0.840075729986644
OTU_353,0.839710749179726
OTU_378,0.838014510880892
OTU_685,0.836839596301541
OTU_168,0.834402626099006
OTU_5277,0.833844308473727
OTU_358,0.833043620221518
OTU_925,0.832336882237807
OTU_1233,0.826217971289315
OTU_394,0.823848557815390
OTU_5007,0.822884338299529
OTU_3666,0.821639561189159
OTU_503,0.820639105752214
OTU_1025,0.81949259336868
OTU_1558,0.819287583873066000
OTU_5842,0.818963832024048
OTU_733,0.817620325324426
OTU_312,0.816071265573946
OTU_894,0.815238340068654
OTU_238,0.815081816734254
OTU_1136,0.813847074787491
OTU_164,0.813788723265971000
OTU_1093,0.812357300206964
OTU_492,0.811841621563097
OTU_973,0.81050807728208
OTU_8263,0.8087935400512550
OTU_590,0.808263432908868
OTU_7069,0.805552652201262
OTU_197,0.8052513099829320
OTU_548,0.805074339906765
OTU_155,0.80440479489659900
OTU_3753,0.803924053033226
OTU_2052,0.803855256983899
OTU_851,0.80347040861099700
OTU_4055,0.803034628648915
OTU_2412,0.802932911245932
OTU_1785,0.801826363350012
OTU_247,0.8009812106099500
OTU_8547,0.800514638897551
OTU_1126,0.800102879777805
OTU_371,0.799111935146526
OTU_1370,0.797302023060339000
OTU_495,0.795601172416181
OTU_4507,0.795322894771617
OTU_537,0.795239177248335
OTU_2422,0.794626274981731
OTU_3811,0.788191223671003
OTU_259,0.787908397806959
OTU_2872,0.78718923921043400
OTU_421,0.786451187959934
OTU_945,0.785090311403842
OTU_897,0.784041324674957
OTU_1367,0.782897672905006
OTU_1317,0.782489613872707
OTU_498,0.782266399773991
OTU_255,0.781527663858827
OTU_413,0.7795226828365150
OTU_1397,0.7786816956833120
OTU_710,0.778581487471409
OTU_1374,0.776395098484645
OTU_550,0.77638619198478
OTU_288,0.77459142540092700
OTU_1002,0.773863626471633
OTU_2802,0.772822112773402
OTU_6099,0.771411968382772
OTU_403,0.771356374038413
OTU_444,0.767596452959916
OTU_264,0.767288547878800000
OTU_4815,0.7665315668442550
OTU_1398,0.765712678711735
OTU_1705,0.765324130305246
OTU_347,0.76480981499615400
OTU_1026,0.764436342167159
OTU_5116,0.764423074754455
OTU_1833,0.764060088558176
OTU_396,0.760215521615774
OTU_3005,0.7595192444552710
OTU_1920,0.75856842803898600
OTU_219,0.757245439684447
OTU_4826,0.757152556096776
OTU_768,0.7554750371820810
OTU_4994,0.754933554142002
OTU_650,0.753055920169578
OTU_2557,0.752176578249661
OTU_1103,0.751568416115627
OTU_821,0.750246349547613
OTU_2690,0.74984166315919
OTU_5872,0.745288386691706
OTU_387,0.74435903798425000
OTU_810,0.744143965009555
OTU_583,0.74379920030437500
OTU_340,0.74336164203577
OTU_3207,0.742782786470023
OTU_633,0.742462832614508
OTU_276,0.742051118943018000
OTU_236,0.737483185958393
OTU_1636,0.73719337490439
OTU_8600,0.736728397181011
OTU_2663,0.735286058287416
OTU_350,0.731054794338931
OTU_719,0.7305184842236100
OTU_3098,0.729831745407014
OTU_4903,0.729605188938433
OTU_2597,0.728024402138424
OTU_3054,0.726903317172183
OTU_198,0.725679635640291
OTU_766,0.722287242835763
OTU_620,0.7214439875163300
OTU_277,0.72041177333441800
OTU_1579,0.719597346078956
OTU_1910,0.7181005011393620
OTU_2322,0.716997286398912
OTU_441,0.715278819750122
OTU_909,0.713733221301224
OTU_5431,0.711205675026361
OTU_6053,0.710743355003459
OTU_273,0.710515926207233
OTU_529,0.710334506968398
OTU_327,0.708258051963938
OTU_763,0.707601465462397
OTU_866,0.707219148231483
OTU_1441,0.706739120772126
OTU_1119,0.706496125952334
OTU_3604,0.704324130528184
OTU_929,0.70412314499164500
OTU_1708,0.703888686777204
OTU_391,0.7021932968134840
OTU_442,0.70136988252851
OTU_819,0.700601540136445
OTU_652,0.699870445918583
OTU_1210,0.699577494247006
OTU_639,0.69915016603297700
OTU_357,0.69843969158947700
OTU_1631,0.69616723437708
OTU_1335,0.694020439707529
OTU_3862,0.69339819939683600
OTU_3261,0.691442959480992
OTU_5746,0.69024876108344400
OTU_1086,0.689799817498136
OTU_1066,0.688487121979502000
OTU_3012,0.68745631577662700
OTU_4059,0.686586128291746
OTU_845,0.68463827232076
OTU_1378,0.683946553195275
OTU_1264,0.683423492139023
OTU_2429,0.682861301850709
OTU_892,0.682679557301688
OTU_3232,0.6825828362179910
OTU_1793,0.682519891972366
OTU_1347,0.679196036518803
OTU_2101,0.676786732181636
OTU_3865,0.6759263941286220
OTU_338,0.675715336348884
OTU_1199,0.675029608941382
OTU_4975,0.674740308043426
OTU_1537,0.674281697957505
OTU_474,0.673870269145296
OTU_281,0.673758628720259
OTU_2386,0.671020416186349
OTU_2207,0.670739939295433
OTU_2873,0.670567066674494
OTU_566,0.6689951320069310
OTU_1711,0.6689777357479500
OTU_6120,0.666553715170577
OTU_1385,0.666134366207878
OTU_5924,0.665715535923791
OTU_191,0.66548171251539000
OTU_1070,0.662155018204955
OTU_563,0.660587273553668
OTU_305,0.660553771654882
OTU_624,0.659797541576283
OTU_4669,0.658020484172121
OTU_6736,0.657817284812086
OTU_1209,0.656852615968781
OTU_2622,0.656552057207557
OTU_298,0.654541303129978
OTU_520,0.654147783249355
OTU_1291,0.651794938188682
OTU_527,0.649508978097753
OTU_1440,0.64731027977752200
OTU_7490,0.6469108840133140
OTU_194,0.646755301891341000
OTU_547,0.643359955056997
OTU_140,0.64285424255431
OTU_761,0.640922495421134
OTU_1363,0.640842075418977
OTU_2368,0.639716999315866
OTU_6172,0.639022760254496
OTU_705,0.638621669811569
OTU_1278,0.636305790382693
OTU_2436,0.63604187340802300
OTU_1943,0.635245745557417
OTU_3088,0.63483693775150600
OTU_223,0.63348207184376900
OTU_123,0.633266070647058
OTU_2208,0.632278168240109
OTU_788,0.6310339751670990
OTU_2144,0.629416714244825
OTU_944,0.628933494410096
OTU_634,0.628610371061149
OTU_679,0.628588138392828
OTU_1999,0.628502005742919
OTU_420,0.627022444950034
OTU_319,0.62697386590136
OTU_2032,0.626866950536818
OTU_6473,0.62622397616292
OTU_1069,0.624591786911456
OTU_332,0.62395867038793900
OTU_1648,0.623161727192257
OTU_729,0.622755019061167
OTU_3851,0.622747191753536
OTU_343,0.621990498393256
OTU_265,0.62030125208532500
OTU_926,0.617894008951480000
OTU_2639,0.616188052222345
OTU_379,0.614249499803381
OTU_372,0.614239202990598
OTU_517,0.614212808916992
OTU_2374,0.6135454325884640
OTU_701,0.613467150795854
OTU_5249,0.612902348787067
OTU_217,0.611227052816044
OTU_4656,0.61033373090345900
