OTUId,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S1,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S2,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S3,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S4,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S5,S60,S61,S62,S6,S7,S8,S9,Sum
OTU_1,4.248249067,3.256228051,3.876066983,0.351568303,0.899571102,4.346035015,6.925040371,0.102441523,0.358318947,4.641710708,2.057227504,1.222131412,0.722510725,2.770984265,0.573712175,2.694454617,3.162539097,2.29826912,2.323000324,6.08091225,3.153240026,0.451354062,8.457351158,7.424795845,4.326862998,5.128283915,7.553891023,2.820440229,2.895233692,0.712084684,4.683874249,5.634260327,3.497875123,0.355893977,0.533148925,0.162673421,0.5316777,0.366499746,2.928877707,0.162388536,2.17360819,0.771615116,0.107247171,8.043852192,1.743323976,1.051419568,1.822579546,1.248505959,6.005122854,1.751321329,0,5.920648408,0.126387389,4.906462996,1.58908116,0.003880556,0.00336553,0.01637787,5.495327554,0.186430857,0.138013602,1.804049168,159.6002999
OTU_14,0.825622412,1.408009497,0.045906046,0.072074253,0.009747674,0.601245648,0.205240402,3.752395045,1.109773258,1.934554686,0.030231117,4.244198202,14.99209754,1.488163906,3.696583461,1.485945112,0.368685877,0.422465888,1.083655758,0.152193172,0.432554551,3.114900256,0.282345666,0.084290285,0.339484317,0.427100937,0.122687502,3.117701182,12.24058876,0.035125253,0.079468515,0,0.108394556,10.37886155,0.069153208,11.42199809,8.081501046,10.72041996,0.891243488,0.165237458,0.01963259,0.006595001,0.041073384,0.012851183,2.951126467,0.081810744,5.341691081,1.061025168,0.001807003,0.815193048,0,1.240603961,1.16506193,0.410886064,1.385327809,4.126971808,1.564971561,2.24376822,0.17133308,0,0.389098588,0.010845987,123.0835202
OTU_2,0.132065504,1.686643694,0.01862854,0.010453518,0.060574834,0.506105635,0.126061364,7.212642043,0.549809235,1.039899428,0.064996901,0.169159713,25.15935182,1.182455817,30.49605667,0.600370654,0.012088062,1.889475267,0.78460993,0.102219294,0.034439057,1.170177198,0.574455447,0.317221502,0.747698588,2.54724228,0.082867874,0.382192653,2.518398644,0.031932049,0.669919578,0.006287068,0.06882194,2.096049991,0.060230213,0.223094978,1.128528796,2.024820379,6.752542613,0.007122304,0,0.011871002,0.009127419,0.341050634,0.125242928,0.036360331,0.262315187,0.020831199,0.004517508,0.414315148,0,0.642525655,0.085024243,0.217527916,1.090909091,0.069850016,0.060579544,0.098267221,2.135027359,0.080618749,0.073163837,0.007230658,99.03406673
OTU_15,0.040045669,0.018135954,0.00133061,0.00110037,0.006266362,0,0.012501953,0,0.001450684,0.002441078,0,0.197669777,0.222310992,0.733699414,0.06206385,0.022194849,0.105770538,0.036914495,0.08323956,0.00113577,0,0,0,0.000906347,0,0,0,0,0.003853119,0.001596602,0.030198036,0.004191378,0,0.002069151,0.011153743,0.006971718,0,0.012095701,0,0.001424461,0,0.001319,0,0,0.015835313,0.003030028,0.010220072,0.000341495,0,0.002239541,0,0.043793712,9.18491624,0.217527916,0.001949793,12.94747667,30.9628782,8.917750336,0.008445997,1.67283904,0,0,65.61329554
OTU_51,0.342518276,1.267868036,0.582807188,0.036312219,0.009051412,0.607130597,1.106422879,3.188966669,0.844298087,4.481820068,0.749731699,0.475167734,4.946419577,1.140925661,5.24666596,1.544761461,0.240250223,2.335183615,1.058992185,0.045430798,0.02410734,1.1395297,0.859242142,0.353475388,0.512350564,1.201413428,0.284118426,0.640526577,8.918429469,1.098462472,0.497472901,0.146698242,0.266685019,0.289681144,0.004461497,0.522878855,1.708228999,2.219561168,1.49544633,0.025640295,0.429112326,0.014509002,0.136911281,0.349947607,0.017274887,0.009090083,0.499080194,0.028685585,0.028008547,0.644987906,0,0.494803582,0,0,3.722154521,0.240594501,0,0.029480166,1.278965245,0.002519336,0.335888525,1.001446132,61.72259372
OTU_42,0,0.888661731,0,0.005501851,0.002088787,0.010789074,0.060426108,0,0.013056156,0.012205392,0.323472951,0,0,0,0,0,0,0.001367204,0,2.118210935,2.42588715,0,2.075688167,1.575231345,3.770775191,1.336610847,4.508227596,0.803312336,0.196509074,3.455047659,2.197304428,2.53054467,0.001720549,0.211053405,9.661372357,0,0.054882859,0.019353122,0,0.05128059,0.344972655,0,0.002281855,0.00790842,3.138271072,4.678362573,3.549771752,4.592425639,1.976861326,0.013437248,0.002828374,0.767370416,0,0.048339537,0.000974896,0,0,0,0.002413142,0,0,0,57.43680044
OTU_680,0.057086379,1.142565083,0.012640795,0.007152407,0.0055701,0.392329949,0.036464031,24.52336236,1.639272917,0.945917907,0.060462234,0.030410735,0.560987894,4.240690323,0.065091355,0.840075019,0.178298908,3.159607339,2.249009603,0.093133135,0,0.989078346,0.223760974,0.21933601,1.895280543,1.954217238,0.130220945,0,0.859245559,0.017562627,0.601576655,0.001047845,0.180657594,0.912495603,0,0.020915154,0.45278359,0.516486441,1.226124243,0.001424461,0,0,0,0.852132308,0.008637443,0,0.073243851,0.00068299,0.002258754,0.176923766,0,0.033335512,0.022979525,0.004833954,1.519863515,0.046566678,0.008413826,0.04422025,1.708504516,0.005038672,0.14466486,0.001807664,55.09645038
OTU_213,0.044305847,0.041218077,0.046571351,0.070973883,0.204701164,0.013731548,0,0.017073587,0.017408208,0.113510149,0.004534668,0.057020128,0.896191187,0.123436851,0.476832019,0.035511758,0.146567746,0.042383309,0.094029874,0.00227154,0.004132687,0.027861362,0.004882058,0,0.062481776,0.012290674,0,0.003538821,0.370670057,0.001596602,0.000794685,0,0.008602743,0.004138302,0,0.155701703,0.418481803,0.797106708,0.007087423,0.012820148,0,0.035613005,0.027382256,0,0,0.009090083,0.023846835,0.001024485,0,0.011197707,0.26586718,0.146414798,8.454167337,0.584908397,0.026322203,7.702904597,6.588025443,6.115496741,0.037403701,0.639911319,0.016628145,0.027114967,35.05377964
OTU_877,0,0.047812969,0,0.026408887,0,0.007846599,0,10.08859295,0.0725342,0,0.004534668,0.009503355,0.114629105,0.001153615,0,0,0.022665115,0.006836018,0,0.18626627,0.148087944,0.284185891,0.002441029,0.019939637,0,0.049162698,0,3.326491613,0.024659962,0,0.277345116,0,0,9.309110472,0.017845989,0.306755595,1.128528796,2.409463677,2.450476629,0.72789949,0,0,0,0,0.164111423,0.009090083,0.434353069,0.016391763,0.000903502,0.044790827,0,0.122230211,0,0,0.004874482,0,0.001682765,0,0.000603285,0,0.156304561,0.001807664,32.02832192
OTU_23,0,0,0,0.015405184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000794685,0,0.030969873,0.002069151,0,0,0,0,0.012402991,27.74279935,0.008413967,0,0.118656444,0,0.001439574,0,0.006813381,0,0.017166529,0,0,0,0,0,0,0,0,0,0,0,0,0,27.95693113
OTU_4,0,0,0,0.016505554,0,0.052964543,0,0.077779675,0.13056156,0,0.006046223,0.210974474,0,0.091135619,0,0.005548712,0.004533023,0.032812885,0.080156614,0,0.004821468,0.406775883,0.000813676,0.024471373,0,0,0,0.007077642,0,0,0.003973426,0,0.008602743,0,0.002230749,0.037182496,0.521387164,0.537049133,0.065558666,23.2486254,0,0,0.004563709,0,0,0,0.006813381,0,0.009486766,0,0,0.790901366,0.052852908,0.009667907,0.053619303,0.013581948,0.023558712,0.029480166,0.004222998,0,0.201200552,0.001807664,26.77934608
OTU_153,0,0,0,0,0.001392525,0.000980825,0,0,0.005802736,0.002441078,0.708919691,0,0,0.001153615,0,0.008877939,0.048352246,0.004101611,0.007707367,0,0,0.019502953,0.000813676,0.000906347,0,0,0,0,0,0,0,0,0.075704134,0,0,0,0,0,0.02126227,0.008546765,25.26994811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387309286,0.002519336,0,0,26.57624252
OTU_49,0.000852036,0.006594892,0.000665305,0.004951666,0,0.000980825,0,0,0.001450684,0,0,0.007602684,0.078156208,0.149970006,1.769576603,0,0,0.002734407,0.010790313,0.00113577,0.000688781,0.002786136,0.000813676,0,0.002082726,0,0.001076206,0,0.000770624,0,0,0.001047845,0,0,0,0.013943436,0.024011251,0.113699591,0,0.022791373,0,0,0.002281855,0,0,0,0,0,0,0,0,0.011765475,5.278396948,0.507565138,0,7.811560178,4.804294417,5.448917423,0.002413142,0,0,0.001807664,26.08817528
OTU_83,0.017892746,0.207739106,0.01729793,0,0,0.00196165,0.016669271,0,0,0.014646471,0.004534668,0.019006709,0,0.003460846,0.019678782,0.007768197,0,0.004101611,0.007707367,0.109033914,0.104694732,0,0.000813676,0.016314249,0.005206815,0.030726686,0.004304825,0,0.009247486,0.012772819,0.073111033,21.2607666,0.003441097,0.008276604,0,0,0.006860357,0,0,0,1.19478334,0.001319,0,0.036576445,0,0.01212011,0,0.003073456,0,0,0,0.00261455,0.002297953,1.677381931,0.001949793,0,0,0,0.032577417,0,0,0.003615329,24.95634557
OTU_16,0.034933456,0.069246369,0.00133061,0,0,0.021578147,0.270875658,0.053117827,0.081238304,0.061026962,0,0.30410735,0.019104851,0.06806331,0,0.052157894,0.007555038,0.024609663,0.06474188,0.012493469,0.029617589,0.005572272,0.010577792,0.010876166,0.041654517,0.070671378,0,0.03892703,0.198050322,0.207558316,0.005562796,0,0.005161646,0.045521323,0.008922995,0.079012805,0.140637327,0.136681423,0.005315568,0.014244608,0,0,0,0,0.002879148,0,0.127750903,0.047467814,0,0,0,0.033335512,1.615460625,0.087011166,0.095539849,11.10227207,6.428162757,3.003701399,0.021114992,0,0.008314072,0,24.77375696
OTU_6,0.127805327,0.156628691,0.015302015,0.014304814,0,0.289343338,0.529249362,0.500825223,1.885889197,1.485396248,0.154178696,2.430958128,0.156312416,0.900973651,0.028761296,0.85450167,1.003309107,0.954308058,2.352288317,0.358903301,0.964982367,0.44578179,0.263631112,0.656195336,0.581080518,1.130742049,0.138830594,0.923632246,0.414595615,0.153273833,0.013509647,0,0.1737754,0.043452172,0.03346123,0.269573098,0.778650568,0.678568837,0.51561005,0.01709353,0.002804656,0.002638,0,0.026690919,0,0.015150138,0.052803706,0.02356316,0.009035015,0,0,0.537290019,0.03676724,0.004833954,0.71849866,0.011641669,0.008413826,0.019653444,0.273288328,0,0.397412661,0.003615329,24.53977957
OTU_8,0.541894586,3.299094851,0,0.006052037,0.00278505,0.046098769,0.596968276,0.013279457,0.07978762,0.101304756,1.095877987,0.03991409,0.001736805,0.816759725,0,0.134278834,0.119369608,0.151759591,0.040078307,0.787088567,1.844555874,0.078011813,0.296991839,2.039281085,1.623484817,2.98970656,1.053605829,0.212329252,0.081686125,0.119745182,1.926316793,0.648615797,0.001720549,0.022760661,0.198536629,0.037182496,0.02744143,0.009676561,0.104539495,0.001424461,0.011218623,0,0,0.017793946,0.701072483,0.875677969,0.035770253,0.066250043,0.005421009,0,0,0.722269429,0.160856677,0.062841398,0.037046064,0.005820835,0.025241477,0.055684759,0.091096109,0.002519336,0.004988443,0.001807664,24.07511868
OTU_3,0,0.009892338,0,0.095732214,0,0.068657741,1.682554566,0.001897065,0.00725342,0.012205392,0.027208005,0,0.001736805,0.001153615,0,0.001109742,0,0,0,0,0.000688781,0,4.168463535,0.002719041,1.086141542,0,1.264542236,0.017694104,4.454205679,7.020260885,0.268603579,0.009430601,0,0.02069151,0.011153743,0.013943436,0.003430179,0,0,0.049856129,0.072921049,0.001319,0,0.022736709,0,0.157561434,0.235061661,0.003756446,2.863648068,0.006718624,0.002828374,0.00784365,0,0,0.020472825,0,0,0.001637787,0.334823449,0,0.001662814,0,24.03421778
OTU_21,0,0,0.0133061,0.007702592,0.000696262,0.03629052,0.007292806,0.024661848,2.116547952,0.056144805,0.117901356,0.900918024,0.015631242,0.980573116,0.049953831,0.42947032,1.041084299,0.709578628,4.040201625,0,0,3.025743898,0,0,0,0,0,0,0,0,0,0,2.093907538,0,0,0.141758267,0.226391795,0.127004862,0.467769942,0.920201704,0,0.006595001,0,0.00395421,0,0,0,0,0.001355252,0,0.03959724,0,0,0,0.282719961,0,0,0.001637787,0.125483383,0.017635351,3.919253729,1.379248012,23.32821326
OTU_2669,0.08349948,1.203567837,0.023285675,0.196966279,0.708795187,0.017654848,0.012501953,0.157456415,0.02176026,0.017087549,0.001511556,0.085530192,0.003473609,0.021918693,0.122613948,0.028853303,0.012088062,0.013672035,0.020039153,0.070417736,0.090230328,0.011144545,0.008950439,0.018126943,0.058316324,0.058380704,0.001076206,0.138014014,0.114822949,0.00638641,0.072316348,0.004191378,0.006882194,0.213122556,0.020076738,0.541470103,0.912427537,1.52768706,0.361458592,0.014244608,0,0.002638,0.002281855,0.032622235,0.015835313,0.009090083,0.151597738,0.064884062,0,0.10077936,0,0.183018498,4.729186295,2.847198724,0.059468681,0.636411261,1.68276512,4.602181532,0.051279267,0,0.01496533,0.01626898,22.20449208
OTU_70,1.631648007,0.008243615,0.041914216,0.014304814,0.021584136,0.237359619,0.008334636,0.03604424,0.441007935,0.04760103,1.286334024,0.14255032,0,0.088828388,3.38626421,4.29026423,0.293135492,1.931858576,0.622755229,0,0,0.169954307,0.001627353,0.009063471,0.003124089,0,0,0.003538821,0,0,0,0,0.511002908,0,0,0.002323906,0,0.216513051,0.069102378,2.428705735,0.036460524,0.005276001,0,0.005931315,0,0,0.008516727,0.002731961,0.000451751,0,0,0,0,0.062841398,0.019497928,0,0,0,3.963585688,0,0.019953774,0.007230658,22.07746646
OTU_64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002879148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.34363742,0,0,20.34651656
OTU_243,0.000852036,0.004946169,0.000665305,0.000550185,0,0,0.001041829,0,0,0,0.040812008,0,0,0.001153615,0.001513752,0.016646136,0,0,0.003082947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002323906,0,0,0.053155675,0.021366913,20.06450708,0,0,0,0,0,0,0,0,0,0,0.001307275,0,0,0,0,0,0,0,0,0,0,20.21392483
OTU_71,0,0,0.000665305,0.003851296,0,0.008827424,0,0.240927285,0.004352052,0,0,0.053218786,0.001736805,0.019611462,0,0.057706606,0,0.005468814,0.01849768,0.00113577,0.000688781,0.044578179,0,0,0,0,0,0.102625805,0,0,0,0,0,0.028968114,0,1.852153099,7.196514938,9.446742628,0.007087423,0.086892111,0.002804656,0.002638,0,0,0,0.009090083,0.028956871,0,0,0,0,0.022223675,0,0,0.007799171,0,0,0,0.004222998,0,0.08147791,0,19.34146373
OTU_220,0.210452772,0.098923384,0.049897876,0.011003703,0.000696262,0.465891815,0.007292806,0.339574678,1.769834477,1.143645262,0.072554681,1.396993139,0.151102003,0.92404596,0.031788801,0.755734594,1.013886161,1.333023434,2.19659951,0.022715399,0.345079348,0.643597459,0.214810535,0.134139378,0.267630275,0.156706099,0.100087173,0.460046712,0.098639849,0.04630147,0.004768111,0,0.165172657,0.033106416,0.073614705,0.436894332,0.58656056,0.391900718,0.155923314,0.014244608,0.011218623,0.002638,0,0.005931315,0.02591233,0.021210193,0.051100361,0.005463921,0,0,0.042425614,0.118308386,0.243582968,0.048339537,0.503046551,0.089252799,0.011779356,0.224376822,0.065154833,0.002519336,1.257087747,0.05242227,19.1066514
OTU_418,0.075831161,0.463291181,0.00133061,0.004401481,0,0.438428719,0.8949315,0.022764783,0.084139672,1.03623781,0.05441601,0,0.001736805,0.003460846,0.003027505,0.018865621,0,0,0.00924884,0.433864116,0.213522151,0,0.689997478,0.096072798,0.309284792,0.076816715,0.47891174,0.541439592,1.341656071,0.811074034,1.024349153,2.492822265,0.006882194,0.022760661,1.010529134,0.002323906,0.010290536,0.00483828,0,0.048431669,0.670312719,0,0,0.952964669,0.385805801,0.563585129,0.638754514,0.296417717,1.496198517,0.029114037,0,0.291522322,0,0.217527916,0.484523519,0,0,0,0.232264915,0,0,0,18.9869716
OTU_113,0.1823356,0.337988228,0.016632625,0.029159812,0,0.15693198,0.120852216,0.489442832,0.088491724,0.01586701,0.021161782,1.735312565,0.710353092,0.545660099,0.004541257,0.246362819,0.090660461,0.176369254,0.675165323,0.086318515,0.762480714,1.003009027,0.117983059,0.190332901,0.028116799,0.258104163,0.005381031,4.522613065,0.157977883,0.009579615,0.007946851,0.002095689,0.03441097,2.253305469,0,0.092956241,0.102905361,0.078622058,0.010631135,0.022791373,0,0.019785003,0,0.008896973,0.264881595,0.021210193,0.495673503,0.404671652,0,0.076144406,0,0.469965357,0.004595905,0,0.383134292,0.003880556,0,0.003275574,0.1954645,0,0.302632235,0.097613883,18.14267623
OTU_26,0.003408142,0,0.00133061,0,0,0.003923299,0,0,0,0,0,0.049417444,0,0.01268977,0,0.007768197,0.034753177,0,0.00462442,0.00113577,0,0.002786136,0,0.002719041,0.004165452,0,0,0,0.000770624,0,0.00158937,0,0,0,0,0.004647812,0,0.00241914,0,0,0,0,0,0,0,0,0.001703345,0.002390465,0,0,0,0.020262762,7.254636119,0.555904674,0,1.336851705,0.188469693,8.016967474,0.01206571,0,0.001662814,0,17.52906317
OTU_11,0,0,0.000665305,0.281144605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000688781,0,0,0,0,0,0,0,0,0,0,0,0,0.002069151,0,0.002323906,0,0,0,0.001424461,0,9.689375453,7.47079226,0,0,0.003030028,0.003406691,0,0.000451751,0,0.025455368,0.000653637,0,0,0,0,0,0,0,0,0,0,17.4814814
OTU_1730,0.460099177,1.088157222,0.966688178,0.013754628,0.006266362,0.358981904,0.069802573,0.770208487,0.362670999,0.375926084,1.526671403,0.051318115,0.017368046,0.359928014,0.134723967,0.536005593,0.199453015,0.794345246,0.297504355,0.029530018,0,2.100746684,0.136697613,0.008157124,0.261382097,0.516208327,0,0.014155283,0.974839132,0.228314147,0.059601386,0.018861203,0.507561811,0,0,0.081336711,0.490515556,0.333841353,0.015946703,0,0,0.009233001,0,0.024713814,0.004318722,0.027270248,0.037473598,0.00136598,0.000451751,0.226193676,0.005656749,0.287600497,0.002297953,0,1.555934682,0,0,0.045858037,0.4283327,0.002519336,0.389098588,0.151843818,17.36773167
OTU_7,0.363819164,0.252254629,0.02528159,0.014304814,0.003481312,0.919032907,1.398135125,0.15935348,0.530950343,0.861700699,0.003023112,1.912074962,0.284835959,0.455678095,0.033302554,0.54377379,0.370196884,0.321292828,0.632004069,0.240783227,0.697735288,0.039005907,0.909690071,0.148640932,1.148623318,0.341066216,0.647876107,1.210276736,0.009247486,0.007983012,0.007152166,0.006287068,0,0.043452172,0.060230213,0.26260138,0.545398415,0.269734136,0.015946703,0,0,0.006595001,0,0.008896973,0.008637443,0,0.011923418,0.021514189,0.000451751,0,0,0.65690568,0,0,0.469900073,0,0,0,0.098335535,0.002519336,0.146327674,0.003615329,17.13184927
OTU_1220,0.047713989,0.209387829,0.008648965,0.011003703,0.001392525,0.124564759,0.016669271,0.15555935,0.13781498,0.308796426,0.016627114,0.699446905,0.114629105,0.344931014,0.034816306,0.153144455,0.270470377,0.24062782,0.428529589,0.104490834,0.741128499,0.105873175,0.239220824,0.47039417,0.279085267,0.562298356,0.126992327,1.75879397,0.347551343,0.154870436,0.015893703,0.005239223,0.029249325,2.089842538,2.351209066,0.248657944,0.246972867,0.160872826,0.035437117,0.042733825,0.044874492,0.002638,0,0.009885526,1.086878284,0.196951792,0.539960482,0.071030974,0.004969258,0.008958165,0.025455368,0.197398523,0.03676724,0.019335815,0.234950037,0.104775025,0.030289772,0.072062629,0.101955248,0.01259668,0.143002045,0.090383225,16.4767007
OTU_5,0.000852036,0.0428668,0,0.004951666,0,0,0.001041829,0.100544458,0.555611971,0.029292942,0.182898257,0,0,0.144201929,0,0,0,0.068360176,0,0.045430798,0.159108442,0.027861362,1.901561445,0.565560621,1.470404465,0.654478415,1.293599802,1.245664944,0.037760567,0.12453499,0.034966146,0,0,0.113803307,0.066922459,0,0.006860357,0.00483828,0,0.027064756,0,0,0,0.000988553,2.611387029,0.675696149,0.810792396,1.455793464,1.113113873,0.024634955,0,0.235963135,0,0,0.014623446,0,0,0,0.000603285,0,0.036581919,0,15.89122142
OTU_87,0.152514357,0.573755626,0.008648965,0.001650555,0,0,0.254206386,0.009485326,0.686173531,0.660311726,0.241848935,0.009503355,0,0.014997001,0.001513752,0.044389697,0.033242169,0.106641875,0.026205047,0.36685369,1.040748292,0.027861362,0.221319946,0.154985362,1.191319199,0.427100937,0.449854174,0.067237596,0.080144877,2.640780419,1.946183922,0.172894356,0.027528776,0,2.543053449,0,0,0,0.047840108,0,0.050483803,0,0,0.165088278,0.073418268,0.972638851,0.049397016,0.043369873,0.004065757,0,0,0.050983724,0,0,0.012673653,0,0.001682765,0.003275574,0.14056552,0,0,0.021691974,15.82012983
OTU_18,0.077535232,0.166521029,0.00399183,0.008252777,0.000696262,0.425677995,1.156430692,0.030353044,0.034816416,0.217255984,0.092204907,0,0,0.006921693,0,0.006658455,0,0.005468814,0.00462442,0.091997365,0.06681177,0,1.672104736,0.018126943,0.763319032,0.046090029,2.115821307,0.378653833,0.933225446,0.547634633,0.107282495,0.148793931,0,0.043452172,0.020076738,0,0.010290536,0.010886131,0.001771856,0.126777015,0.173888655,0,0,0.56347496,0.005758296,0.127261158,0.264018532,0.048150804,4.113642421,0.020155872,0,0.308516897,0,0,0.473799659,0,0,0,0.123673526,0,0,0,15.5628663
OTU_8232,0.210452772,0.43031672,0,0.00110037,0,0.109852386,0.512580091,0.073985544,1.188110194,0.219697062,0.654503681,0.057020128,0,0.12112962,0,0.019975364,0.007555038,0.031445681,0.081698087,0.318015583,0.484213136,0.041792043,0.427993718,1.219943263,1.476652643,0.574589031,1.09234925,0.152169297,0.340615728,3.627480721,1.041037541,0.215855984,0,0.006207453,0.122691175,0,0.010290536,0.00483828,0.017718558,0.001424461,0.005609311,0,0,0.032622235,0.092132729,0.230282096,0.061320433,0.008878872,0.022135787,0,0,0.064056474,0,0,0.063368267,0,0.001682765,0,0.01206571,0,0.008314072,0,15.49776989
OTU_160,0.004260178,0,0.008648965,0.000550185,0,0,0.010418295,0.00379413,0.082688988,0.045159952,0.027208005,0.043715432,0.039946506,0.14650916,1.904300571,0.34734938,0.237228207,0.202346121,0.137191127,0.00227154,0,0.052936588,0,0,0.001041363,0.082962053,0.005381031,0,0,0,0.016688388,0,0.06882194,0,0.002230749,0.678580558,0.003430179,0.00362871,10.4326872,0.54129512,0.002804656,0,0,0.022736709,0.001439574,0,0,0,0,0,0,0.003921825,0,0.004833954,0.028271996,0,0,0,0.077823829,0,0.043233176,0.106652205,15.42498854
OTU_12,0.052826202,1.0436417,0.00133061,0.000550185,0,0.064734442,0.195863937,0,0.008704104,0.825084522,0.048369787,0,0,0.004614462,0.007568762,0.003329227,0.001511008,0.006836018,0.00462442,0.608772687,0.451151642,0,0.186331866,0.250151813,0.223893031,0.073744047,0.314252198,0.159246939,0.578738489,0.028738844,1.683937824,6.134082193,0,0.086904343,0.504149192,0,0,0,0.001771856,0.001424461,0.117795541,0,0,0.749322841,0.145396962,0.209071903,0.126047557,0.268756616,0.051951337,0,0,0.063402837,0.004595905,0,0.017548136,0,0,0,0.070584403,0,0,0,15.38135485
OTU_388,0.120989043,0.164872306,0.012640795,0.188713502,0.397565866,0.088274239,0.004167318,0.03604424,0.005802736,0.0964226,0.043835119,0.077927508,0.910085624,0.011536154,3.169797611,0.213070546,0.048352246,0.051953734,0.015414733,0.017036549,0.003443906,0.080797949,0.074858217,0.00634443,0.103094931,0.02150868,0.031209979,0.007077642,0.407660001,0,0.10966655,0,0.067101392,0.099319249,0.004461497,0.64836978,1.25201523,2.283668384,0.147064035,0.009971226,0,0.001319,0.004563709,0.040530655,0.04462679,0.006060055,0.11412414,0.023221664,0,0.365045239,0,0.062095562,0.806581336,0.096679074,0.382159396,1.251479462,0.501464006,0.244030266,0.04946941,0,0.164618633,0.039768619,15.22997257
OTU_222,0.170407103,0.199495491,0.03193464,0.009903332,0.001392525,0.126526409,0.027087566,0.030353044,0.136364296,0.455261134,0.010580891,0.75076502,0.131997152,0.46952148,0.025733791,0.235265395,0.660310361,0.482622843,0.903303377,0.043159258,0.235563147,0.069653405,0.126933498,0.105136269,0.114549923,0.104470733,0.049505483,0.378653833,0.340615728,0.174029665,0.022251184,0.034578871,0.015484937,0.134494817,0.107075935,0.415979178,0.219531438,0.258848005,0.047840108,0.039884904,0.028046557,0.011871002,0,0.005931315,0.119484633,0.084840772,0.071540506,0.016733258,0.000903502,0,0.056567485,0.089548336,0.976629823,0.135350703,0.170606873,2.570868663,0.516608892,1.955517704,0.059121978,0.075580077,0.036581919,0.010845987,14.89024615
OTU_13,0.107356475,0.257200798,0.005987745,0.005501851,0,0.326614683,0.853258322,0.288353916,2.306587556,1.823485616,0.039300452,0.06082147,0.04515692,0.10613262,0.004541257,0.088779394,0.0392862,0.117579503,0.332958241,0.072689276,0.398804276,0.019502953,1.26119822,0.327191321,1.000749781,0.528499001,0.582227532,0.442352608,0.287442685,0.981910494,0.093772847,0.02514827,0,0.012414906,0.002230749,0,0.010290536,0,0.010631135,0.008546765,0.056093115,0,0,0.090946836,0.031670625,0.209071903,0.115827485,0.025270635,0.435035982,0.190361014,0,0.178443035,0,0,0.359736778,0,0,0,0.109194674,0,0.006651258,0,14.68280972
OTU_17,0.106504439,0.519347765,0.004657135,0.003301111,0,0.185375901,0.24691358,0.51031055,0.494683243,0.488215694,0.057439122,1.265846844,0.369939386,0.333394859,0.030275049,0.119852182,0.3339327,0.094337043,0.681331216,0.010221929,0.055791272,0.351053159,0.095200124,0.130513989,0.114549923,0.073744047,0.024752742,0.498973742,0.82919123,0.083023326,0.013509647,0.004191378,0.055057552,0.12001076,0.002230749,0.039506402,0.144067506,0.135471853,0.878840498,0.004273383,0,0.002638,0,0.019771051,0.079176564,0.021210193,0.260611842,0.069323498,0.002710505,0.035832661,0,0.156219361,1.491371188,0.019335815,0.373385328,0.281340344,0.858210211,1.269284942,0.062138406,0,0.094780425,0,14.60717337
OTU_138,0.070718948,1.220055067,0,0,0,0.014712373,0.289628588,0.098647392,0.046421888,0.004882157,0.042323564,0.277497957,0.65303854,0.553735407,0.030275049,0.482737957,0.392862,0.475786826,0.058575987,0.868864003,1.084141503,0.064081132,0.126119822,1.041392874,0.214520765,2.031033953,0.662942993,0.060159955,0.001541248,0,0.167678566,0.047153006,0.008602743,0.066212833,0.004461497,0.095280147,0.003430179,0.016933982,0.060243099,0.004273383,0.002804656,0.002638,0,0.265920639,0.262002447,0.021210193,0.04769367,0.174503978,0,0.004479083,0.028283743,1.494868946,0,0,0.592737022,0,0,0,0.22623206,0,0.086466353,0.048806941,14.59961511
OTU_2608,0.166146925,0.001648723,0.444423746,0.002750926,0.004177575,0.07650434,0,1.367784038,0.436655883,0.007323235,0.007557779,1.820842757,2.066797506,0.671404181,0.031788801,0.517139972,0.061951315,0.593366329,0.369953602,0,0,2.189903042,0,0,0,0.039944692,0,0,0,0,0,0,0.106674008,0,0.002230749,0.587948223,0.998182005,0.797106708,0.001771856,0.018517991,0,0,0,0,0,0,0,0,0,0,0,0.032028237,0,0,0.091640263,0.009701391,0,0,0.149614802,0,0.295980977,0.03615329,14.00561587
OTU_34,0,0,0,0,0,0.003923299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000770624,0,0,0,0,13.61501376,0,0.002323906,0,0,0.001771856,0,0,0,0,0,0,0,0,0.000341495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.62414494
