Kingdom,Phylum,Class,Order,Family,Genus,Species,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S2,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S3,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S4,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S5,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S6,S60,S61,S62,S7,S8,S9,totals
No Hit,No Hit,No Hit,No Hit,No Hit,No Hit,No Hit,4.24437025539,6.78505224132,8.92744900097,3.44770600508,2.15122739092,4.65785363594,4.32656387964,5.45529919291,2.54464285714,7.51481865979,3.67816405239,4.52982667565,6.92481350609,3.75300829701,11.2041939988,0.762221420618,5.64057962882,9.70752713314,7.27851595568,6.35027186682,28.8434526807,39.273190251,2.14677461478,9.66585064002,15.2134013405,6.71327936074,11.103738111,9.36854628715,29.4824571195,1.73681414703,10.8659346907,16.7115138202,5.29958257731,5.42016951687,5.62664544174,32.2695496245,6.61037259984,5.15366801429,2.60351966874,3.78754811317,1.00990293166,2.01554636504,4.11257252727,5.53743584824,7.26798272816,29.9893826786,31.2173881752,14.920131823,34.5591151175,12.2223227737,11.6038164471,1.85065187528,7.49222587114,1.31993164238,3.94964594807,5.55507819213,7.37968469091,1.34821687446,2.69604425231,0.0795878188749,8.49317921483,6.37411694319,558.774075012943
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum sp,2.73885214877,2.03699022582,2.57518904402,1.20983012801,0.437576604543,0.195042483391,1.98872512396,1.05193610654,22.2767857143,7.65044707143,2.63835702313,21.7027611385,14.8262661955,23.77354045,9.68808451224,5.7778265711,5.40912087758,1.39708891097,4.03032868343,4.71739276364,1.31052394456,1.7824663514,0.749542961609,0.541106965736,0.826429520265,0.654505309641,1.44510801445,0.188560653677,9.5471964877,14.2563494569,0.0408627367374,0.604978949295,0.00495751410413,0.0943038193047,22.7371987183,0.129941006783,23.947273082,21.5488479805,24.2132505176,5.47994127217,26.6435434847,0.0224226418855,0.040836466965,0.513214063025,3.11384672993,3.94964356135,0.190722947929,7.19984152425,1.64295125726,0.018631589594,3.79827351204,0,2.93963788544,5.56080230257,2.07185942827,1.12920318497,5.27935278661,4.70828903708,9.52912192628,0,10.6466729147,0.121959638263,355.346313922718
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,Acidobacterium sp,4.84402577243,10.6378496798,6.17321574827,8.87576001708,1.62888463785,5.22803530194,4.23826665761,9.06971019938,0.760957792208,3.14959311477,5.18677005683,2.68670471059,6.07332155477,0.868409094734,4.44295160568,0.712034001976,10.6330747542,11.4670407825,7.00798704406,5.86024031684,8.54291999046,3.63986904329,3.42125881431,11.7001960271,8.72669012442,8.61371044054,7.32138907321,7.88363113945,3.10302489117,11.6241829814,14.1580499591,10.9866373787,15.2096532715,8.53219555392,1.09185901753,5.10408274643,7.51609397208,2.29226361032,2.65010351967,6.42038014365,0.606677125208,2.7156310728,1.77808783243,3.2951220682,8.13157494412,5.15546792052,3.90442261326,4.52556321922,5.39150679908,17.82031695,3.98606693927,0.018143645836,7.93469731756,0.00449721172873,1.97220036716,11.9135590308,0,0.00322154569763,0.00929670431832,0.0167553302894,9.37207122774,4.70350001151,351.341404418516
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp,1.64161013886,1.28707448601,6.28749928573,0.840064175394,1.70563236692,0.5873693178,2.69917815663,1.73206720991,36.3676948052,3.9533170356,8.95351531092,5.13947471024,1.10669414998,34.6387519144,7.68592428673,44.7907027807,4.45102192546,0.972311529393,9.32864661931,4.99261596295,0.25176900856,0.113495816661,1.79420214155,1.95123713855,0.991715424318,4.70770686573,8.07712158077,0.3861003861,1.38780369833,16.081698013,1.72334150588,1.6703276588,0.575071636079,2.34264487712,3.18986101757,0.0883598846124,2.08455257364,8.08572437885,14.2197204969,10.9063132415,0.0428963623885,0.495789526135,1.20978033384,0.247014245288,7.38031992698,0.191111785227,0.100759293246,1.193970718,0.115983063062,0.078785007426,2.16871119188,0,2.12153796972,14.0290519878,1.45292420666,7.07022970728,2.2783847324,3.67417286814,13.278792668,1.35508733716,0.905966885348,1.17817612813,320.359379456768
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp,3.5064962681,6.42799966296,4.42086817394,5.05002513307,0.47194125935,1.23825821831,7.6288799837,10.163101916,0.10349025974,0.540839221727,4.67299908693,0.726615390068,2.04161758932,0.812871303792,3.23638662768,0.723012499804,4.07928514315,4.83817540578,3.5481615076,3.00731690944,11.5800492937,5.74245180065,6.23400365631,10.86550014,9.16272042346,6.86047734203,7.75639607756,9.03407560384,3.87692078729,3.26730462766,0.927406459866,8.75983891635,5.68428567179,10.8736903845,0.328578134248,0.691286156085,0.231307304295,0.737920477293,0.507246376812,3.78754811317,0.154426904598,2.18247047685,1.14001803611,0.115113434697,2.31344418831,2.1371151221,1.53657922199,2.11601145347,1.78366600289,8.09835349981,3.16825685295,0,7.9041820454,0.267584097859,6.54078153685,7.33158618319,0.00691467293597,0.0144969556393,0.251011016595,0.167553302894,0.324898469228,1.8961272062,223.597939987936
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp,20.1586322751,3.06075160094,0.436182167959,0.426917859627,0.0469650282363,0.90870367741,0.533858588603,0.183959269863,0.211038961039,1.02977127357,0.956676978427,3.5834544359,0.704259913624,0,0.969467056561,6.17932592023,10.1603377895,1.02297305197,4.04689167802,2.93683291938,0.268995309146,0.0465623863223,3.20188038652,0.0153569589608,0.0669255807822,0.0249710861108,0.0258055002581,0.00112238484332,0.0148826133869,0.0477315944662,0.00177664072771,0.097016291415,0.447167772192,0.213908663301,0.669401416355,0.111749265833,0.05573669983,0.0235506535306,0.37784679089,0.325383913337,4.02858123345,36.5464148687,0.0612547004475,0.153484579596,0.120528452906,0.222963749431,0.0755694699341,3.70256982838,0.223437959721,0.0569594310445,1.0752688172,0.17625255955,0.0457729082507,0.0292318762367,0.157356412274,8.40278971186,0.0380307011478,0.0370477755227,0.0201428593564,27.1499183178,0.0583151098615,0.492440803553,146.46910448039
Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter sp,0.0085057520148,0.522413211999,0.902839945906,0.0275430877178,0.0166095831567,0.043342774087,0.0326020512124,0.108820976539,0.0892857142857,0.0703258430729,0.280734270023,0.319001878567,0.998723989007,2.51434726266,1.2329091915,1.21861325889,0.847279307588,1.26458954424,0.386469873753,0.610861247231,0.215991307344,0.207348126591,0.0652911987464,0.106595362198,0.0233225508787,0.0381137630113,0.357590503576,0.156011493221,0.520891468542,0.267142956125,0.00177664072771,0.30569284276,0.608782731987,0.029901210999,2.27759750199,4.176303958,2.8509321963,0.412136436786,0.357142857143,0.23213364549,0.0147073242475,0,0.229705126678,0.15108638304,0.236376189195,1.51220991961,0.924826370146,0.482630697473,0.10916052994,0.00106466226251,0.157504164774,32.0857416863,0.522392397338,14.4293038316,0.582218725413,0.52844131294,14.7887567418,35.9830546696,10.8151660236,6.85921333724,0.18535874206,0.230112525025,145.535548876148
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp,0.525230186914,0.327561509943,1.42663949258,1.15749826134,7.63468080963,13.4422382806,0.389866195748,0.155458537912,0.0101461038961,0.0586048692274,0.729091429428,0.0708893063481,0.0834314880251,0.00673185344755,0.00922047472273,0.00784178416273,0.402597949135,0.21044017069,0.0202436600537,0.028529234074,3.03845440331,2.95889414332,3.7085400888,2.81484024246,2.00066925581,5.76700662391,1.95753151958,5.50529765646,1.14596123079,0.327192381422,4.74896066517,2.89309902984,2.82875754782,3.95961036422,0.614298250985,14.6443514644,0.072457709779,0.223731208541,0.13198757764,0.0178564342685,0.0637317384057,0.747421396183,2.46720321247,0.532399635474,0.238716547503,6.31427271348,12.6956709489,11.11851465,10.3438130285,3.01725285196,3.61956686355,0.00259194940515,3.75991746345,0.550908436769,1.16443745083,0.0622959271352,0.010372009404,0.12241873651,0.27580222811,0.178025384325,0.0208268249505,0.0322157535035,143.394815147221
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium sp,4.30178408149,1.19649477587,1.92567760614,1.76964338587,0.146622527177,0.240627125104,0.65883311825,0.209869026182,5.93344155844,0.480559927665,0.817672631134,3.21128557757,1.21466431095,0.807822413706,1.28296319713,1.53855805273,0.812209799823,0.646908672863,1.40417387464,1.02201785594,0.414756314102,0.42124408876,8.75685557587,0.781398205946,0.102416419076,2.54442224792,1.23497751235,1.32216934543,7.78360680135,3.31888554426,0.684006680169,0.22698151199,0.0188385535957,0.376065230642,8.47568317721,0.202707970581,3.02928963576,12.093260588,13.640010352,0.128963136383,0.120109814688,0.044845283771,0.0289258307669,0.00719458966857,2.32046526323,0.876687395723,0.269890964051,6.49390408615,1.47921046235,0.0298105433504,1.50234741784,0,2.25885669447,2.10469508904,0.414371885654,1.07263561895,1.14956437561,1.1549241326,2.93620911387,0.00209441628618,0.56857232115,0.0897438847596,120.103427594047
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella sp,0.0318965700555,0.156934614088,2.23805260852,0.127386780695,0.0830479157837,0.365424422906,0.520274400598,0.020727805055,4.28165584416,0.254512574931,0.178525191131,1.15549569347,0.289556340793,0.299567478416,1.14597328697,3.21042643622,0.185167000996,0.124705286335,2.191836284,0.674632476338,0.215991307344,0.125136413241,0.169757116741,0.210480672815,0.240323676445,0.533592682158,0.634078006341,0.0740773996588,0.3981099081,1.11630341897,0.0177664072771,1.21544938678,0.0039660112833,0.27716122503,1.04287842609,0.015592920814,1.00047376195,2.42571731366,3.46920289855,2.85901353121,0.129914697519,0,0.141226114921,0.038371144899,0.751255017143,0.0985894130138,0.0323869156861,0.212501575753,0.130480945944,0.00319398678754,0.675450552779,0.189212306576,0.388706443082,23.4799424357,6.35195384212,0.739674629089,17.361015074,15.0832769563,17.6745843598,0.0188497465756,0.158283869624,0.0391191292542,117.278860652486
