Kingdom,Phylum,Class,Order,Family,Genus,Species,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S2,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S3,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S4,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S5,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S6,S60,S61,S62,S7,S8,S9,totals
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp,2.13069087971,2.09386585777,1.23807165578,0.755369180662,0.184423647464,0.724870532145,1.49969435577,2.23730745812,1.17897727273,0.731723652925,0.749533245206,3.50902066423,1.23674911661,5.57565761793,1.98240206539,10.2696005395,1.54305834163,0.900216285731,1.02138466635,1.82754917097,1.62192245515,0.603855947617,1.58527030556,0.958454909258,1.20567447803,0.325938387131,1.38612401386,0.876582562629,1.019459017,1.83304720039,0.012436485094,0.650741350906,2.62649097237,2.17358803032,0.0653074552542,0.891395306531,1.31817295098,1.153982023,2.46894409938,0.448394904964,2.39116580057,0.204295181623,3.19885657892,0.563576190705,2.58258539382,0.180494463825,0.406635719169,0.556465990744,0.158623895069,1.42984141856,1.83855823111,0.0051838988103,6.56368973234,2.91194459435,1.65224232887,3.40121441256,1.08214631448,3.85780097291,0.695703373154,0.0628324885854,4.54024783922,0.768575833583,103.668629715025
Bacteria,Gemmatimonadetes,Gemmatimonadetes (class),Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas sp,1.07385119187,2.61733232221,4.57515094951,0.393866154365,0.087629869758,0.460330152372,0.740338246281,2.2113977018,1.00649350649,0.897491711597,0.855830687254,1.18385141601,2.33362779741,0.50825493529,3.45240917832,0.152130612757,3.44943678371,1.99138754116,2.68136479075,2.06417399476,5.92849760157,2.66715169152,0.470096630974,1.08582733358,5.28306478599,2.12122805173,3.199882032,2.15048935979,1.40640696506,0.410337739524,0.824361297658,2.41442430899,0.617706257374,2.14138672616,4.0715116635,0.821227162868,1.638658975,0.494563724143,0.573240165631,0.914646244197,0.121335425042,0.17688973043,0.182062581886,0.191855724495,1.62654902466,5.18276960413,1.03638130195,2.88858074159,2.18662186537,0.402974666361,0.348326518249,0.287706383971,4.34406695923,0.0134916351862,2.28691319171,2.9178839434,0.00864334116996,0.00966463709288,0.11156045182,0,0.57273768614,1.58547529742,98.4535489722361
Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp,0.259425436451,0.190638692282,0.373326222358,7.54336314873,0.0486832609766,0.185327723682,0.165727093663,0.186550245495,0.0750811688312,0.23441947691,0.501505880429,0.173678800553,0.274833137024,0.661404601222,0.590110382255,6.67492667932,0.993168459887,0.892422205335,1.57900548419,0.47492783782,0.318024010813,0.242269916333,0.36563071298,0.362243561369,0.576979628259,0.321995584061,0.541915505419,0.532010415731,0.0483684935075,0.261753905137,0.243399779697,0.239794984441,24.6983352668,0.395616022449,0.106124614788,1.43714753502,2.54716718223,0.172704792558,0.0879917184265,21.6380302369,1.11285420139,2.32198913748,0.318184138436,0.163077365821,0.136910961068,2.1158804793,0.0539781928101,0.0198094689261,0.137303479065,0.0585564244383,0.169619869756,0.0647987351287,0.305879275771,0.28332433891,4.04405979544,0.491206965687,0.00518600470198,0.0193292741858,0.049582423031,0.314162442927,0.285327501822,0.230112525025,89.9171628054528
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp,2.47942671231,1.69573643411,1.43235366945,1.35236560695,1.20963584921,0.43342774087,1.5825579026,2.67388685209,0.184659090909,1.01302702522,2.23497185843,0.783326835147,0.753337259521,0.277688954711,1.52796438262,0.323081507505,0.962307293055,1.20223690107,1.56060215687,1.54225683023,1.06670553627,0.875954892688,1.99791068164,1.92413662273,1.26144579535,2.10545683945,1.25709651257,3.11798509473,0.487405588421,0.441902181026,1.72334150588,3.86417719202,2.21204279326,3.98836152864,0.25918896304,0.449595883469,0.186717944431,0.262982297759,0.217391304348,0.115074798619,0.0906951661928,0.819672131148,0.5444862262,0.199050314164,0.892846694829,0.632489003489,1.1371405952,1.25880170722,1.02721764307,3.41650120041,2.73814932606,0.0051838988103,2.39544886512,0.0359776938298,3.90768423813,1.29818983789,0.00518600470198,0.0370477755227,0.0216923100761,1.88078582499,0.660210350932,2.37246013301,78.4166417602147
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Rhodoplanes sp,3.01528908925,2.8395685878,0.990457324622,4.16589201732,0.101948475928,2.23588931152,1.0446240576,2.54692904613,0.0101461038961,0.123907437795,0.981207157361,0.591925708007,1.29073419709,0.210370420236,1.37385073369,0.450118410941,2.22340679226,4.10553184856,2.33354190438,1.79230717594,3.02255320277,1.25354674427,1.32671715853,0.884380166036,3.13333400935,1.22621175481,2.6100420261,1.69480111341,0.141384827176,0.148583834387,0.206090324415,2.95075965587,1.46246666072,5.55932515267,0.0224494377436,0.124743366512,0.05573669983,0.102052831966,0.135869565217,0.59918257212,0.0183841553093,0.381184912053,0.651681951983,0.124706220922,1.05433141814,0.662824207493,1.05797257908,0.462821228547,1.35683127449,0.755377875254,0.56338028169,0,2.01836728763,0,0.776291633884,2.95082201982,0,0,0,0,0.19785483703,4.1903490807,76.311057868254
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisphaera,Acidisphaera sp,0.676207285177,1.01428210313,2.34662196911,0.0798749543818,0.0664383326269,0,1.12069551043,3.20503685663,0.750811688312,1.94735608319,2.47073413374,0.0992450288874,0.549666274048,1.52644776923,0.378039463632,0.0141152114929,0.461514722179,0.572864909102,0.277890242556,0.276901389542,1.07465613654,1.66897053474,0.0652911987464,3.75161473907,1.45106827423,3.8547471349,2.30774902308,2.54220167011,2.44818990215,3.13873726837,5.70834665814,3.50082372323,2.9754999653,0.596874173404,2.16126859732,1.52030977936,1.00883426692,1.86442673784,0.90450310559,0.297607237808,0.0906951661928,0.421047386517,0.0170151945687,0,1.30357957803,2.54360685576,2.48659541545,1.84948405338,2.20495742313,1.88498453578,0.348326518249,0,1.56427097562,0.00224860586436,0.0209808549698,0.549206621985,0,0.00161077284881,0.00154945071972,0.00209441628618,0.214516296991,0.0138067515015,76.1970409280893
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter sp,0.618793459077,0.983737782272,1.42092531571,0.111549505257,0.0498287494702,0.0149457841679,0.694152007064,1.05970903344,0.998376623377,0.704932855564,0.966216492457,3.26799702265,5.45003926188,4.2477995254,2.76087357412,0.715170715641,1.58373897064,0.874885524444,1.25142625787,3.53762502517,0.147086105001,0.896325936704,2.38965787412,0.239387889683,1.40847926828,0.654505309641,0.781538007815,0.133563796354,5.70004092719,0.540444827666,0.0390860960097,0.0100677283544,0.0198300564165,1.12704564535,2.30208779771,0,1.49374355544,0.781096675433,0.979554865424,0.0654735923178,0.0710854005295,0.274054511934,0.08167293393,0.103122451916,2.16132089823,0.291217958441,0.0539781928101,0.740153793513,0.612322347634,0.0074526358376,0.245343025897,0,1.06076898486,2.79051987768,0.325203252033,1.72781692158,2.46508090167,2.14393866177,5.00007747254,0.219913710049,1.97646568781,0.897438847596,74.2706879088407
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosovibrio,Nitrosovibrio sp,2.51982903438,0.855240984159,3.69135825984,0.595619271898,0.0882026140047,0.0336280143778,0.957685254364,1.08043683849,0.0811688311688,0.142326110981,1.21424385723,0.676992875625,0.154593639576,0.0757333512849,2.2260860402,0.0580292028042,0.467125843422,0.327351376629,1.12444329935,0.367523662482,2.26724617709,1.06438704984,0.741708017759,2.39207219577,3.47404605697,2.29996845758,1.48934601489,3.68591182545,0.502288201808,0.418036383793,0.696443165263,1.85154676917,3.01516007813,3.38573712235,0.120410620625,3.33948387432,0.078031379762,0.0549515249048,0.054347826087,0.0872981230904,0.133591528581,0.665205042603,0.0799714144731,0.00239819655619,2.17770340639,4.15440618838,1.00759293246,1.22998793423,3.30210603069,3.41117788909,1.7052854763,0.00259194940515,1.8541660612,0.00224860586436,0.424862313139,0.619379045655,0,0,0,0.00418883257236,0.837238363012,2.19987573924,71.5700161767598
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp,0.727241797265,1.01006909336,0.651416163502,0.106729464907,0.108248662642,0.0231659654603,2.67608503702,3.2270601495,1.07345779221,3.91647968923,3.33474154731,1.35398575125,6.51747153514,0.513303825376,1.96527832662,0.0737127711297,2.25426795909,2.42785604334,2.22680260591,4.05450761898,0.796385127077,1.98544925427,0.585009140768,1.77508378576,1.11846841822,3.02675849017,2.18609452186,1.12014007363,2.59329538267,0.60357371067,0.2949223608,0.0713893465129,0.022804564879,0.0540521891137,0.0918386089512,0.106551625562,1.04227628682,2.40609176905,1.39363354037,0.718225467243,0.0245122070791,0.00996561861578,0.0170151945687,0,1.91909381326,0.0333687244047,0.0287883694987,0.0918439013849,0.0908249721769,0.109660213039,0,0,1.53302914935,0.0629609642022,0.00524521374246,0.720341410323,0.0207440188079,0.0241615927322,0.0340879158338,0.0523604071545,3.26564615224,1.10914237062,69.3867176726726
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,Segetibacter sp,0.102069024178,0.38022413212,0.919982476524,0.0165258526307,0.0194733043907,0.000747289208397,0.298852136114,2.53008770453,2.18141233766,4.93787883862,1.40639692555,0.577747846737,3.25137416569,0.610915700365,1.48844806238,0.00941014099528,0.923029444359,0.592350110091,0.594427472487,1.27542458213,0.108658203694,0.461986176792,0.156698876991,0.36495361295,0.0790938681972,0.872673746189,0.523483005235,0.0830564784053,1.37664173829,1.45350403794,1.55278399602,0.0878638110928,0,0.00460018630755,0.842874344374,0.0181917409496,1.59406961514,1.56219335087,1.21765010352,0.156739811912,0.0514756348662,0.00498280930789,0.0068060778275,0.00239819655619,1.03092783505,0.198695586228,0.0899636546835,0.92023987466,0.450287186004,0.0505714574694,0.042404967439,0.0129597470257,0.353831846319,2.15641302393,0.178337267244,0.344417712093,13.4576822016,8.04097806127,3.69853886797,0,0.901801520358,0.018409002002,66.6458694923245
Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Geodermatophilaceae,Blastococcus,Blastococcus sp,0.248793246433,0.345466801483,0.523799546675,0.45583810173,0.0315009335731,0.00672560287557,0.647965767846,0.111411952171,0.452516233766,2.29396202404,1.52495945707,1.21575160387,3.39124460149,0.277688954711,1.92049316368,0.0784178416273,1.15729375622,2.77664114105,2.72001177813,3.45035913271,0.124559404235,0.994543470353,0.671193523113,1.92232992168,1.27868420252,1.44700872674,1.12806901128,0.988821046961,2.14681698106,0.563540760472,1.58298688839,0.11989749222,0.022804564879,0.0736029809207,0.365313577828,0.436601782791,1.49095672045,0.855673744946,0.733695652174,0.1448355224,0.104176880086,0.0298968558473,0.0255227918531,0.00479639311238,0.958376727477,0.552100712877,0.331066249235,0.284536008212,0.0498897734493,0.0127759471502,0.00605785249129,1.71846245561,0.186724403499,1.47283684116,0.288486755835,0.438935670505,3.75985340893,0.831158789987,2.81535195773,0.364428433796,1.66406331355,1.11604574637,57.7383215853263
Bacteria,Actinobacteria,Actinobacteria (class),Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter sp,0.520977310907,1.10275530839,0.86474543342,0.884821692936,0.0240552583649,0.132270189886,2.40304285811,0.611470249122,0.166396103896,0.671444358863,2.58248272667,0.563569985468,1.54102866117,0.316397112035,1.66363708211,0.343470146328,1.29757178728,1.52374271741,1.87897971953,1.31066657716,0.559192219013,0.678064750818,0.54583442152,0.74255413328,2.07672105215,0.649248238881,1.59625451596,1.07075514052,0.424154481527,0.254825125295,2.04846675905,0.760571114772,0.742635612798,1.29610249215,0.179595501949,2.67938355986,0.799821642561,0.439612199239,0.269151138716,2.60108725844,0.165457397784,1.36030694105,0.0799714144731,0.0215837690057,1.24038990369,0.543000151676,1.54017776818,0.279133425778,0.351360455745,0.818725279873,0.00908677873694,0.00259194940515,0.26010636752,0,1.24836087071,1.67697771668,0,0,0.00154945071972,0.0209441628618,0.974695407685,1.12064799687,52.5326238459983
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp,0.725115359262,0.921595888102,0.213329269919,0.719563166629,8.40960377553,1.33690039382,0.127691367249,0.0388646344781,0.109577922078,0.587723117109,0.37749219804,0.209123453727,0.0883392226148,0.0673185344755,0.200216022551,0.00941014099528,0.259514357456,0.416983301183,0.132503956715,0.23830301403,0.00397530013516,0.0589305201892,3.18621049882,0.060524485316,0.0790938681972,0.107769950584,0.0147460001475,0.0808117087187,0.189753320683,0.0585096964425,0.0302028923711,0.012813472451,0,0.120754890573,0.479601624523,0.0181917409496,0.473761948555,0.357184911881,0.332556935818,0.00595214475616,0.00735366212374,0,9.1456670807,3.52774713416,0.175526873164,0.224480509631,0.0251898233114,0.275531704155,0.812734258071,0.121903829058,0.196880205967,0.313625878023,0.178732308408,2.37003058104,0.59795436664,0.134616486223,6.70204674319,1.49640797655,3.01523110057,0,0.354056024159,0.243919276526,50.780150828745
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,Methylocapsa sp,2.29442660599,1.21440006741,4.31420353898,0.314679777176,0.212488115557,0.788390114858,0.244515384093,1.42762757316,0.0568181818182,1.1553531362,0.329794627891,0.0602559103959,0.0417157440126,0.00168296336189,0.999762902079,0.0188202819906,0.287569963668,0.621577911576,0.283411240752,0.0587366583876,1.10645853762,2.41978901419,0.242883259337,0.947614702933,3.48824239229,3.75223425507,4.00722554007,2.16283559307,0.561818655356,0.887653684186,4.763173791,3.33790957349,0.789236245377,0.263360666107,0.0285720116737,0.41321240157,0.0418025248725,0.035325980296,0.0155279503106,0.123010991627,0.00490244141583,0.089690567542,0.134420037093,0.63552208739,0.0807423616556,0.894888518125,1.43941847494,0.124259395991,0.0993531385784,0.157570014852,0.0757231561411,0,0.8362637682,0.00449721172873,0.00524521374246,0.666638024861,0,0.00483231854644,0.00619780287888,0.00209441628618,0.0145787774654,0.984881607106,50.3758378043416
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter sp,0.123333404215,0.392863161443,0.933315555894,0.0241002017531,0.0240552583649,0.00224186762519,1.13292127963,3.29313002811,0.517451298701,3.81099092462,4.00114474168,0.0531669797611,0.463780918728,0.102660765075,0.495271213678,0.00784178416273,0.230055970934,0.305917655541,0.404873201075,0.671276095858,0.306098110407,0.817751909785,0.00783494384957,3.60798200526,0.755447843678,2.71396277994,1.42667551427,1.9563167819,1.28362540462,2.17101768379,9.26162811356,0.700164744646,0.316289399843,0.511770726714,0.138778342415,0.0597728631201,0,0.10990304981,0.0439958592133,0.0297607237808,0.0392195313266,0.226717823509,0,0.00239819655619,0.912739740454,0.385257090854,0.690920867969,0.464622089359,0.332172081342,2.42583296514,0.539148871725,0,0.456275974309,0,0.00524521374246,0.325084493326,0,0,0,0,0.0874726647923,0.00460225050049,50.1068789623558
Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophaga,Holophaga sp,1.41408127246,1.74734580384,1.28188034514,0.81802970522,0.0177550716503,0.315356045943,0.573252733818,0.664585249576,0.0162337662338,0.0368373463715,0.0449719947124,0.184312196505,0.517765999215,0.358471196082,0.359598514186,0.175655965245,1.02683518734,0.898267765632,0.57970481063,0.23494663355,3.6294490234,1.17570025464,0.253329851136,1.51762888554,1.82524311224,0.947587004521,1.34925901349,3.59948819251,0.457640361648,0.224800412647,0.00888320363856,1.93117334798,2.79901246319,3.36043609766,0.0489805914406,1.03173159386,0.125407574618,0.0785021784355,0.0504658385093,0.0833300265862,0.0306402588489,0.433504409786,0.068060778275,0.0527603242362,0.711468925893,0.539966631276,1.94681348735,0.754560680005,0.826379324313,1.57516781739,0.333181887021,0,2.55674387515,0,0.178337267244,1.75645872716,0,0,0,0.00418883257236,0.0624804748516,0.0897438847596,47.6843942171718
Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Cryptosporangiaceae,Cryptosporangium,Cryptosporangium minutisporangium,0.0382758840666,0.154828109201,0.51237119293,0.0137715438589,0.00801841945498,0.00149457841679,0.486313930585,0.15934500136,1.32305194805,0.445397006128,0.200329794628,0.262290433488,0.242932862191,0.0504889008566,0.288469137754,0.109784978278,0.179555879754,0.0116911205939,0.301814568074,0.120829697254,0.0649299022076,0.130229174245,0.0104465917994,0.386634025601,0.231197460884,0.186626011986,0.626705006267,0.160501032594,0.379506641366,0.562770896045,0.24872970188,0.0942705473183,0.176487502107,0.111554517958,20.5493989673,0.322253696822,2.96519243096,1.605369549,0.737577639752,0.188484583945,0.106628100794,0.0996561861578,0.00510455837062,0,0.394350375042,2.90156226301,0.435424088668,2.26548290083,1.18328308822,0.318334016492,0.0181735574739,0.0492470386978,0.122787642768,0.568897283684,0.0629425649095,0.0537033854614,1.38466325543,0.974517573532,0.977703404143,0,0.591481828595,0.0230112525025,47.1868752317416
