Sample,#OTU ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,S31
S31,13212,Bacteria , Proteobacteria , Alphaproteobacteria , Rhizobiales , Bradyrhizobiaceae , Bradyrhizobium , Bradyrhizobium sp,5.644057313
S31,11368,Bacteria , Proteobacteria , Betaproteobacteria , Burkholderiales , Oxalobacteraceae , Massilia , Massilia sp,0.345782167
S31,4282,Bacteria , Proteobacteria , Betaproteobacteria , Burkholderiales , Oxalobacteraceae , Herbaspirillum , Herbaspirillum sp,0.069967653
S31,8408,Bacteria , Proteobacteria , Gammaproteobacteria , Pseudomonadales , Pseudomonadaceae , Pseudomonas , Pseudomonas sp,1.995599136
S31,9571,Bacteria , Actinobacteria , Actinobacteria (class) , Actinomycetales , Micrococcaceae , Arthrobacter , Arthrobacter sp,0.001014024
S31,12149,Bacteria , Proteobacteria , Betaproteobacteria , Burkholderiales , Oxalobacteraceae , Massilia , Massilia sp,0.153117617
S31,6188,Bacteria , Proteobacteria , Betaproteobacteria , Burkholderiales , Oxalobacteraceae , Massilia , Massilia sp,0.01014024
S31,8922,Bacteria , Proteobacteria , Betaproteobacteria , Burkholderiales , Oxalobacteraceae , Herbaspirillum , Herbaspirillum sp,0.022308527
S31,7730,Bacteria , Proteobacteria , Gammaproteobacteria , Pseudomonadales , Moraxellaceae , Acinetobacter , Acinetobacter calcoaceticus,0
S31,11711,Bacteria , Proteobacteria , Alphaproteobacteria , Rhizobiales , Beijerinckiaceae , Methylocapsa , Methylocapsa sp,3.170852896
S31,419,Bacteria , Firmicutes , Bacilli , Bacillales , Bacillaceae , Bacillus , Bacillus sp,0.008112192
S31,12004,Bacteria , Proteobacteria , Betaproteobacteria , Burkholderiales , Oxalobacteraceae , Herbaspirillum , Herbaspirillum sp,0.00507012
S31,8321,Bacteria , Acidobacteria , Acidobacteriia , Acidobacteriales , Acidobacteriaceae , Acidobacterium , Acidobacterium sp,0.002028048
S31,5365,Bacteria , Firmicutes , Bacilli , Bacillales , Bacillaceae , Bacillus , Bacillus sp,0
S31,6776,Bacteria , Bacteroidetes , Sphingobacteriia , Sphingobacteriales , Chitinophagaceae , Segetibacter , Segetibacter sp,0.008112192
S31,3664,Bacteria , Proteobacteria , Alphaproteobacteria , Rhizobiales , Methylobacteriaceae , Methylobacterium , Methylobacterium sp,0.796008802
S31,8139,Bacteria , Actinobacteria , Actinobacteria (class) , Actinomycetales , Streptomycetaceae , Streptomyces , Streptomyces sp,0.020280479
S31,1473,Bacteria , Actinobacteria , Actinobacteria (class) , Actinomycetales , Geodermatophilaceae , Modestobacter , Modestobacter versicolor,0.182524311
S31,10161,Bacteria , Proteobacteria , Betaproteobacteria , Burkholderiales , Oxalobacteraceae , Massilia , Massilia sp,0.331585832
S31,6432,Bacteria , Proteobacteria , Betaproteobacteria , Burkholderiales , Oxalobacteraceae , Janthinobacterium , Janthinobacterium sp,0
S31,10431,Bacteria , Actinobacteria , Actinobacteria (class) , Actinomycetales , Pseudonocardiaceae , Pseudonocardia , Pseudonocardia sp,0.243365748
S31,6807,Bacteria , Proteobacteria , Betaproteobacteria , Burkholderiales , Oxalobacteraceae , Herbaspirillum , Herbaspirillum sp,0
S31,9654,Bacteria , Proteobacteria , Betaproteobacteria , Neisseriales , Neisseriaceae , Vogesella , Vogesella sp,0
S31,13246,Bacteria , Acidobacteria , Acidobacteriia , Acidobacteriales , Acidobacteriaceae , Acidobacterium , Acidobacterium sp,1.188436071
S31,13654,Bacteria , Firmicutes , Bacilli , Bacillales , Bacillaceae , Bacillus , Bacillus novalis,0.001014024
S31,10483,Bacteria , Firmicutes , Bacilli , Bacillales , Bacillaceae , Bacillus , Bacillus sp,0
S31,8500,Bacteria , Proteobacteria , Betaproteobacteria , Burkholderiales , Oxalobacteraceae , Herbaspirillum , Herbaspirillum sp,0.006084144
S31,2534,Bacteria , Actinobacteria , Actinobacteria (class) , Actinomycetales , Geodermatophilaceae , Blastococcus , Blastococcus sp,0.167313952
