Kingdom	Phylum	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S5	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S6	S60	S61	S62	S7	S8	S9
Bacteria	Gemmatimonadetes	0.69534522721	2.02961745871	4.37325003333	0.249953521039	0.0578471689252	0.174865674765	0.642532092644	2.0650075786	1.00649350649	0.889119587422	0.742719306614	1.0597951299	2.08578720063	0.501523081843	3.37732816987	0.117626762441	3.05525551643	1.75366808909	2.44580220104	1.94502248775	4.93599766782	1.94834485267	0.386523896579	0.814822175449	4.70608515773	1.71511933551	2.84229152842	1.53430008081	1.20921233769	0.388781535572	0.758625590733	2.18103606077	0.583995161466	1.8009729394	4.02049021409	0.79004132124	1.75570604465	0.537739922283	0.615942028986	0.859092893139	0.120109814688	0.122078828043	0.221197529394	0.0551585207924	1.43346946417	5.0356438647	1.02558566339	2.8579661078	2.06509549414	0.247533976034	0.32712403453	0.287706383971	3.73158185358	0.0112430293218	1.3217938631	2.29420862691	0	0.0418800940691	0.10846155038	0	0.481099656357	0.65121844582
Bacteria	Lentisphaerae	0	0	0	0	0	0	0	0.00129548781594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000903350527105	0	0.00262853538009	0	0.0112238484332	0	0	0	0.000915248032217	0	0.00460018630755	0	0	0	0	0	0	0	0.0274054511934	0	0	0	0	0	0	0	0.0356661857942	0.00302892624565	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Nitrospirae	0.250919684437	0.195904954499	0.0933315555894	0.0268545105249	0.000572744246784	0.0119566273343	0.0122257692046	0.138617196305	0.0263798701299	0.023441947691	0.0436092069938	0.09570056357	0.0220848056537	0.114441508608	0.130403856793	0.287009300356	0.266528259009	0.298123575145	0.239243255181	0.218164731154	0.296822410092	0.181156784285	0.073126142596	0.173443301204	0.323473640447	0.136683839764	0.12902750129	0.289575289575	0.0669717602411	0.006158915415	0.079948832747	0.15284642138	0.0307365874456	0.147205961841	0.0163268638135	0.0389823020349	0.0919655547195	0.0471013070613	0.0297619047619	0.15475576366	0.029414648495	0.00747421396183	0.0442395058787	0	0.101805586435	0.320036402245	0.453416819605	0.0558266851555	0.279723857972	0.179395591234	0.00908677873694	0	0.315324479061	0	0.687123000262	0.178295239732	0	0	0	0	0.104134124753	0.0851416342592
Bacteria	Planctomycetes	0.329597890574	0.628791708797	0.340945886745	0.13564970701	0.0630018671462	0.476023225749	0.436052434966	0.546695858325	0.0568181818182	0.23441947691	0.344785292795	0.269379364123	0.554574008638	0.131271142227	0.486050738955	0.0925330531202	0.699987374977	1.06973753434	0.403032868343	0.625964959388	0.481011316354	0.157148053838	0.36563071298	0.981038672436	0.468479065476	0.91341604458	0.571407505714	1.26156056389	0.141384827176	0.303326584189	0.355328145542	0.151015925316	0.0932012651576	0.725679390015	0.0204085797669	0.0545752228488	0.119833904635	0.0942026141225	0.102225672878	0.176580294433	0.0245122070791	0.226717823509	0.0646577393612	0.148688186484	0.809763974865	0.304868800243	0.129547662744	0.0450215202867	0.3249231399	0.808610988379	0.354384370741	0	0.696038827051	0	0.314712824548	0.617946955376	0	0	0	0	0.220764344476	0.478634052051
Bacteria	Proteobacteria	43.2453696812	49.6303083923	50.7342717282	53.6945609288	69.1829230575	67.1514082665	59.2963390613	52.9414050861	84.7098214286	48.273667995	57.2180051513	70.853861695	55.9187279152	82.2632491291	57.7531020311	73.1528677405	42.5813963275	46.2111026675	48.8093047223	51.5321876888	33.8099276495	26.9385230993	71.0237659963	48.5026965013	40.1898252837	53.0346440963	51.0617120106	43.2118164676	48.2717565204	65.8033920227	45.8426606972	46.1449752883	26.2698672378	60.1221349465	46.7907508316	11.7362717326	53.6605077613	73.407387055	80.3636128364	46.4683941113	80.9711736445	13.3962828243	68.7277739021	50.6187347115	51.1368290485	24.9067192477	16.826801972	34.9997298709	22.2811139491	36.9821083507	62.2959260942	10.9069230969	55.2864076259	64.687893506	45.0616312615	47.5325084493	42.6842760337	40.1968364421	66.4419963123	19.9849202027	57.690305113	62.5606921785
Bacteria	TM7	0.0170115040296	0.023171553758	0.161901678063	0.0626605245581	0.021191537131	0.000747289208397	0.0176594444067	0.417147076732	0	0.00837212417535	0.0231673912155	0.0248112572218	0.0122693364743	0.0269274137902	0.0184409494455	0.00313671366509	0.0224444849692	0.0155881607919	0.0110419963929	0.0134255219172	0.00530040018021	0.0210985813023	0.208931835989	0.0397474231926	0.00304207185374	0.0170854799706	0.0737300007373	0.0101014635898	0.0260445734271	0.0238657972331	0.0408627367374	0.0054914881933	0.00297450846248	0.0253010246915	0.0306128696504	0.114348085969	0.011147339966	0.0196255446089	0.00388198757764	0.234117693742	0	0	0.00340303891375	0	0.00585089577214	0.0485363264068	0.00359854618734	0.329557528499	0.0677989228926	0.0457804772881	0.00302892624565	0.635027604261	0.0130779737859	0.0517179348804	0.246525045896	0.0343701666953	0.0172866823399	0.00161077284881	0.0123956057578	0	0	0.0115056262512
Bacteria	Tenericutes	0	0	0	0.000688577192946	0.0206187928842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000769864426874	0	0	0	0	0	0	0	0	0	0	0	0	0.0663592588181	7.09386541321	0	0.0106173214015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Unknown	7.91672868778	11.19396697	12.1331022266	8.25672912062	1.84881842862	4.75574852224	5.44590097127	7.21198067132	1.15665584416	6.99407253608	2.416222625	6.68840605395	6.33588535532	1.52139887915	7.02731894939	1.10412321011	9.15033596588	7.93632236317	8.767345136	9.87782775055	14.9842313095	9.67406329574	6.11647949856	11.7580104608	14.5451595567	14.1086636526	12.8621986286	18.6383227081	6.46277486327	3.14951537034	11.3385211243	11.0891451583	16.6284938081	9.07846767794	4.36131349619	20.3045817199	7.98985592063	3.67390195078	2.90631469979	2.48402841157	2.00632414943	2.68075140764	5.01267631995	2.83946472253	9.418772014	18.310329137	27.4749001403	22.4333231285	20.5328398368	17.7074627501	5.19763743753	0.844975506078	12.8273126217	1.16927504947	8.41856805665	8.17580340265	0.356105656202	2.12944170613	0.742186894746	0.272274117204	14.8203686348	7.57990657431
Bacteria	Verrucomicrobia	0.0276436940481	0.851027974385	0.0533323174797	0.482004035062	0.0366556317942	0.0418481956702	0.384432520546	0.294075734218	0.00405844155844	0	0.0763161122392	0.0921560982526	0.0932469572046	0.00841481680944	0.0553228483364	0.0595975596368	0.249694895282	0.413086260985	0.132503956715	0.0453111364704	0.11793390401	0.0654783557657	0.17759206059	0.15898969277	0.0801078921484	0.144569445905	0.165892501659	0.490482176529	0.0111619600402	0.00538905098812	0	0.097016291415	0.062464677712	0.281761411337	0.0122451478602	0.0129941006783	0.164423264499	0.102052831966	0.0659937888199	0.00793619300821	0.00612805176978	0.0697593303104	0.0204182334825	0.0431675380114	0.58391939806	0.168360382224	0.0179927309367	0.0378180770408	0.104043630099	0.0793173385573	0.0757231561411	0	1.02807405039	0	0.0157356412274	0.291430371771	0	0.00161077284881	0	0	0.0812246173071	0.0851416342592
No Hit	No Hit	4.24437025539	6.78505224132	8.92744900097	3.44770600508	2.15122739092	4.65785363594	4.32656387964	5.45529919291	2.54464285714	7.51481865979	3.67816405239	4.52982667565	6.92481350609	3.75300829701	11.2041939988	0.762221420618	5.64057962882	9.70752713314	7.27851595568	6.35027186682	28.8434526807	39.273190251	2.14677461478	9.66585064002	15.2134013405	6.71327936074	11.103738111	9.36854628715	29.4824571195	1.73681414703	10.8659346907	16.7115138202	5.29958257731	5.42016951687	5.62664544174	32.2695496245	6.61037259984	5.15366801429	2.60351966874	3.78754811317	1.00990293166	2.01554636504	4.11257252727	5.53743584824	7.26798272816	29.9893826786	31.2173881752	14.920131823	34.5591151175	12.2223227737	11.6038164471	1.85065187528	7.49222587114	1.31993164238	3.94964594807	5.55507819213	7.37968469091	1.34821687446	2.69604425231	0.0795878188749	8.49317921483	6.37411694319
