Kingdom	Phylum	Class	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S5	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S6	S60	S61	S62	S7	S8	S9
Bacteria	Acidobacteria	Acidobacteria (class)	0.0744253301295	0.00737276710482	0.0533323174797	0	0	0	0.0271683760103	0.143799147569	0	0	0.00272557543711	0.00354446531741	0.00245386729486	0	0.105376853974	0	0.0210417046586	0	0.0423276528396	0.00335638047929	0	0.00291014914514	0.101854270044	0.051490980045	0.0344768143424	0.0367994953212	0	0.127951872138	0	0.16013180079	0.00177664072771	0.00183049606443	0.016855547954	0.0586523754212	0	0	0	0	0	0.0119042895123	0.0232865967252	0.0597937116947	0.00850759728437	0	0.177867231473	0	0.111554931808	0.00180086081147	0	1.2994202914	0.0212024837195	0	0.0108983114883	0	0	0.00429627083691	0	0	0	0	0.0145787774654	0
Bacteria	Acidobacteria	Acidobacteriia	5.29483062921	10.9064290529	7.76937582141	8.9225832662	1.6747041776	5.23027716957	5.71758473137	17.9282558848	0.905032467532	3.71554870902	8.37841889369	2.69733810655	6.09786022772	0.875140948182	4.50090887537	0.726149213469	10.8294639976	11.5956431091	7.21042364459	5.90555145331	9.07826040866	4.16078574027	3.48132671716	16.2350156731	9.0349534056	11.5103564294	7.69741207697	12.1116548442	5.08241247163	15.9954731972	16.2260597662	12.386966868	19.2093756507	10.1963129507	1.65105410314	6.07344265703	7.52724131204	2.32366448169	2.7316252588	6.4223641919	0.804000392195	3.24630026409	1.77808783243	3.29752026476	9.76982576032	6.33399059609	5.75407535356	7.20164238506	6.78159792254	26.4829414489	4.13448432531	0.018143645836	9.00418495161	0.00449721172873	2.10333071073	13.0434782609	0	0.00322154569763	0.010846155038	0.0167553302894	9.41164219515	4.70350001151
Bacteria	Acidobacteria	Holophagae	1.41408127246	1.74734580384	1.28188034514	0.81802970522	0.0183278158971	0.315356045943	0.573252733818	0.664585249576	0.0162337662338	0.0368373463715	0.0449719947124	0.184312196505	0.517765999215	0.358471196082	0.359598514186	0.175655965245	1.02683518734	0.898267765632	0.57970481063	0.23494663355	3.6294490234	1.17570025464	0.253329851136	1.51762888554	1.82524311224	0.947587004521	1.34925901349	3.59948819251	0.457640361648	0.224800412647	0.00888320363856	1.93117334798	2.79901246319	3.36043609766	0.0489805914406	1.03173159386	0.125407574618	0.0785021784355	0.0504658385093	0.0833300265862	0.0306402588489	0.433504409786	0.0867774923006	0.0815386829105	0.757105912915	0.539966631276	1.94681348735	0.754560680005	0.826379324313	1.57516781739	0.517946388005	0	2.55674387515	0	0.178337267244	1.75645872716	0	0	0	0.00418883257236	0.0624804748516	0.0897438847596
Bacteria	Acidobacteria	Solibacteres	0.153103536266	0.135869565217	0.428563265462	0.0227230473672	0.00572744246784	0.0209240978351	0.107315085241	0.220232928709	0.0466720779221	0.3533036402	0.155357799916	0.0708893063481	0.0539850804868	0.0201955603427	0.147527595564	0.0109784978278	0.0519028714913	0.0292278014848	0.138024954912	0.0839095119823	0.245143508335	0.213168424882	0.0705144946461	0.396570881399	0.384315077522	0.370623488592	0.313352503134	0.424261470773	0.230680507497	0.124718037154	1.04288810717	0.463115504302	0.126912361066	0.180557312571	0.0489805914406	0.109150445698	0.0640972048045	0.0314008713742	0.0155279503106	0.0178564342685	0.00490244141583	0.0124570232697	0.0068060778275	0	0.278502638754	0.230547550432	0.349058980172	0.185488663581	0.229407676203	0.150649710146	0.0333181887021	0	0.110436223081	0	0.115394702334	0.0687403333906	0	0	0	0	0.0520670623763	0
Bacteria	Actinobacteria	Actinobacteria (class)	5.55638250367	10.9875294911	10.9826479496	21.0649534866	1.0956597441	2.61775409701	13.6819941588	7.54492104002	5.82589285714	18.6179297411	20.8969868764	7.3512210683	16.6617589321	7.9351722513	11.677072631	17.0652906949	15.1935135438	17.4275637653	19.4118296588	17.8005638719	6.6970556277	11.6587850127	6.3959258292	12.0272089179	16.6299928004	11.2816738513	13.5147091351	10.0778935081	8.04777318897	6.70166983594	15.666417937	12.130697419	37.2765400518	7.99857394224	33.2659850201	29.3666675329	19.4186662208	10.986379872	6.36645962733	37.2207452085	4.28228257672	7.18271961732	1.97376256997	1.24466401266	10.4087435786	13.4339450933	14.3725934722	7.32410092024	5.05933471774	4.85539224819	1.24185976071	57.2509784609	4.0883199163	25.7173052707	25.559926567	11.432376697	26.2965011755	45.3803034696	21.5683540185	35.8333682403	11.6505258773	13.0611869204
Bacteria	Bacteroidetes	Bacteroidetes (class)	0	0.00210650488709	0	0	0	0	0	0.0440465857419	0	0	0	0	0.00245386729486	0	0	0.00156835683255	0.00841668186345	0	0	0	0	0	0	0	0	0	0	0.0101014635898	0	0	0	0	0.000991502820826	0.00115004657689	0	0	0	0	0	0	0.00122561035396	0	0	0	0	0	0	0	0	0.0425864905006	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	0.0276436940481	0.307549713515	0.0342850612369	0.141846901747	1.43243336121	0.266034958189	0.120899273246	0.0790247567722	0	0.0133953986806	0.0313441175268	0.102789494205	0.277287004319	0.0471229741329	0.0395163202403	0.0188202819906	0.151500273542	0.187057929503	0.0404873201075	0.110760555817	0.0583044019823	0	0.313397753983	0	0.00405609580498	0.109084218274	0.0479245004792	0.156011493221	0	0	0	0.0118982244188	0.0208215592373	0.0770531206514	0.079593461091	0	0.044589359864	0.0471013070613	0.0569358178054	0	0.00122561035396	0	0.328393255177	0.717060770301	0.250418339048	0.0682542090096	0	0.0216103297376	0.188898885795	0.0143729405439	0.0302892624565	0.0129597470257	0.173646429713	0.00899442345746	0.0419617099397	0.238443031449	0	0.00161077284881	0.0077472535986	0	0.0124960949703	0.271532779529
Bacteria	Bacteroidetes	Cytophagia	0.0404023220703	0.379170879676	0.0990457324622	3.93590723488	2.35798806401	0.907209098993	0.638456836243	0.00518195126375	0.379464285714	0.299722045477	0.213957671813	0.127600751427	0.507950530035	0.444302327538	0.105376853974	0.034503850316	0.653695624728	0.763819878802	0.103058633001	0.0855877022219	0.099382503379	0.0567479083303	0.770436145208	0.00722680421684	0.00507011975623	0.0972558090632	0.0479245004792	0.0594863966957	0.401830561447	1.37805732411	0.0142131258217	0.0192202086766	0	0.125355076881	0.922467805465	0.0259882013566	0.549006493326	0.612316991797	0.870859213251	0.0337288202849	0.0110304931856	0.00498280930789	0.535978628916	0.43407357667	0.259779772283	0.297284999242	0.00359854618734	1.31642925318	0.296353782455	0.000532331131257	3.25609571407	4.30781991136	1.05350344387	0.337290879655	0.104904274849	0.257060205075	2.58435900982	1.17264263394	0.206076945723	0.102626398023	0.0520670623763	2.22288699174
Bacteria	Bacteroidetes	Flavobacteriia	0.729368235269	1.296553758	0.356183691739	0.846949947324	8.85519879953	1.78826307569	0.15757658086	0.0440465857419	0.111607142857	0.587723117109	0.380217773477	0.251657037536	0.0907930899097	0.0673185344755	0.273979820332	0.00941014099528	0.304403327395	0.605989750784	0.150907284037	0.251728535947	0.0119259004055	0.0640232811932	3.34029772787	0.0614278358431	0.0851780119046	0.109084218274	0.0221190002212	0.0987698662117	0.189753320683	0.0623590185768	0.0302028923711	0.0228812008054	0.000991502820826	0.317412855221	0.608175677055	0.0181917409496	0.59359585319	0.494563724143	0.39466873706	0.0277766755287	0.00980488283165	0	9.89773868064	3.72439925176	0.367436254491	0.227514030032	0.0323869156861	0.381782492031	0.817424749592	0.123500822452	0.215053763441	3.22697700941	0.252840826528	2.3722791869	0.66089693155	0.211233316148	6.70204674319	1.49640797655	3.04312121353	0	0.358221389149	0.37048116529
Bacteria	Bacteroidetes	Sphingobacteriia	1.01005805176	5.44742163802	4.1427782328	3.86291805243	2.29555894111	1.2995359334	2.59050465258	6.71192237437	3.39691558442	8.3269147048	4.56533885717	2.37833622798	5.78131134668	1.45239738131	3.13232698438	0.156835683255	3.97127105924	3.09424991719	1.91578637418	4.10317513593	1.16741313969	0.953801382321	2.16244450248	2.52576807379	1.55652676516	3.3658395542	1.86905551869	3.95303941816	2.32912899505	5.58690614583	1.93120847102	0.53267435475	0.619689263016	3.65829816108	2.0224902549	0.220899711531	6.10316863139	4.16846567492	4.016563147	1.09717868339	5.1745269144	0.632816782102	1.79169998809	1.0072425536	4.3729595001	1.56681328682	2.11234661197	8.67654738965	4.54551269204	4.39918446871	6.33651370589	0.0311033928618	6.43073033218	3.83162439288	12.3682140047	3.26015352008	13.9572673213	8.98489095068	4.72582469515	3.43484270934	2.85952306571	1.8961272062
