Kingdom	Phylum	Class	Order	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S5	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S6	S60	S61	S62	S7	S8	S9
Bacteria	Chloroflexi	Chloroflexi (class)	Chloroflexales	0.0744253301295	0.243301314459	0.0190472562427	0.307105428054	0.0624291228995	0.455099127913	0.0679209400258	0.128253293778	0.00405844155844	0.0468838953819	0.0177162403412	0.17722326587	0.282194738909	0.338275635739	0.259490502911	0.114490048776	0.363320100439	0.424777381579	0.371747211896	0.265154057864	0.0304773010362	0.00145507457257	0.138417341342	0.00993685579816	0.174412119614	0.0801703290926	0.106908501069	0.039283469516	0	0	0	0.00183049606443	0.0317280902664	0.0943038193047	0	0	0.175570604465	0.129528594418	0.103519668737	0.075393833578	0.00245122070791	0.00996561861578	0.746967041568	0.494028490575	0.21414278526	0	0	0.00360172162294	0	0.0574917621757	0.733000151446	0	0.103897236188	0	0.0734329923944	0.204072864753	0	0	0	0	0.172862647089	0.174885519019
Bacteria	Chloroflexi	Chloroflexi (class)	Herpetosiphonales	0	0	0	0	0.00859116370176	0	0	0	0	0	0	0.0106333959522	0.120239497448	0.121173362056	0	0.00627342733019	0.0056111212423	0	0	0.00167819023965	0	0	0.00261164794986	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0418025248725	0.051026415983	0.00776397515528	0	0.00367683106187	0	0.105494206326	0.117511631253	0.00117017915443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249921899406	0.0115056262512
Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	0.0085057520148	0.00421300977418	0.159996952439	0.0241002017531	0.00744567520819	0	0	0	0	0	0	0	0	0.00336592672378	0.0052688426987	0	0.00420834093173	0	0.0386469873753	0.00503457071894	1.01370153447	5.65296471444	0.00261164794986	1.21771651054	0.566839388746	0.136683839764	0.0737300007373	0.996677740864	0.535774081929	0.0161671529644	0.0213196887325	0.288303130148	0.0347025987289	0.0333513507297	0.00204085797669	0.296265495465	0	0.0274757624524	0.00517598343685	0	0.0477988038043	0	0	0	0.00117017915443	0.0849385712119	2.42542013027	0.192692106827	0.135171437465	2.09898165055	0.0484628199303	0	0.124967305066	0	0.0786782061369	0.00572836111588	0	0	0	0	0	0
Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	0	0	0	0	0	0	0	0	0	0	0.00136278771856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0258055002581	0	0	0.01231783083	0	0	0	0	0	0	0	0	0	0	0	0	0.00170151945687	0	0	0	0	0	0	0	0	0.235867395868	0	0	0	0	0	0	0	0	0	0
Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	0.0021264380037	0	0	0	0	0.00298915683359	0	0	0	0	0	0.163045404601	0	0.138002995675	0.0316130561922	0	0.00140278031058	0.0409189220787	0.0368066546432	0.0151037121568	0	0.000727537286286	0.036563071298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00129399585921	0	0	0	0	0	0.00117017915443	0	0	0	0.00639612480119	0	0	0	0	0	0	0	0	0	0	0	0.19368947204	0.018409002002
Bacteria	Chloroflexi	Unknown	Unknown	0	0.0305443208628	0	0.00137715438589	0.000572744246784	0.00224186762519	0.0652041024248	0.00647743907969	0	0	0.00545115087423	0.00354446531741	0	0	0.00658605337338	0	0.00841668186345	0	0.0128823291251	0.0117473316775	0.00132510004505	0	0.00783494384957	0	0.00507011975623	0	0.00368650003687	0.00224476968663	0	0	0	0	0	0.0080503260382	0	0	0.128194409609	0.0314008713742	0.0129399585921	0.00793619300821	0.00122561035396	0.00249140465394	0.0221197529394	0.119909827809	0.0772318241923	0	0	0	0	0	0	0	0.00363277049609	0	0	0.00859254167383	0	0	0	0	0.00416536499011	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	Chroococcales	0	0	0	0	0.0108821406889	0.0463319309206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148688186484	0	0	0.010795638562	0	0.075474272654	0	0.272603362108	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	Cyanobacteria (class)	0.0021264380037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0175366808909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143209027897	0	0	0	0	0	0.00230112525025
Bacteria	Cyanobacteria	Cyanobacteria (class)	Nostocales	0	0	0	0	0.758313382742	0.00224186762519	0	0	0	0	0	0	0	0	0	0	0	0.00194852009898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194868602276	0.00638797357508	0.175677722247	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	Oscillatoriales	0	0	0	0	0.0567016804316	0.0283969899191	0	0	0	0	0	0.0248112572218	0	0	0	0	0.00981946217403	0	0.00920166366079	0	0	0	0	0.000903350527105	0	0	0	0	0	0	0	0.000915248032217	0	0	0	0	0	0	0	0	0.00122561035396	0	0	0.0263801621181	0	0	0	0.00180086081147	2.96012655799	0	2.23534756929	0	0	0	0	0	0	0	0	0	0.00624804748516	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	Pleurocapsales	0	0	0	0	0.802987433991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117017915443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	Prochlorales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00639612480119	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	Unknown	0	0	0	0	1.1838623581	0.0171876517931	0	0	0	0.00167442483507	0	0	0	0	0	0	0.0182361440375	0	0.0294453237145	0.00167819023965	0	0.000727537286286	0.284669626534	0.000903350527105	0	0.00131426769004	0.0221190002212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00170151945687	0	0.00117017915443	0	0	0	1.7222632048	0.00159699339377	1.99909132213	0	0	0	0	0.000716045139486	0	0.172352694823	0.00154945071972	0	0	0
Bacteria	Cyanobacteria	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.733000151446	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	0.0021264380037	0	0.00190472562427	0	0.000572744246784	0	0	0	0.0101461038961	0.00502327450521	0.00817672631134	0.0141778612696	0	0.0639526077517	0.0105376853974	0	0.0056111212423	0	0.0662519783577	0.00671276095858	0	0.00218261185886	0	0.00542010316263	0	0.0170854799706	0.0110595001106	0	0.0148826133869	0.0415726790512	0	0	0	0	0.140819200392	0.00779646040698	0.0863918847365	0.0706519605919	0.0776397515528	0	0.00122561035396	0	0.0306273502237	0	0.00468071661771	0.0166843622023	0.00719709237468	0.142268004106	0.0550066732902	0.000532331131257	0.311979403302	5.7904149711	0	0	0	0	0	0	0	0	0.0291575549308	0
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	0.042528760074	0.0105325244355	0.00380945124855	0.000688577192946	0	0.0283969899191	0.0312436324119	0.00129548781594	0	0.00502327450521	0.00272557543711	0.0141778612696	0.0441696113074	0	0.0408335309149	0	0.0056111212423	0	0.00920166366079	0.0184600926361	0	0	0.00522329589971	0.00903350527105	0.0476591257085	0.0525707076017	0.0147460001475	0.108871329802	0	0	0	0	0.00198300564165	0.0149506054995	0	0	0	0	0	0.00396809650411	0	0	0.00340303891375	0	0.0397860912506	0	0	0	0	0.00851729810011	0	0	0.0123514196867	0	0	0.00716045139486	0	0	0	0	0.00416536499011	0.0483236302552
Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	0	0	0	0.0110172350871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	30.7461670955	3.48521233569	0.653320889126	0.952302257845	1.0601496008	1.16502387589	0.65747469945	0.677540127735	0.253652597403	1.10177154148	1.13247659412	3.8280225428	0.94964664311	0.132954105589	1.05640296109	6.76589137561	10.4422966319	1.55297051889	4.34686591336	3.72893871249	0.102032703469	0.20953073845	4.11334552102	0.0966585064002	0.147033472931	0.031542424561	0.0626705006267	0.0235700817096	0.0744130669346	0.117789257312	0.211420246598	0.357861980597	1.93838801471	0.271410992145	0.836751770444	0.517165206996	0.749658612714	0.0942026141225	0.381728778468	1.85310106742	5.73953328758	70.4469579949	0.180361062429	0.85615617056	0.145102215149	1.99150614288	0.0395840080607	0.570872877235	0.570534332266	0.27521519486	0.0212024837195	14.98924341	0.0297887180679	0.861216046051	0.807762916339	8.65054133013	0.309431613885	0.214232788892	0.571747315577	40.3740627487	0.351973341664	1.4289987804
Bacteria	Firmicutes	Bacilli	Lactobacillales	0.0233908180407	0.00737276710482	0.350469514866	0.000688577192946	0.00114548849357	0.00149457841679	0.0108673504041	0.00259097563187	0.0710227272727	0.0385117712066	0.083130050832	0.0141778612696	0	0.00168296336189	0.00263442134935	0	0.00280556062115	0	0.00736133092863	0.0100691414379	0.00132510004505	0	0.0235048315487	0.000903350527105	0	0.00394280307013	0	0	0	0	0.00177664072771	0.000915248032217	0	0.00575023288443	0.00204085797669	0.0103952805426	0.0473761948555	0.0902775052008	0.0763457556936	0.035712868537	0.00980488283165	0	0.00340303891375	0	0.0280842997063	0	0	0	0	0	0	0.25660299111	0.00363277049609	0	0	0.00358022569743	0	0	0	0.00209441628618	0.00624804748516	0.0161078767517
