#OTU ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S5	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S6	S60	S61	S62	S7	S8	S9
0	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Nitrosomonadales 	 Nitrosomonadaceae 	 Nitrosovibrio 	 Nitrosovibrio sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhizobiales 	 Hyphomicrobiaceae 	 Hyphomicrobium 	 Hyphomicrobium sp	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Burkholderiales (family) 	 Methylibium 	 Methylibium fulvum	0	4	0	0	0	2	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	2	3	0	0	0	0	2	0	0	0	0	0	0
4	Bacteria 	 Actinobacteria 	 Actinobacteria (class) 	 Solirubrobacterales 	 Solirubrobacteraceae 	 Solirubrobacter 	 Solirubrobacter sp	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	36	0	9	0	19	6	28	137	23	8	0	5	20	0	0	1	0	0	1	0	0	0	52	5	19	39	5	0	0	12	0	0	0	0	0	0	0	0	0
5	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
6	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhodobacterales 	 Rhodobacteraceae 	 Pannonibacter 	 Pannonibacter sp	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Sphingomonadales 	 Sphingomonadaceae 	 Sphingomonas 	 Sphingomonas sp	1	42	11	0	85	20	27	0	0	0	1	0	0	0	0	0	7	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5
8	Bacteria 	 Firmicutes 	 Bacilli 	 Bacillales 	 Bacillaceae 	 Bacillus 	 Bacillus sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	Bacteria 	 TM7 	 TM7 (class) 	 TM7 (order) 	 TM7 (family) 	 TM7 (genus) 	 TM7 uncultured	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Burkholderiaceae 	 Burkholderia 	 Burkholderia bryophila	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	24	0	0	0	0	0	0
11	Bacteria 	 Bacteroidetes 	 Sphingobacteriia 	 Sphingobacteriales 	 Sphingobacteriaceae 	 Mucilaginibacter 	 Mucilaginibacter sp	0	0	0	0	0	0	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
12	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Nitrosomonadales 	 Nitrosomonadaceae 	 Nitrosovibrio 	 Nitrosovibrio sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0
13	Bacteria 	 Actinobacteria 	 Actinobacteria (class) 	 Actinomycetales 	 Thermomonosporaceae 	 Actinomadura 	 Actinomadura sp	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	40	0	0
14	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	Bacteria 	 Actinobacteria 	 Actinobacteria (class) 	 Actinomycetales 	 Micrococcaceae 	 Arthrobacter 	 Arthrobacter sp	0	0	0	0	0	0	0	0	0	3	8	0	1	33	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	38	13	0	0	0	1	0	0	0	0	0	0	0	0	26	2	9	0	0	151	118	30	22	6	1
17	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	Bacteria 	 Actinobacteria 	 Actinobacteria (class) 	 Solirubrobacterales 	 Conexibacteraceae 	 Conexibacter 	 Conexibacter sp	5	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	2	94	2	14	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
19	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	4	35	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhodobacterales 	 Rhodobacteraceae 	 Paracoccus 	 Paracoccus sp	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	2
21	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Oxalobacteraceae 	 Janthinobacterium 	 Janthinobacterium sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	49	1	0	0	1	0	0	0	0	0	0	0	0	0
22	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Burkholderiales (family) 	 Methylibium 	 Methylibium subsaxonicum	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	15	3	0	12	0	0	0	0	0	0	0	0	1
23	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Burkholderiales (family) 	 Aquabacterium 	 Aquabacterium sp	1	0	10	0	12	109	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	7	0	2	0	0	0	1	0	0	0	7	3	2	0	0	0	47	0	11	3	0	35	8	0	3	0	0	0	0	6	0	0	0	0	0	3
24	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	7	0	0	0	0	0	7	6	7	0	0	0	0	0	0	0	0	0	0	2	0	16	3	10	0	0	1	22	9	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	21	4	0	0	0	0	0	0	0	0	0	0	0	0	0
25	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
26	Bacteria 	 Acidobacteria 	 Acidobacteriia 	 Acidobacteriales 	 Acidobacteriaceae 	 Acidobacterium 	 Acidobacterium sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15	10	0	0	11	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
27	Bacteria 	 Bacteroidetes 	 Sphingobacteriia 	 Sphingobacteriales 	 Chitinophagaceae 	 Flavisolibacter 	 Flavisolibacter sp	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhizobiales 	 Hyphomicrobiaceae 	 Blastochloris 	 Blastochloris sp	7	0	15	0	0	0	2	0	0	6	7	41	11	0	0	0	2	0	1	13	0	0	1	0	0	0	7	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	1	0	14	1	0	0	0	0	0	0
29	Bacteria 	 Actinobacteria 	 Actinobacteria (class) 	 Solirubrobacterales 	 Conexibacteraceae 	 Conexibacter 	 Conexibacter sp	0	35	0	2	0	0	17	2	0	0	0	0	0	0	0	0	2	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
30	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
31	Bacteria 	 Bacteroidetes 	 Sphingobacteriia 	 Sphingobacteriales 	 Chitinophagaceae 	 Segetibacter 	 Segetibacter sp	0	0	0	0	0	0	0	0	0	0	0	0	21	0	3	0	4	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
32	Bacteria 	 Deferribacteres 	 Deferribacteres (class) 	 Deferribacterales 	 Deferribacteraceae 	 Deferribacter 	 Deferribacter sp	0	0	24	0	0	0	0	2	0	0	0	1	0	0	2	0	11	2	8	0	63	0	1	0	80	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
33	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Burkholderiales (family) 	 Aquabacterium 	 Aquabacterium sp	3	18	0	13	58	7	8	0	0	0	0	1	0	0	0	0	2	9	1	0	0	0	16	2	0	3	0	0	0	0	0	0	0	14	2	0	2	4	10	0	4	0	25	24	12	0	0	0	0	4	13	0	2	0	0	20	0	0	0	0	0	4
34	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
35	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhodospirillales 	 Acetobacteraceae 	 Rhodovastum 	 Rhodovastum atsumiense	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	14	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
37	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Burkholderiaceae 	 Burkholderia 	 Burkholderia sp	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
38	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhizobiales 	 Bradyrhizobiaceae 	 Bradyrhizobium 	 Bradyrhizobium sp	1	2	0	0	0	0	0	5	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	2	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	0	0	0	2	0	0	2	0	0	0	0	0	0
39	Bacteria 	 Actinobacteria 	 Actinobacteria (class) 	 Actinomycetales 	 Micromonosporaceae 	 Pseudosporangium 	 Pseudosporangium ferrugineum	5	2	0	1	0	0	3	0	1	49	5	22	8	0	16	0	2	0	7	10	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	43	4
40	Bacteria 	 Bacteroidetes 	 Sphingobacteriia 	 Sphingobacteriales 	 Chitinophagaceae 	 Terrimonas 	 Terrimonas lutea	1	0	22	0	0	0	1	2	11	0	0	10	0	0	46	0	0	0	6	41	0	0	0	0	4	20	7	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	9	0	5	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
41	Bacteria 	 Firmicutes 	 Bacilli 	 Bacillales 	 Bacillaceae 	 Bacillus 	 Bacillus sp	0	0	80	1	0	0	0	0	0	0	0	0	14	0	4	85	54	30	2	11	0	0	0	0	0	0	0	0	0	0	0	17	207	0	4	0	0	0	0	0	0	0	0	0	2	8	0	1	12	0	0	0	0	2	0	1	22	18	13	0	0	0
42	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhodospirillales 	 Rhodospirillaceae 	 Defluviicoccus 	 Defluviicoccus vanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	Bacteria 	 Bacteroidetes 	 Sphingobacteriia 	 Sphingobacteriales 	 Chitinophagaceae 	 Chitinophaga 	 Chitinophaga sp	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0
45	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2
46	Bacteria 	 Actinobacteria 	 Actinobacteria (class) 	 Actinomycetales 	 Frankiaceae 	 Frankia 	 Frankia sp	1	0	33	0	0	0	0	13	5	10	0	0	0	0	89	0	0	0	30	3	3	1	0	37	129	11	17	10	0	0	0	1	0	11	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	7	0
47	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
48	Bacteria 	 Chloroflexi 	 Chloroflexi (class) 	 Chloroflexales 	 Chloroflexaceae 	 Chloroflexus 	 Chloroflexus sp	0	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
49	Bacteria 	 Actinobacteria 	 Actinobacteria (class) 	 Actinomycetales 	 Micromonosporaceae 	 Actinoplanes 	 Actinoplanes sp	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
50	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	Bacteria 	 Planctomycetes 	 Planctomycetia 	 Planctomycetales 	 Planctomycetaceae 	 Pirellula 	 Pirellula sp	0	2	0	0	2	3	9	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	19	0	1	1	8	0	18	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	0	0	0	12	15	4	0	3	0	0	0	0	0	0	0	0	0
53	Bacteria 	 Bacteroidetes 	 Sphingobacteriia 	 Sphingobacteriales 	 Chitinophagaceae 	 Flavisolibacter 	 Flavisolibacter ginsengisoli	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	1	0	0	0	0	0	0
54	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhizobiales 	 Rhizobiaceae 	 Rhizobium 	 Rhizobium sp	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	Bacteria 	 Planctomycetes 	 Planctomycetia 	 Planctomycetales 	 Planctomycetaceae 	 Gemmata 	 Gemmata sp	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	0	0	0	0	0	0	0	0	0	0	0	0	0
56	Bacteria 	 Acidobacteria 	 Acidobacteriia 	 Acidobacteriales 	 Acidobacteriaceae 	 Terriglobus 	 Terriglobus roseus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	5	1	1	0	0	12	4	0	0	2	0	0	2	0	0	0	42	0	44	181	6	0	0	0	0	0	0	0	0	0	0	0	0
57	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhizobiales 	 Methylocystaceae 	 Pleomorphomonas 	 Pleomorphomonas sp	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Caulobacterales 	 Caulobacteraceae 	 Phenylobacterium 	 Phenylobacterium sp	1	6	1	0	1	0	28	4	2	0	2	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	1	26
59	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Oxalobacteraceae 	 Herbaspirillum 	 Herbaspirillum sp	0	0	0	0	0	0	0	0	2	0	0	180	75	0	5	1	0	13	13	174	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	28	0
60	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Burkholderiales (family) 	 Aquabacterium 	 Aquabacterium sp	0	12	0	1	14	6	20	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	12	0	5	0	0	0	0	0	0	0	0	0
61	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Oxalobacteraceae 	 Naxibacter 	 Naxibacter sp	0	14	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	511	446	0	0	0	0	0	0	0	1	2	0	0	0	0	0	48	0	0	0	229	0	0	4	0
62	Bacteria 	 Nitrospirae 	 Nitrospira (class) 	 Nitrospirales 	 Nitrospiraceae 	 Nitrospira 	 Nitrospira sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Nitrosomonadales 	 Nitrosomonadaceae 	 Nitrosospira 	 Nitrosospira sp	2	14	36	55	0	0	1	16	0	5	354	7	1	0	60	0	14	2	4	40	0	0	19	1	0	1	0	0	0	11	0	0	27	21	65	8	75	20	47	0	1	15	2	0	19	0	0	0	51	0	4	0	2	1	39	14	0	0	0	0	4	4
64	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	105	0	0	0	0	0	0	0	0	0	0	0	0	0
65	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
66	Bacteria 	 Bacteroidetes 	 Sphingobacteriia 	 Sphingobacteriales 	 Chitinophagaceae 	 Segetibacter 	 Segetibacter sp	0	0	1	0	0	0	0	0	0	2	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	19	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Caulobacterales 	 Caulobacteraceae 	 Asticcacaulis 	 Asticcacaulis benevestitus	0	0	0	0	267	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	Bacteria 	 Firmicutes 	 Clostridia 	 Clostridiales 	 Clostridiaceae 	 Clostridium 	 Clostridium sp	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
69	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhodospirillales 	 Acetobacteraceae 	 Acidisphaera 	 Acidisphaera sp	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Oxalobacteraceae 	 Massilia 	 Massilia sp	0	62	1	2	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	46	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	56	0	0	0	0	0	0
