#OTU ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S5	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S6	S60	S61	S62	S7	S8	S9
5343	Bacteria 	 Bacteroidetes 	 Sphingobacteriia 	 Sphingobacteriales 	 Chitinophagaceae 	 Chitinophaga 	 Chitinophaga sp	0	129	8	3	0	0	1	56	0	0	0	0	7	0	3	6	31	22	7	14	20	11	0	0	0	0	6	0	0	0	0	53	0	11	0	0	3	2	22	30	1	0	0	0	14	0	0	0	44	0	0	0	112	0	0	150	0	0	0	0	1	7
5344	Bacteria 	 Bacteroidetes 	 Cytophagia 	 Cytophagales 	 Cytophagaceae 	 Flexibacter 	 Flexibacter sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0
5345	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhodospirillales 	 Acetobacteraceae 	 Gluconacetobacter 	 Gluconacetobacter liquefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	2	5	0	0	0	0	0	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	0	0	0
5346	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhizobiales 	 Hyphomicrobiaceae 	 Rhodoplanes 	 Rhodoplanes sp	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223
5347	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0
5348	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Burkholderiaceae 	 Lautropia 	 Lautropia sp	2	36	2	0	0	0	162	13	0	1	27	0	0	0	0	0	2	0	0	0	0	0	0	103	0	18	0	60	0	50	1	0	3	7	0	4	0	0	5	0	1	1	2	0	28	0	1	0	88	75	18	0	11	0	0	9	0	0	0	0	0	0
5349	Bacteria 	 Bacteroidetes 	 Cytophagia 	 Cytophagales 	 Cytophagaceae 	 Flexibacter 	 Flexibacter sp	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5350	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	6	0	2	0	27	29	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
5351	Bacteria 	 Proteobacteria 	 Gammaproteobacteria 	 Pseudomonadales 	 Pseudomonadaceae 	 Pseudomonas 	 Pseudomonas sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5352	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhodospirillales 	 Acetobacteraceae 	 Acidisphaera 	 Acidisphaera sp	22	0	0	1	1	0	10	0	3	106	51	3	12	0	0	0	10	0	2	9	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1
5353	Bacteria 	 Planctomycetes 	 Planctomycetia 	 Planctomycetales 	 Planctomycetaceae 	 Pirellula 	 Pirellula sp	0	2	9	1	0	0	8	11	1	0	3	1	0	0	1	0	0	0	1	0	2	2	0	17	3	12	0	27	0	33	12	3	4	3	0	0	0	0	0	0	0	7	0	0	3	0	3	0	0	93	0	0	2	0	0	0	0	0	0	0	0	0
5354	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5355	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0
5356	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	2	0	1	44	0	3	29	0	17	0	2	0	0	8	0	3	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0
5357	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhizobiales 	 Methylobacteriaceae 	 Microvirga 	 Microvirga sp	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5358	Bacteria 	 Acidobacteria 	 Acidobacteriia 	 Acidobacteriales 	 Acidobacteriaceae 	 Acidobacterium 	 Acidobacterium sp	0	5	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1	3	0	2	0	1	0	63	0	0	1	0	0	0	1	3	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	20	0	0	0	0	0	0
5359	Bacteria 	 Actinobacteria 	 Actinobacteria (class) 	 Actinomycetales 	 Cryptosporangiaceae 	 Cryptosporangium 	 Cryptosporangium sp	0	6	0	0	0	0	6	1	4	7	0	3	0	0	0	0	0	1	1	1	0	0	0	17	9	3	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
5360	Bacteria 	 Bacteroidetes 	 Sphingobacteriia 	 Sphingobacteriales 	 Chitinophagaceae 	 Niastella 	 Niastella sp	1	37	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5361	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Rhodocyclales 	 Rhodocyclaceae 	 Thauera 	 Thauera sp	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
5362	Bacteria 	 Bacteroidetes 	 Cytophagia 	 Cytophagales 	 Cytophagaceae 	 Emticicia 	 Emticicia sp	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5363	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Comamonadaceae 	 Ramlibacter 	 Ramlibacter sp	32	5	36	2	0	0	40	93	87	72	61	69	105	1801	131	384	225	17	81	159	5	10	44	15	135	43	5	24	13	168	0	0	0	119	3	0	47	21	58	5	30	0	8	5	126	1	0	18	17	0	21	0	113	2	1	161	0	0	0	0	195	1
5364	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Nitrosomonadales 	 Nitrosomonadaceae 	 Nitrosovibrio 	 Nitrosovibrio sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	103	0	0	32	0	0	0	6	0	0	10	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	755	0	0	0	0	0	0	0	0	0	0	0	0	0
5365	Bacteria 	 Firmicutes 	 Bacilli 	 Bacillales 	 Bacillaceae 	 Bacillus 	 Bacillus sp	423	0	0	0	0	0	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	11320	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
5366	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Nitrosomonadales 	 Nitrosomonadaceae 	 Nitrosovibrio 	 Nitrosovibrio sp	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	4	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	20	0	0	0	0	0	0	0	0	0	0	0	0
5367	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhizobiales 	 Bradyrhizobiaceae 	 Nitrobacter 	 Nitrobacter alkalicus	79	4	33	11	3	0	0	5	2	26	3	5	12	0	437	0	102	18	166	82	8	4	42	5	662	55	156	33	1	0	0	4	0	33	0	0	0	0	0	3	0	0	0	0	42	0	1	0	16	0	3	0	56	0	2	94	0	0	0	0	1	3
5368	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhizobiales 	 Hyphomicrobiaceae 	 Rhodoplanes 	 Rhodoplanes sp	0	4	0	0	0	0	2	3	0	0	0	2	0	0	6	0	4	0	4	22	0	1	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	1	2	11	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
5369	Bacteria 	 Deinococcus-Thermus 	 Deinococci 	 Deinococcales 	 Deinococcaceae 	 Deinococcus 	 Deinococcus sp	1	0	0	0	1	0	0	0	0	18	38	10	10	0	31	0	9	0	5	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117
5370	Bacteria 	 Acidobacteria 	 Acidobacteriia 	 Acidobacteriales 	 Acidobacteriaceae 	 Acidobacterium 	 Acidobacterium sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
5371	Bacteria 	 Proteobacteria 	 Deltaproteobacteria 	 Myxococcales 	 Polyangiaceae 	 Chondromyces 	 Chondromyces sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5372	Bacteria 	 Bacteroidetes 	 Sphingobacteriia 	 Sphingobacteriales 	 Chitinophagaceae 	 Segetibacter 	 Segetibacter sp	0	1	2	0	0	0	2	0	0	40	129	5	10	13	15	0	15	59	15	70	1	0	0	1	0	15	2	0	0	0	0	0	0	0	0	0	0	1	6	2	0	0	0	0	20	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	6	0
5373	Bacteria 	 Bacteroidetes 	 Bacteroidia 	 Bacteroidales 	 Bacteroidaceae 	 Bacteroides 	 Bacteroides sp	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0
5374	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
5375	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	2	0	116	0	11	300	96	0	0	0	0	0	1	0	0	0	0	0	0	0	1	97	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0
5376	Bacteria 	 Gemmatimonadetes 	 Gemmatimonadetes (class) 	 Gemmatimonadales 	 Gemmatimonadaceae 	 Gemmatimonas 	 Gemmatimonas sp	0	0	0	0	0	0	0	1	6	6	0	0	0	0	0	0	0	0	3	0	0	2	0	186	46	19	2	67	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	1	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0
5377	Bacteria 	 Actinobacteria 	 Actinobacteria (class) 	 Actinomycetales 	 Mycobacteriaceae 	 Mycobacterium 	 Mycobacterium fortuitum	0	0	2	0	3	2	1	1	0	0	2	0	0	0	2	0	4	9	0	0	1	3	1	2	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	11	0	0	1	0	0	0	0	0	0
5378	Bacteria 	 Acidobacteria 	 Acidobacteriia 	 Acidobacteriales 	 Acidobacteriaceae 	 Acidobacterium 	 Acidobacterium sp	1	7	0	1	5	0	0	2	0	34	0	9	90	38	69	0	52	68	25	116	3	11	29	0	1	0	0	0	0	0	0	0	0	3	0	1	43	13	27	4	0	0	0	0	20	0	0	0	0	0	0	0	11	0	0	52	0	0	0	0	4	48
5379	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhizobiales 	 Rhodobiaceae 	 Tepidamorphus 	 Tepidamorphus gemmatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
5380	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhodobacterales 	 Rhodobacteraceae 	 Rhodobacter 	 Rhodobacter sp	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5381	Bacteria 	 Verrucomicrobia 	 Verrucomicrobiae 	 Verrucomicrobiales 	 Verrucomicrobiales (family) 	 Verrucomicrobiae 	 Verrucomicrobiae sp	0	29	0	12	2	2	2	7	0	0	0	0	0	0	0	0	2	15	1	3	19	1	1	0	0	0	3	6	0	0	0	4	1	10	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	3	0	123	0	0	46	0	0	0	0	0	1
5382	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	1	11	0	0	0	1	0	0	0	0	0	0	0	0	0
5383	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Betaproteobacteria (order) 	 Betaproteobacteria (family) 	 Aquamonas 	 Aquamonas sp	0	0	0	0	0	0	2	3	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
5384	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhodospirillales 	 Acetobacteraceae 	 Acidisphaera 	 Acidisphaera sp	4	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5385	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhizobiales 	 Hyphomicrobiaceae 	 Rhodoplanes 	 Rhodoplanes sp	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5386	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	2	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5387	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	22	0	0	0	0	0	0	0	0	0	0	0	0	0
5388	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhodospirillales 	 Acetobacteraceae 	 Kozakia 	 Kozakia baliensis	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
5389	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	1	0	0	0	0	29	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	16	0	2	0	18	0	0	15	1	25	4	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0
5390	Bacteria 	 Proteobacteria 	 Gammaproteobacteria 	 Xanthomonadales 	 Sinobacteraceae 	 Steroidobacter 	 Steroidobacter sp	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	1
5391	Bacteria 	 Acidobacteria 	 Solibacteres 	 Solibacterales 	 Solibacteraceae 	 Solibacter 	 Solibacter sp	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	1	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5392	Bacteria 	 Actinobacteria 	 Actinobacteria (class) 	 Actinomycetales 	 Pseudonocardiaceae 	 Pseudonocardia 	 Pseudonocardia sp	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	5	1	8	2	1	0	0	25	9	1	1	0	8	0	0	0	0	0	0	0	0	0	1	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0
5393	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5394	Bacteria 	 Actinobacteria 	 Actinobacteria (class) 	 Actinomycetales 	 Mycobacteriaceae 	 Mycobacterium 	 Mycobacterium sp	1	5	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	2	3	3	0	5	8	2	4	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	7	0	0	2	0	0	0	0	1	0
5395	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Oxalobacteraceae 	 Janthinobacterium 	 Janthinobacterium sp	0	1	4	0	3	5	1	1	3	0	1	1	3	0	1	11	4	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	4	0	7	5	16	0	0	0	0	0	7	0	0	0	5	0	1	0	11	7	1	3	1	21	18	0	0	0
5396	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
5397	Bacteria 	 Bacteroidetes 	 Sphingobacteriia 	 Sphingobacteriales 	 Chitinophagaceae 	 Flavisolibacter 	 Flavisolibacter ginsengiterrae	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	52	0	77	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5398	Bacteria 	 Planctomycetes 	 Planctomycetia 	 Planctomycetales 	 Planctomycetaceae 	 Pirellula 	 Pirellula sp	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4
5399	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Comamonadaceae 	 Rhodoferax 	 Rhodoferax sp	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	33	0	0	0	0	0	0	0	0	0	0	0
5400	Bacteria 	 Proteobacteria 	 Alphaproteobacteria 	 Rhizobiales 	 Rhizobiaceae 	 Rhizobium 	 Rhizobium sp	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5401	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	8	6	3	2	0	0	6	3	0	0	1	0	0	0	0	0	0	5	1	8	50	0	0	0	0	0	0	0	0	0	0	0	0	0
5402	Bacteria 	 Actinobacteria 	 Actinobacteria (class) 	 Actinomycetales 	 Nocardioidaceae 	 Friedmanniella 	 Friedmanniella lacustris	0	1	0	1	0	0	2	0	45	25	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
5403	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Burkholderiaceae 	 Burkholderia 	 Burkholderia sp	0	76	9	0	0	0	75	147	0	0	17	1	0	249	0	72	21	0	0	0	1	0	0	1	0	0	0	3	0	19	0	33	151	25	0	302	0	0	0	0	0	0	3	0	45	0	0	1	0	3	4	0	102	0	0	113	0	0	0	0	0	0
5404	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	4	1	0	0	0	0	2	0	0	0	0	0	0	5	0	1	0	2	3	2	1	0	2	3	3	0	12	0	1	0	3	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0	0	0	0
5405	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	1	3	0	0	0	0	1	1	0	0	0	0	0	14	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2	0
5406	Bacteria 	 Actinobacteria 	 Actinobacteria (class) 	 Actinomycetales 	 Microbacteriaceae 	 Okibacterium 	 Okibacterium sp	0	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	4	0	1	0	4	0	1	0	0	0	0	122	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0
5407	Bacteria 	 Actinobacteria 	 Actinobacteria (class) 	 Solirubrobacterales 	 Solirubrobacteraceae 	 Solirubrobacter 	 Solirubrobacter sp	0	57	0	15	0	0	1	21	0	0	0	0	7	62	1	24	80	3	7	6	0	0	1	0	6	0	0	0	0	0	0	1	0	85	0	0	0	0	0	63	0	0	1	0	3	0	0	0	0	0	0	0	1	0	17	184	0	0	0	0	0	0
5408	Bacteria 	 Proteobacteria 	 Betaproteobacteria 	 Burkholderiales 	 Burkholderiales (family) 	 Aquabacterium 	 Aquabacterium sp	78	8	1	0	1	1	11	23	0	18	27	16	6	3	66	2	34	18	23	17	0	1	15	0	9	2	0	1	0	2	0	2	0	75	0	0	0	0	0	2	2	0	6	0	85	15	5	3	19	0	1	1	35	0	0	103	0	0	0	0	144	0
5409	Bacteria 	 Actinobacteria 	 Actinobacteria (class) 	 Acidimicrobiales 	 Acidimicrobiaceae 	 Acidimicrobium 	 Acidimicrobium sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	94	0	0	0	0	0	0	0	0	0	0	0	0	0
5410	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	1	15	1	0	0	10	5	0	1	9	8	32	31	19	0	3	0	4	37	0	0	2	1	0	10	1	0	0	2	0	0	0	0	0	0	1	0	7	0	0	0	0	0	23	0	2	0	0	0	0	0	1	0	0	8	0	0	0	0	36	0
5411	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
5412	Bacteria 	 Proteobacteria 	 Deltaproteobacteria 	 Myxococcales 	 Myxococcaceae 	 Anaeromyxobacter 	 Anaeromyxobacter sp	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	15	25	0	1	4	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	101	0	0	0	5	0	1	0	0	0	0	0	0	0
5413	No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit 	 No Hit	0	10	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	24	0	1	0	0	0	0	1	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	203	0	0	0	1	0	0	0	0	0	0	0	0	0
