OTUId,S17
OTU_1004,0.017073587
OTU_3934,0
OTU_782,0
OTU_1089,0
OTU_4145,0
OTU_1127,0
OTU_1693,0
OTU_636,0
OTU_1768,0
OTU_8602,0
OTU_4707,0
OTU_3800,0
OTU_5815,0
OTU_429,0
OTU_4750,0
OTU_1473,0
OTU_8284,0
OTU_311,0
OTU_3861,0
OTU_4696,0
OTU_7879,0.001897065
OTU_2406,0
OTU_1280,0
OTU_4320,0
OTU_1989,0.001897065
OTU_830,0
OTU_1115,0.007588261
OTU_781,0
OTU_614,0
OTU_3396,0
OTU_8459,0.00379413
OTU_1121,0
OTU_2045,0
OTU_3586,0
OTU_2564,0
OTU_415,0
OTU_2413,0
OTU_1610,0
OTU_1670,0
OTU_349,0
OTU_1366,0
OTU_2572,0
OTU_1645,0
OTU_1169,0
OTU_4967,0
OTU_946,0
OTU_5817,0
OTU_948,0
OTU_3470,0
OTU_468,0
OTU_5638,0
OTU_1830,0.00379413
OTU_6189,0.001897065
OTU_406,0
OTU_2038,0
OTU_1728,0
OTU_2072,0
OTU_934,0
OTU_3292,0
OTU_1433,0
OTU_4691,0.001897065
OTU_7441,0.001897065
OTU_7533,0.00379413
OTU_2760,0
OTU_3919,0
OTU_5338,0
OTU_1542,0
OTU_2566,0
OTU_3556,0
OTU_1377,0
OTU_2670,0
OTU_1832,0.007588261
OTU_688,0
OTU_1444,0.047426631
OTU_1311,0
OTU_543,0.032250109
OTU_2864,0
OTU_3845,0
OTU_3250,0.026558913
OTU_3570,0
OTU_947,0.032250109
OTU_2323,0
OTU_2729,0
OTU_1348,0
OTU_1204,0
OTU_1037,0
OTU_1457,0
OTU_7470,0
OTU_3962,0
OTU_390,0
OTU_1383,0
OTU_881,0.005691196
OTU_1196,0
OTU_818,0
OTU_325,0
OTU_1942,0
OTU_1478,0
OTU_4458,0
OTU_2358,0
OTU_4371,0
OTU_1137,0
OTU_7791,0
OTU_1538,0.005691196
OTU_1038,0
OTU_2503,0
OTU_698,0
OTU_1008,0
OTU_598,0
OTU_2499,0.001897065
OTU_664,0
OTU_360,0.00379413
OTU_4744,0
OTU_841,0
OTU_2635,0
OTU_1531,0
OTU_2623,0
OTU_1675,0
OTU_2168,0
OTU_2488,0
OTU_5502,0
OTU_957,0
OTU_745,0
OTU_204,0
OTU_1372,0
OTU_900,0
OTU_384,0
OTU_4363,0
OTU_1212,0
OTU_4154,0.00379413
OTU_1148,0
OTU_1047,0
OTU_3279,0.001897065
OTU_978,0
OTU_572,0
OTU_1207,0.00379413
OTU_3488,0.011382391
OTU_2075,0
OTU_4178,0
OTU_3097,0
OTU_718,0
OTU_748,0.001897065
OTU_1429,0
OTU_1122,0
OTU_1088,0
OTU_1221,0.00379413
OTU_5466,0
OTU_1911,0
OTU_1640,0.001897065
OTU_878,0
OTU_383,0
OTU_5967,0.011382391
OTU_455,0
OTU_813,0
OTU_797,0
OTU_1981,0
OTU_1145,0
OTU_2998,0.00379413
OTU_2041,0
OTU_3709,0
OTU_965,0
OTU_4088,0
OTU_7419,0
OTU_1527,0
OTU_1058,0.026558913
OTU_864,0
OTU_1241,0
OTU_3949,0
OTU_4248,0
OTU_1712,0
OTU_559,0
OTU_2239,0.00379413
OTU_888,0.001897065
OTU_1393,0
OTU_1219,0
OTU_615,0
OTU_1043,0
OTU_262,0
OTU_3235,0
OTU_1547,0
OTU_879,0
OTU_3196,0
OTU_694,0
OTU_2132,0
OTU_1319,0
OTU_542,0
OTU_675,0
OTU_4473,0.005691196
OTU_2541,0
OTU_1036,0
OTU_735,0
OTU_1185,0
OTU_682,0
OTU_4054,0
OTU_1813,0
OTU_2819,0
OTU_960,0
OTU_2737,0.011382391
OTU_1248,0
OTU_1498,0
OTU_6500,0
OTU_787,0
OTU_1844,0.007588261
OTU_1300,0
OTU_2931,0.00379413
OTU_2722,0
OTU_2835,0
OTU_1082,0
OTU_996,0
OTU_906,0
OTU_1974,0
OTU_762,0
OTU_4501,0.174530002
OTU_5800,0.013279457
OTU_5433,0
OTU_666,0
OTU_764,0.017073587
OTU_2105,0
OTU_7170,0
OTU_637,0
OTU_3392,0
OTU_457,0
OTU_5802,0
OTU_2384,0
OTU_1420,0
OTU_560,0.005691196
OTU_1244,0
OTU_4627,0.00379413
OTU_1049,0
OTU_958,0
OTU_1179,0
OTU_4218,0
OTU_585,0
OTU_7377,0.011382391
OTU_1365,0
OTU_535,0.005691196
OTU_1023,0
OTU_1006,0
OTU_1642,0
OTU_5388,0.007588261
OTU_2720,0.009485326
OTU_691,0
OTU_3391,0.00379413
OTU_2776,0
OTU_709,0
OTU_1437,0
OTU_333,0
OTU_482,0
OTU_3330,0
OTU_1072,0.009485326
OTU_7528,0
OTU_5108,0
OTU_1863,0
OTU_7217,0.001897065
OTU_5492,0
OTU_886,0
OTU_752,0
OTU_7911,0.037941305
OTU_1436,0.00379413
OTU_5065,0
OTU_5110,0
OTU_2815,0
OTU_3969,0
OTU_3308,0
OTU_2849,0
OTU_3302,0.00379413
OTU_901,0
OTU_1105,0
OTU_1325,0
OTU_869,0
OTU_8268,0
OTU_3216,0
OTU_555,0
OTU_884,0
OTU_983,0
OTU_5970,0
OTU_1759,0
OTU_3284,0
OTU_2920,0
OTU_823,0
OTU_1766,0
OTU_2474,0
OTU_1791,0
OTU_6979,0
OTU_1511,0
OTU_3032,0
OTU_927,0.005691196
OTU_4444,0.001897065
OTU_3146,0
OTU_3256,0.011382391
OTU_4276,0
OTU_3337,0
OTU_859,0
OTU_7701,0
OTU_660,0
OTU_1680,0
OTU_1330,0
OTU_826,0
OTU_4836,0
OTU_7168,0.001897065
OTU_1933,0
OTU_2317,0.081573805
OTU_1749,0
OTU_616,0
OTU_8265,0
OTU_1784,0
OTU_2088,0
OTU_402,0
OTU_1597,0
OTU_2299,0.00379413
OTU_3242,0
OTU_676,0
OTU_337,0
OTU_6040,0.001897065
OTU_4463,0
OTU_6548,0.00379413
OTU_831,0
OTU_4042,0
OTU_4390,0
OTU_1544,0
OTU_1203,0
OTU_1590,0
OTU_3520,0
OTU_2648,0
OTU_6821,0
OTU_2383,0
OTU_1690,0
OTU_697,0
OTU_1337,0
OTU_1669,0
OTU_1706,0
OTU_3680,0
OTU_1581,0
OTU_2165,0
OTU_3510,0
OTU_3323,0.011382391
OTU_6321,0
OTU_1967,0
OTU_1949,0
OTU_1426,0
OTU_1944,0
OTU_1205,0
OTU_1153,0
OTU_642,0
OTU_3156,0
OTU_3702,0
OTU_3594,0
OTU_1803,0
OTU_1029,0
OTU_1251,0
OTU_2408,0.005691196
OTU_5138,0
OTU_8578,0.001897065
OTU_2618,0
OTU_2054,0
OTU_4854,0
OTU_3445,0
OTU_7063,0
OTU_3618,0
OTU_2005,0.009485326
OTU_1107,0
OTU_3487,0
OTU_3475,0
OTU_5297,0
OTU_5658,0.00379413
OTU_345,0
OTU_1480,0
OTU_1415,0
OTU_2449,0
OTU_2432,0
OTU_3447,0
OTU_5771,0
OTU_2549,0
OTU_3492,0
OTU_2119,0
OTU_3860,0
OTU_1261,0
OTU_3129,0
OTU_1539,0
OTU_1825,0
OTU_1628,0
OTU_4124,0
OTU_3998,0
OTU_1435,0
OTU_1772,0
OTU_4448,0
OTU_2241,0
OTU_1312,0
OTU_6418,0
OTU_2011,0
OTU_5709,0
OTU_2044,0
OTU_1976,0
OTU_5019,0
OTU_2928,0
OTU_7244,0
OTU_5441,0
OTU_839,0
OTU_4030,0
OTU_5987,0
OTU_233,0
OTU_3043,0
OTU_7329,0
OTU_466,0
OTU_807,0.009485326
OTU_1134,0
OTU_1076,0
OTU_2040,0
OTU_1639,0.00379413
OTU_3430,0
OTU_1327,0
OTU_1555,0
OTU_3269,0
OTU_2533,0
OTU_4056,0
OTU_2340,0
OTU_3436,0
OTU_2249,0
OTU_2127,0
OTU_1906,0
OTU_2181,0.009485326
OTU_1704,0.017073587
OTU_2830,0.013279457
OTU_1710,0
OTU_591,0
OTU_2462,0
OTU_1760,0
OTU_4090,0
OTU_2987,0
OTU_2065,0
OTU_458,0
OTU_928,0
OTU_4346,0.00379413
OTU_1359,0
OTU_4019,0
OTU_1152,0
OTU_463,0
OTU_4901,0
OTU_1501,0
OTU_4510,0
OTU_1743,0
OTU_2599,0
OTU_2807,0
OTU_7952,0
OTU_2593,0
OTU_5649,0
OTU_8388,0.001897065
OTU_621,0
OTU_5666,0
OTU_3022,0
OTU_2264,0
OTU_1246,0
OTU_1432,0
OTU_713,0
OTU_299,0
OTU_2248,0
OTU_3160,0
OTU_2397,0
OTU_1516,0
OTU_1053,0
OTU_1353,0
OTU_1661,0
OTU_7205,0
OTU_2718,0
OTU_2058,0
OTU_5190,0.001897065
OTU_1898,0
OTU_2076,0
OTU_1120,0
OTU_5229,0
OTU_1048,0
OTU_905,0
OTU_3366,0.024661848
OTU_2190,0
OTU_4006,0.005691196
OTU_2779,0
OTU_2166,0
OTU_1289,0
OTU_1980,0.001897065
OTU_4937,0
OTU_798,0.018970652
OTU_1309,0
OTU_4359,0
OTU_3424,0
OTU_711,0
OTU_963,0
OTU_627,0
OTU_5688,0.015176522
OTU_518,0
OTU_599,0
OTU_622,0
OTU_865,0
OTU_595,0
OTU_1485,0
OTU_1414,0
OTU_1182,0
OTU_1250,0
OTU_3335,0
OTU_2242,0.022764783
OTU_1084,0
OTU_4015,0
OTU_3241,0
OTU_2026,0
OTU_1279,0
OTU_1773,0.001897065
OTU_6364,0
OTU_1572,0
OTU_1605,0
OTU_3761,0.005691196
OTU_7432,0
OTU_1550,0
OTU_221,0
OTU_2336,0
OTU_1649,0
OTU_4167,0
OTU_1202,0
OTU_1167,0.009485326
OTU_7697,0.001897065
OTU_2158,0
OTU_2246,0
OTU_1096,0
OTU_816,0
OTU_538,0
OTU_2157,0
OTU_794,0
OTU_1425,0
OTU_3306,0
OTU_5289,0.00379413
OTU_2247,0
OTU_1683,0
OTU_5438,0
OTU_1455,0
OTU_3829,0
OTU_2468,0
OTU_7819,0.024661848
OTU_3420,0
OTU_916,0
OTU_1506,0.001897065
OTU_4772,0
OTU_6556,0
OTU_1599,0
OTU_1030,0
OTU_799,0
OTU_792,0
OTU_8254,0.005691196
OTU_3491,0
OTU_4300,0
OTU_914,0
OTU_2787,0
OTU_2163,0
OTU_3730,0
OTU_5962,0.001897065
OTU_5446,0
OTU_8357,0
OTU_2699,0.00379413
OTU_2300,0.034147174
OTU_4845,0
OTU_1189,0.001897065
OTU_2547,0
OTU_2229,0
OTU_2526,0
OTU_6676,0
OTU_1232,0
OTU_854,0
OTU_5592,0
OTU_433,0
OTU_3015,0
OTU_5715,0.026558913
OTU_3850,0
OTU_1217,0
OTU_2377,0
OTU_3691,0
OTU_3448,0
OTU_8619,0
OTU_5351,0
OTU_1829,0.00379413
OTU_1679,0.009485326
OTU_2262,0
OTU_1339,0
OTU_3187,0
OTU_1316,0
OTU_1849,0
OTU_3030,0.007588261
OTU_2823,0
OTU_943,0
OTU_744,0.00379413
OTU_1388,0.00379413
OTU_3243,0.015176522
OTU_4493,0
OTU_1395,0
OTU_2430,0
OTU_7232,0
OTU_1751,0.001897065
OTU_8319,0
OTU_7229,0
OTU_1290,0
OTU_1028,0
OTU_5084,0
OTU_4511,0.007588261
OTU_3109,0.007588261
OTU_3744,0
OTU_3102,0
OTU_1041,0
OTU_3406,0
OTU_2096,0
OTU_4805,0
OTU_4932,0
OTU_3275,0
OTU_3321,0
OTU_7355,0
OTU_2010,0
OTU_4843,0
OTU_2243,0.020867718
OTU_5194,0
OTU_1102,0
OTU_630,0
OTU_4162,0
OTU_4050,0
OTU_1548,0
OTU_1040,0
OTU_553,0
OTU_1696,0
OTU_6191,0.00379413
OTU_7081,0
OTU_3040,0.00379413
OTU_2463,0
OTU_2252,0
OTU_856,0
OTU_1187,0
OTU_4122,0.009485326
OTU_2917,0
OTU_4532,0
OTU_1237,0
OTU_1561,0
OTU_857,0
OTU_2743,0
OTU_2985,0
OTU_3907,0
OTU_8586,0
OTU_4697,0
OTU_1992,0
OTU_1461,0
OTU_1947,0
OTU_2558,0
OTU_923,0.011382391
OTU_858,0
OTU_1529,0
OTU_3376,0
OTU_2826,0
OTU_1827,0.00379413
OTU_2870,0
OTU_2013,0
OTU_2606,0
OTU_6145,0
OTU_2112,0
OTU_1056,0
OTU_2286,0.005691196
OTU_2355,0.009485326
OTU_1567,0.005691196
OTU_3200,0
OTU_1399,0.009485326
OTU_7161,0
OTU_6121,0
OTU_7214,0
OTU_1770,0.007588261
OTU_1014,0
OTU_672,0
OTU_1391,0
OTU_3326,0
OTU_1616,0
OTU_1888,0
OTU_2126,0
OTU_3087,0
OTU_3194,0
OTU_2898,0
OTU_3400,0
OTU_4033,0
OTU_3226,0
OTU_8515,0.007588261
OTU_898,0
OTU_1396,0
OTU_1622,0.00379413
OTU_3006,0
OTU_3143,0
OTU_4001,0
OTU_3633,0
OTU_1276,0
OTU_8032,0
OTU_1643,0
OTU_7024,0
OTU_6534,0.015176522
OTU_2121,0
OTU_1350,0
OTU_5665,0
OTU_4277,0
OTU_1671,0
OTU_1079,0
OTU_2466,0
OTU_5677,0
OTU_4667,0
OTU_1168,0
OTU_1163,0
OTU_1508,0
OTU_812,0
OTU_1594,0
OTU_5642,0
OTU_896,0
OTU_1965,0
OTU_4464,0
OTU_6010,0
OTU_348,0
OTU_849,0
OTU_1915,0
OTU_1135,0
OTU_1861,0
OTU_847,0
OTU_1150,0
OTU_4191,0
OTU_4938,0.001897065
OTU_1842,0
OTU_1411,0
OTU_1608,0
OTU_2186,0
OTU_7335,0
OTU_2146,0
OTU_5318,0
OTU_4528,0
OTU_4550,0
OTU_7492,0
OTU_3622,0
OTU_1117,0
OTU_2540,0
OTU_3117,0
OTU_2455,0
OTU_1748,0
OTU_640,0
OTU_1019,0
OTU_1592,0
OTU_3897,0
OTU_1799,0
OTU_4798,0
OTU_6095,0.001897065
OTU_3115,0
OTU_3925,0
OTU_1732,0
OTU_3660,0.001897065
OTU_2579,0
OTU_4495,0
OTU_1846,0
OTU_1403,0
OTU_4681,0
OTU_3153,0.001897065
OTU_1720,0
OTU_2480,0
OTU_2235,0
OTU_647,0
OTU_4647,0
OTU_1283,0
OTU_2443,0
OTU_1458,0
OTU_6070,0
OTU_3678,0
OTU_1556,0
OTU_545,0
OTU_2660,0
OTU_6380,0
OTU_4840,0
OTU_1490,0
OTU_5221,0.00379413
OTU_577,0
OTU_1560,0
OTU_3158,0.094853262
OTU_1929,0
OTU_1859,0.001897065
OTU_2850,0
OTU_1358,0
OTU_2806,0
OTU_2218,0
OTU_1341,0
OTU_6941,0.001897065
OTU_3441,0
OTU_7410,0
OTU_1401,0
OTU_1172,0
OTU_8419,0
OTU_5327,0
OTU_5974,0
OTU_5311,0
OTU_2560,0
OTU_5520,0
OTU_2084,0
OTU_2100,0
OTU_1940,0
OTU_2284,0
OTU_2154,0
OTU_7530,0
OTU_2502,0
OTU_1978,0
OTU_1870,0
OTU_3959,0
OTU_3340,0.009485326
OTU_1392,0
OTU_1952,0
OTU_1665,0
OTU_4291,0
OTU_1238,0
OTU_1918,0
OTU_329,0
OTU_3124,0
OTU_4658,0
OTU_3790,0.001897065
OTU_1423,0
OTU_2387,0
OTU_5305,0
OTU_7171,0
OTU_6359,0
OTU_1703,0
OTU_1000,0
OTU_509,0
OTU_5290,0
OTU_3873,0
OTU_2642,0
OTU_1488,0
OTU_3209,0.007588261
OTU_2972,0
OTU_2399,0
OTU_3773,0.001897065
OTU_827,0
OTU_4610,0
OTU_2180,0
OTU_2979,0
OTU_2188,0.007588261
OTU_6928,0
OTU_5904,0
OTU_3011,0
OTU_3017,0
OTU_3661,0
OTU_5342,0
OTU_6815,0
OTU_1470,0
OTU_4382,0.005691196
OTU_3799,0.007588261
OTU_4201,0.018970652
OTU_811,0
OTU_3461,0
OTU_2794,0
OTU_4196,0.00379413
OTU_3112,0.001897065
OTU_5745,0
OTU_532,0
OTU_2201,0
OTU_7520,0
OTU_1090,0
OTU_832,0
OTU_1164,0
OTU_3451,0
OTU_2788,0
OTU_4155,0
OTU_6569,0
OTU_4842,0
OTU_8524,0
OTU_607,0
OTU_5704,0
OTU_6744,0
OTU_1131,0
OTU_4230,0
OTU_5716,0
OTU_2401,0
OTU_4759,0
OTU_1689,0
OTU_1972,0
OTU_1626,0
OTU_3068,0
OTU_4562,0
OTU_1545,0
OTU_3521,0
OTU_4233,0
OTU_1958,0
OTU_2651,0
OTU_3595,0
OTU_1700,0
OTU_6094,0
OTU_1654,0.022764783
OTU_2524,0.007588261
OTU_4582,0
OTU_2191,0
OTU_8574,0
OTU_1926,0
OTU_5222,0
OTU_1065,0
OTU_4439,0
OTU_5868,0
OTU_1897,0
OTU_1055,0
OTU_2216,0
OTU_1059,0
OTU_1718,0
OTU_7513,0
OTU_4144,0
OTU_2693,0
OTU_2476,0
OTU_5421,0
OTU_3174,0
OTU_1259,0.001897065
OTU_6523,0
OTU_4242,0
OTU_2276,0
OTU_1356,0
OTU_2845,0
OTU_7437,0
OTU_2452,0
OTU_3871,0
OTU_941,0
OTU_5717,0
OTU_4500,0
OTU_2417,0.001897065
OTU_4358,0
OTU_7580,0.00379413
OTU_4225,0
OTU_3021,0
OTU_6552,0
OTU_4989,0
OTU_7839,0
OTU_1509,0
OTU_1961,0
OTU_1267,0
OTU_3007,0
OTU_967,0
OTU_1627,0
OTU_1384,0.001897065
OTU_3485,0
OTU_3639,0.011382391
OTU_2493,0
OTU_3165,0
OTU_609,0
OTU_2584,0
OTU_5232,0
OTU_1551,0.007588261
OTU_2577,0
OTU_2360,0
OTU_4290,0
OTU_5776,0
OTU_1231,0
OTU_870,0
OTU_7458,0.005691196
OTU_862,0
OTU_3875,0
OTU_4467,0
OTU_4628,0
OTU_2167,0
OTU_2817,0
OTU_3079,0
OTU_4223,0
OTU_1761,0.00379413
OTU_1600,0
OTU_1001,0
OTU_1274,0
OTU_3460,0.001897065
OTU_1257,0
OTU_1302,0
OTU_1917,0
OTU_1853,0
OTU_2900,0
OTU_2728,0
OTU_1345,0
OTU_783,0
OTU_3960,0
OTU_5507,0
OTU_5650,0
OTU_1609,0
OTU_3466,0
OTU_2082,0
OTU_2213,0
OTU_4220,0
OTU_1285,0
OTU_2116,0
OTU_1552,0
OTU_3706,0
OTU_6179,0
OTU_2840,0
OTU_2582,0
OTU_1475,0
OTU_3917,0
OTU_1141,0
OTU_3020,0.00379413
OTU_7506,0
OTU_2293,0
OTU_3048,0
OTU_2253,0
OTU_2770,0
OTU_2816,0.024661848
OTU_3725,0
OTU_3028,0
OTU_2204,0
OTU_4112,0.005691196
OTU_2303,0
OTU_1314,0
OTU_2350,0
OTU_556,0
OTU_3259,0
OTU_5348,0
OTU_855,0
OTU_8433,0
OTU_2228,0
OTU_2074,0
OTU_742,0
OTU_2225,0.001897065
OTU_7434,0
OTU_2403,0
OTU_5048,0
OTU_8575,0.009485326
OTU_3078,0
OTU_1355,0
OTU_3211,0
OTU_1160,0
OTU_4115,0
OTU_3742,0
OTU_3843,0.00379413
OTU_8661,0
OTU_1226,0
OTU_3996,0
OTU_2138,0
OTU_871,0
OTU_3339,0
OTU_5245,0.005691196
OTU_4138,0.00379413
OTU_4385,0
OTU_3297,0
OTU_2640,0.024661848
OTU_2021,0
OTU_2039,0
OTU_2828,0.001897065
OTU_986,0
OTU_954,0
OTU_3357,0
OTU_4814,0
OTU_1769,0.020867718
OTU_1139,0
OTU_6144,0
OTU_6361,0
OTU_4621,0
OTU_1843,0
OTU_2410,0
OTU_464,0
OTU_2786,0
OTU_2367,0
OTU_8219,0.013279457
OTU_1389,0
OTU_2613,0
OTU_7633,0.001897065
OTU_995,0
OTU_1801,0
OTU_774,0
OTU_3059,0
OTU_5479,0
OTU_1984,0
OTU_5024,0
OTU_4476,0
OTU_7586,0
OTU_4880,0
OTU_7993,0
OTU_6863,0
OTU_5683,0.001897065
OTU_2519,0
OTU_7093,0
OTU_8193,0
OTU_2871,0
OTU_8004,0
OTU_2914,0
OTU_1085,0
OTU_1225,0
OTU_3035,0
OTU_5303,0
OTU_1406,0
OTU_5368,0
OTU_5594,0
OTU_1632,0
OTU_1223,0
OTU_1112,0
OTU_1776,0
OTU_1528,0
OTU_534,0
OTU_4568,0
OTU_3253,0
OTU_5725,0
OTU_1625,0
OTU_3103,0
OTU_1694,0
OTU_1296,0
OTU_2899,0
OTU_613,0
OTU_4236,0.00379413
OTU_1932,0
OTU_6994,0
OTU_4835,0.001897065
OTU_942,0.001897065
OTU_2472,0
OTU_2257,0
OTU_1201,0
OTU_1184,0
OTU_1013,0
OTU_3690,0
OTU_2581,0
OTU_2089,0
OTU_4328,0
OTU_7345,0
OTU_1525,0
OTU_4983,0
OTU_2631,0
OTU_1450,0
OTU_5164,0
OTU_1613,0
OTU_6950,0
OTU_2083,0
OTU_765,0
OTU_2309,0
OTU_4679,0
OTU_4809,0.001897065
OTU_7921,0
OTU_949,0
OTU_3407,0
OTU_8172,0
OTU_2595,0
OTU_2184,0
OTU_1557,0
OTU_3746,0
OTU_922,0
OTU_935,0
OTU_6936,0
OTU_8270,0
OTU_2759,0
OTU_4484,0
OTU_4748,0
OTU_1686,0
OTU_5544,0
OTU_1857,0
OTU_1823,0
OTU_6345,0
OTU_1216,0
OTU_1977,0
OTU_5372,0
OTU_7991,0.049323696
OTU_4206,0
OTU_2652,0
OTU_8134,0
OTU_7278,0
OTU_5420,0.00379413
OTU_3930,0
OTU_2942,0
OTU_1479,0
OTU_3956,0
OTU_1015,0
OTU_8272,0
OTU_7980,0
OTU_7539,0.001897065
OTU_3724,0
OTU_1606,0
OTU_6856,0
OTU_6891,0
OTU_789,0
OTU_974,0
OTU_7418,0
OTU_2103,0
OTU_7774,0
OTU_4782,0.00379413
OTU_1646,0
OTU_5618,0
OTU_8685,0
OTU_2461,0
OTU_3906,0
OTU_3182,0
OTU_4964,0
OTU_6217,0
OTU_3260,0
OTU_971,0
OTU_3818,0
OTU_7435,0
OTU_1729,0
OTU_5958,0
OTU_3107,0
OTU_1493,0
OTU_1586,0
OTU_4758,0
OTU_2778,0
OTU_3852,0
OTU_2824,0
OTU_2092,0
OTU_659,0
OTU_1986,0
OTU_610,0
OTU_5707,0
OTU_2400,0
OTU_2711,0
OTU_1510,0
OTU_1499,0
OTU_1591,0
OTU_1520,0
OTU_985,0
OTU_3899,0
OTU_3914,0
OTU_5892,0
OTU_2024,0
OTU_5269,0.001897065
OTU_2426,0
OTU_1638,0
OTU_1716,0
OTU_817,0
OTU_4039,0
OTU_693,0
OTU_5260,0
OTU_3641,0
OTU_815,0.009485326
OTU_1852,0
OTU_3057,0
OTU_4417,0.018970652
OTU_4424,0
OTU_6307,0
OTU_1174,0
OTU_2869,0
OTU_4936,0
OTU_2373,0
OTU_2385,0
OTU_2240,0
OTU_2164,0
OTU_2741,0
OTU_5584,0
OTU_1154,0
OTU_8652,0
OTU_4573,0
OTU_4728,0
OTU_1848,0
OTU_1737,0
OTU_4434,0
OTU_998,0
OTU_977,0
OTU_3073,0
OTU_736,0
OTU_6277,0.001897065
OTU_1725,0
OTU_3792,0
OTU_1968,0
OTU_2951,0
OTU_2774,0
OTU_7691,0
OTU_5751,0
OTU_1192,0
OTU_2550,0
OTU_3542,0
OTU_4531,0
OTU_1860,0
OTU_7186,0
OTU_4160,0
OTU_1882,0
OTU_2561,0
OTU_7149,0
OTU_2175,0.001897065
OTU_8177,0
OTU_2535,0
OTU_1322,0
OTU_2685,0
OTU_2548,0.00379413
OTU_4718,0
OTU_2245,0
OTU_1795,0
OTU_1890,0
OTU_7617,0.037941305
OTU_835,0
OTU_5075,0.005691196
OTU_4819,0
OTU_4783,0
OTU_3602,0
OTU_2067,0.001897065
OTU_1268,0
OTU_2141,0
OTU_1227,0
OTU_5616,0
OTU_3220,0
OTU_5409,0
OTU_1809,0.001897065
OTU_6888,0
OTU_514,0
OTU_1818,0
OTU_1574,0
OTU_1176,0
OTU_5081,0
OTU_1272,0
OTU_8248,0
OTU_3858,0
OTU_1332,0
OTU_1329,0
OTU_4335,0
OTU_4682,0
OTU_1887,0
OTU_1503,0
OTU_984,0
OTU_3955,0
OTU_1877,0
OTU_806,0
OTU_6078,0
OTU_2391,0
OTU_890,0
OTU_8012,0
OTU_2949,0
OTU_5215,0
OTU_1752,0
OTU_3894,0
OTU_2702,0
OTU_5679,0
OTU_7375,0
OTU_6832,0
OTU_1811,0
OTU_5462,0
OTU_1484,0
OTU_5803,0.001897065
OTU_7034,0.009485326
OTU_7388,0
OTU_5100,0
OTU_4796,0
OTU_1252,0
OTU_1060,0
OTU_2798,0
OTU_1243,0
OTU_2967,0
OTU_530,0
OTU_4581,0
OTU_4553,0
OTU_4896,0
OTU_1351,0
OTU_1368,0
OTU_993,0
OTU_7279,0
OTU_3715,0
OTU_3423,0
OTU_1780,0
OTU_3739,0
OTU_2002,0
OTU_7632,0
OTU_8058,0.049323696
OTU_1871,0
OTU_4252,0
OTU_5587,0
OTU_6411,0.00379413
OTU_8148,0
OTU_3159,0
OTU_7286,0
OTU_2012,0.026558913
OTU_2556,0
OTU_2680,0
OTU_6409,0
OTU_2800,0
OTU_7894,0
OTU_2380,0
OTU_7059,0
OTU_968,0
OTU_1021,0
OTU_2542,0
OTU_1130,0
OTU_919,0
OTU_6921,0.001897065
OTU_5897,0
OTU_6651,0
OTU_499,0
OTU_2634,0
OTU_8463,0
OTU_2161,0
OTU_997,0
OTU_2586,0
OTU_2507,0.017073587
OTU_1964,0
OTU_5256,0
OTU_4025,0
OTU_2313,0
OTU_2195,0
OTU_3608,0
OTU_2813,0
OTU_795,0
OTU_2567,0
OTU_3516,0.001897065
OTU_2990,0
OTU_2459,0
OTU_4600,0
OTU_1512,0
OTU_5060,0
OTU_4459,0
OTU_1847,0
OTU_2829,0.00379413
OTU_5543,0.009485326
OTU_5178,0
OTU_7009,0
OTU_6161,0
OTU_4613,0.001897065
OTU_2727,0
OTU_6614,0
OTU_3896,0
OTU_1239,0
OTU_1416,0
OTU_699,0
OTU_4304,0
OTU_5373,0
OTU_3640,0.005691196
OTU_4575,0
OTU_5631,0
OTU_962,0
OTU_6207,0
OTU_6743,0.001897065
OTU_1753,0
OTU_4062,0
OTU_3095,0
OTU_5793,0
OTU_2178,0.005691196
OTU_3538,0
OTU_3915,0
OTU_1862,0
OTU_2137,0
OTU_4617,0.00379413
OTU_1798,0
OTU_1633,0
OTU_1896,0
OTU_7808,0
OTU_6311,0
OTU_1960,0
OTU_3085,0
OTU_5025,0
OTU_2484,0
OTU_2615,0
OTU_6506,0
OTU_2366,0
OTU_4097,0
OTU_2878,0
OTU_3642,0
OTU_5440,0
OTU_2960,0
OTU_3763,0
OTU_3358,0.001897065
OTU_1735,0
OTU_5757,0
OTU_2964,0
OTU_7847,0
OTU_1568,0
OTU_3055,0
OTU_3008,0
OTU_2156,0
OTU_3869,0
OTU_2818,0
OTU_796,0
OTU_2896,0
OTU_754,0
OTU_1265,0
OTU_4724,0
OTU_1471,0
OTU_7044,0
OTU_6503,0
OTU_5909,0
OTU_1674,0
OTU_3134,0
OTU_3933,0
OTU_1738,0
OTU_6242,0
OTU_3697,0
OTU_2592,0
OTU_3551,0
OTU_4933,0
OTU_6134,0
OTU_6084,0
OTU_2971,0
OTU_5900,0
OTU_4626,0
OTU_3404,0
OTU_7614,0
OTU_3974,0
OTU_5400,0
OTU_4297,0
OTU_1242,0
OTU_1483,0
OTU_4203,0
OTU_2620,0
OTU_833,0
OTU_2025,0
OTU_4957,0
OTU_2028,0
OTU_6957,0.00379413
OTU_1354,0
OTU_1247,0
OTU_4037,0
OTU_1580,0
OTU_3029,0
OTU_7615,0
OTU_4552,0
OTU_1541,0
OTU_2418,0.001897065
OTU_3179,0
OTU_2857,0
