Kingdom	Phylum	Class	Sample	Percentage
Bacteria	Lentisphaerae	Lentisphaeria	S18	0
Bacteria	Nitrospirae	Nitrospira (class)	S18	0.023441947691
Bacteria	Planctomycetes	Phycisphaerae	S18	0.00334884967014
Bacteria	Planctomycetes	Planctomycetia	S18	0.266233548776
Bacteria	Proteobacteria	Alphaproteobacteria	S18	27.0218679883
Bacteria	Proteobacteria	Betaproteobacteria	S18	18.284719199
Bacteria	Proteobacteria	Deltaproteobacteria	S18	3.34550082047
Bacteria	Proteobacteria	Epsilonproteobacteria	S18	0.00167442483507
Bacteria	Proteobacteria	Gammaproteobacteria	S18	0.818793744349
Bacteria	Spirochaetes	Spirochaetia	S18	0
Bacteria	TM7	TM7 (class)	S18	0.00837212417535
Bacteria	Tenericutes	Mollicutes	S18	0
Bacteria	Verrucomicrobia	Opitutae	S18	0
Bacteria	Verrucomicrobia	Spartobacteria	S18	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	S18	0.246140450755
No Hit	No Hit	No Hit	S18	7.51481865979
Bacteria	Acidobacteria	Acidobacteria (class)	S19	0.00272557543711
Bacteria	Acidobacteria	Acidobacteriia	S19	8.37841889369
Bacteria	Acidobacteria	Holophagae	S19	0.0449719947124
Bacteria	Acidobacteria	Solibacteres	S19	0.155357799916
Bacteria	Actinobacteria	Actinobacteria (class)	S19	20.8969868764
Bacteria	Bacteroidetes	Bacteroidetes (class)	S19	0
Bacteria	Bacteroidetes	Bacteroidia	S19	0.0313441175268
Bacteria	Bacteroidetes	Cytophagia	S19	0.213957671813
Bacteria	Bacteroidetes	Flavobacteriia	S19	0.380217773477
Bacteria	Bacteroidetes	Sphingobacteriia	S19	4.56533885717
Bacteria	Chlamydiae	Chlamydiia	S19	0
Bacteria	Chloroflexi	Anaerolineae	S19	0
Bacteria	Chloroflexi	Caldilineae	S19	0.00272557543711
Bacteria	Chloroflexi	Chloroflexi (class)	S19	0.0231673912155
Bacteria	Chloroflexi	Ktedonobacteria	S19	0
Bacteria	Chloroflexi	Thermomicrobia	S19	0.00136278771856
Bacteria	Chrysiogenetes	Chrysiogenetes (class)	S19	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	S19	0
Bacteria	Cyanobacteria	Gloeobacteria	S19	0
Bacteria	Deferribacteres	Deferribacteres (class)	S19	0.0095395140299
Bacteria	Deinococcus-Thermus	Deinococci	S19	0.164897313945
Bacteria	Fibrobacteres	Fibrobacteria	S19	0
Bacteria	Firmicutes	Bacilli	S19	1.24149961161
Bacteria	Firmicutes	Clostridia	S19	0.114474168359
Bacteria	Firmicutes	Erysipelotrichia	S19	0.0463347824309
Bacteria	Firmicutes	Negativicutes	S19	0
Bacteria	Fusobacteria	Fusobacteriia	S19	0
Bacteria	Gemmatimonadetes	Gemmatimonadetes (class)	S19	0.881723653906
Bacteria	Ignavibacteriae	Ignavibacteria	S19	0
Bacteria	Lentisphaerae	Lentisphaeria	S19	0
Bacteria	Nitrospirae	Nitrospira (class)	S19	0.0436092069938
Bacteria	Planctomycetes	Phycisphaerae	S19	0.00136278771856
Bacteria	Planctomycetes	Planctomycetia	S19	0.40611074013
Bacteria	Proteobacteria	Alphaproteobacteria	S19	34.8805516565
Bacteria	Proteobacteria	Betaproteobacteria	S19	20.3137137328
Bacteria	Proteobacteria	Deltaproteobacteria	S19	0.239850638466
Bacteria	Proteobacteria	Epsilonproteobacteria	S19	0
Bacteria	Proteobacteria	Gammaproteobacteria	S19	2.93680753349
Bacteria	Spirochaetes	Spirochaetia	S19	0
Bacteria	TM7	TM7 (class)	S19	0.0299813298083
Bacteria	Tenericutes	Mollicutes	S19	0.0109023017485
Bacteria	Verrucomicrobia	Opitutae	S19	0.036795268401
Bacteria	Verrucomicrobia	Spartobacteria	S19	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	S19	0.267106392837
No Hit	No Hit	No Hit	S19	3.67816405239
Bacteria	Acidobacteria	Acidobacteria (class)	S2	0.00354446531741
Bacteria	Acidobacteria	Acidobacteriia	S2	2.69733810655
Bacteria	Acidobacteria	Holophagae	S2	0.184312196505
Bacteria	Acidobacteria	Solibacteres	S2	0.0708893063481
Bacteria	Actinobacteria	Actinobacteria (class)	S2	7.3512210683
Bacteria	Bacteroidetes	Bacteroidetes (class)	S2	0
Bacteria	Bacteroidetes	Bacteroidia	S2	0.102789494205
Bacteria	Bacteroidetes	Cytophagia	S2	0.127600751427
Bacteria	Bacteroidetes	Flavobacteriia	S2	0.251657037536
Bacteria	Bacteroidetes	Sphingobacteriia	S2	2.37833622798
Bacteria	Chlamydiae	Chlamydiia	S2	0
Bacteria	Chloroflexi	Anaerolineae	S2	0
Bacteria	Chloroflexi	Caldilineae	S2	0
Bacteria	Chloroflexi	Chloroflexi (class)	S2	0.187856661823
Bacteria	Chloroflexi	Ktedonobacteria	S2	0
Bacteria	Chloroflexi	Thermomicrobia	S2	0.166589869918
Bacteria	Chrysiogenetes	Chrysiogenetes (class)	S2	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	S2	0.0248112572218
Bacteria	Cyanobacteria	Gloeobacteria	S2	0
Bacteria	Deferribacteres	Deferribacteres (class)	S2	0.361535462376
Bacteria	Deinococcus-Thermus	Deinococci	S2	3.6649771382
Bacteria	Fibrobacteres	Fibrobacteria	S2	0
Bacteria	Firmicutes	Bacilli	S2	3.87055612661
Bacteria	Firmicutes	Clostridia	S2	0.106333959522
Bacteria	Firmicutes	Erysipelotrichia	S2	0
Bacteria	Firmicutes	Negativicutes	S2	0
Bacteria	Fusobacteria	Fusobacteriia	S2	0
Bacteria	Gemmatimonadetes	Gemmatimonadetes (class)	S2	1.20866267324
Bacteria	Ignavibacteriae	Ignavibacteria	S2	0
Bacteria	Lentisphaerae	Lentisphaeria	S2	0
Bacteria	Nitrospirae	Nitrospira (class)	S2	0.155956473966
Bacteria	Planctomycetes	Phycisphaerae	S2	0.0212667919044
Bacteria	Planctomycetes	Planctomycetia	S2	0.304824017297
Bacteria	Proteobacteria	Alphaproteobacteria	S2	16.6979761103
Bacteria	Proteobacteria	Betaproteobacteria	S2	53.8404281714
Bacteria	Proteobacteria	Deltaproteobacteria	S2	0.659270549038
Bacteria	Proteobacteria	Epsilonproteobacteria	S2	0
Bacteria	Proteobacteria	Gammaproteobacteria	S2	0.871938468082
Bacteria	Spirochaetes	Spirochaetia	S2	0
Bacteria	TM7	TM7 (class)	S2	0.0248112572218
Bacteria	Tenericutes	Mollicutes	S2	0
Bacteria	Verrucomicrobia	Opitutae	S2	0.0886116329352
Bacteria	Verrucomicrobia	Spartobacteria	S2	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	S2	0.0460780491263
No Hit	No Hit	No Hit	S2	4.52982667565
Bacteria	Acidobacteria	Acidobacteria (class)	S20	0.00245386729486
Bacteria	Acidobacteria	Acidobacteriia	S20	6.09786022772
Bacteria	Acidobacteria	Holophagae	S20	0.517765999215
Bacteria	Acidobacteria	Solibacteres	S20	0.0539850804868
Bacteria	Actinobacteria	Actinobacteria (class)	S20	16.6617589321
Bacteria	Bacteroidetes	Bacteroidetes (class)	S20	0.00245386729486
Bacteria	Bacteroidetes	Bacteroidia	S20	0.277287004319
Bacteria	Bacteroidetes	Cytophagia	S20	0.507950530035
Bacteria	Bacteroidetes	Flavobacteriia	S20	0.0907930899097
Bacteria	Bacteroidetes	Sphingobacteriia	S20	5.78131134668
Bacteria	Chlamydiae	Chlamydiia	S20	0
Bacteria	Chloroflexi	Anaerolineae	S20	0
Bacteria	Chloroflexi	Caldilineae	S20	0.0392618767177
Bacteria	Chloroflexi	Chloroflexi (class)	S20	0.402434236356
Bacteria	Chloroflexi	Ktedonobacteria	S20	0
Bacteria	Chloroflexi	Thermomicrobia	S20	0
Bacteria	Chrysiogenetes	Chrysiogenetes (class)	S20	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	S20	0
Bacteria	Cyanobacteria	Gloeobacteria	S20	0
Bacteria	Deferribacteres	Deferribacteres (class)	S20	0.780329799764
Bacteria	Deinococcus-Thermus	Deinococci	S20	0.880938358854
Bacteria	Fibrobacteres	Fibrobacteria	S20	0
Bacteria	Firmicutes	Bacilli	S20	0.969277581468
Bacteria	Firmicutes	Clostridia	S20	0.0907930899097
Bacteria	Firmicutes	Erysipelotrichia	S20	0
Bacteria	Firmicutes	Negativicutes	S20	0
Bacteria	Fusobacteria	Fusobacteriia	S20	0
Bacteria	Gemmatimonadetes	Gemmatimonadetes (class)	S20	2.3851590106
Bacteria	Ignavibacteriae	Ignavibacteria	S20	0
Bacteria	Lentisphaerae	Lentisphaeria	S20	0
Bacteria	Nitrospirae	Nitrospira (class)	S20	0.0466234786023
Bacteria	Planctomycetes	Phycisphaerae	S20	0.0245386729486
Bacteria	Planctomycetes	Planctomycetia	S20	0.579112681586
Bacteria	Proteobacteria	Alphaproteobacteria	S20	27.0367098547
Bacteria	Proteobacteria	Betaproteobacteria	S20	28.8010404397
Bacteria	Proteobacteria	Deltaproteobacteria	S20	0.4294267766
Bacteria	Proteobacteria	Epsilonproteobacteria	S20	0.0147232037691
Bacteria	Proteobacteria	Gammaproteobacteria	S20	0.358264625049
Bacteria	Spirochaetes	Spirochaetia	S20	0.00490773458971
Bacteria	TM7	TM7 (class)	S20	0.0122693364743
Bacteria	Tenericutes	Mollicutes	S20	0
Bacteria	Verrucomicrobia	Opitutae	S20	0.0490773458971
Bacteria	Verrucomicrobia	Spartobacteria	S20	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	S20	0.17667844523
No Hit	No Hit	No Hit	S20	6.92481350609
Bacteria	Acidobacteria	Acidobacteria (class)	S21	0
Bacteria	Acidobacteria	Acidobacteriia	S21	0.875140948182
Bacteria	Acidobacteria	Holophagae	S21	0.358471196082
Bacteria	Acidobacteria	Solibacteres	S21	0.0201955603427
Bacteria	Actinobacteria	Actinobacteria (class)	S21	7.9351722513
Bacteria	Bacteroidetes	Bacteroidetes (class)	S21	0
Bacteria	Bacteroidetes	Bacteroidia	S21	0.0471229741329
Bacteria	Bacteroidetes	Cytophagia	S21	0.444302327538
Bacteria	Bacteroidetes	Flavobacteriia	S21	0.0673185344755
Bacteria	Bacteroidetes	Sphingobacteriia	S21	1.45239738131
Bacteria	Chlamydiae	Chlamydiia	S21	0
Bacteria	Chloroflexi	Anaerolineae	S21	0
Bacteria	Chloroflexi	Caldilineae	S21	0.0201955603427
Bacteria	Chloroflexi	Chloroflexi (class)	S21	0.459448997795
Bacteria	Chloroflexi	Ktedonobacteria	S21	0.00336592672378
Bacteria	Chloroflexi	Thermomicrobia	S21	0.138002995675
Bacteria	Chrysiogenetes	Chrysiogenetes (class)	S21	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	S21	0
Bacteria	Cyanobacteria	Gloeobacteria	S21	0
Bacteria	Deferribacteres	Deferribacteres (class)	S21	0.779212036554
Bacteria	Deinococcus-Thermus	Deinococci	S21	0.0790992780087
Bacteria	Fibrobacteres	Fibrobacteria	S21	0
Bacteria	Firmicutes	Bacilli	S21	0.134637068951
Bacteria	Firmicutes	Clostridia	S21	0.0201955603427
Bacteria	Firmicutes	Erysipelotrichia	S21	0
Bacteria	Firmicutes	Negativicutes	S21	0
Bacteria	Fusobacteria	Fusobacteriia	S21	0
Bacteria	Gemmatimonadetes	Gemmatimonadetes (class)	S21	0.50825493529
Bacteria	Ignavibacteriae	Ignavibacteria	S21	0
Bacteria	Lentisphaerae	Lentisphaeria	S21	0
Bacteria	Nitrospirae	Nitrospira (class)	S21	0.11612447197
Bacteria	Planctomycetes	Phycisphaerae	S21	0.00168296336189
Bacteria	Planctomycetes	Planctomycetia	S21	0.14305188576
Bacteria	Proteobacteria	Alphaproteobacteria	S21	8.64033389993
Bacteria	Proteobacteria	Betaproteobacteria	S21	73.6952826537
Bacteria	Proteobacteria	Deltaproteobacteria	S21	0.00168296336189
Bacteria	Proteobacteria	Epsilonproteobacteria	S21	0
Bacteria	Proteobacteria	Gammaproteobacteria	S21	0.270957101264
Bacteria	Spirochaetes	Spirochaetia	S21	0
Bacteria	TM7	TM7 (class)	S21	0.0269274137902
Bacteria	Tenericutes	Mollicutes	S21	0
Bacteria	Verrucomicrobia	Opitutae	S21	0.00673185344755
Bacteria	Verrucomicrobia	Spartobacteria	S21	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	S21	0.00168296336189
No Hit	No Hit	No Hit	S21	3.75300829701
Bacteria	Acidobacteria	Acidobacteria (class)	S22	0.105376853974
Bacteria	Acidobacteria	Acidobacteriia	S22	4.50090887537
Bacteria	Acidobacteria	Holophagae	S22	0.359598514186
Bacteria	Acidobacteria	Solibacteres	S22	0.147527595564
Bacteria	Actinobacteria	Actinobacteria (class)	S22	11.677072631
Bacteria	Bacteroidetes	Bacteroidetes (class)	S22	0
Bacteria	Bacteroidetes	Bacteroidia	S22	0.0395163202403
Bacteria	Bacteroidetes	Cytophagia	S22	0.105376853974
Bacteria	Bacteroidetes	Flavobacteriia	S22	0.273979820332
Bacteria	Bacteroidetes	Sphingobacteriia	S22	3.13232698438
Bacteria	Chlamydiae	Chlamydiia	S22	0
Bacteria	Chloroflexi	Anaerolineae	S22	0
Bacteria	Chloroflexi	Caldilineae	S22	0.00395163202403
Bacteria	Chloroflexi	Chloroflexi (class)	S22	0.26212492426
Bacteria	Chloroflexi	Ktedonobacteria	S22	0.0052688426987
Bacteria	Chloroflexi	Thermomicrobia	S22	0.0355646882162
Bacteria	Chrysiogenetes	Chrysiogenetes (class)	S22	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	S22	0
Bacteria	Cyanobacteria	Gloeobacteria	S22	0
Bacteria	Deferribacteres	Deferribacteres (class)	S22	1.26583945836
Bacteria	Deinococcus-Thermus	Deinococci	S22	0.869359045286
Bacteria	Fibrobacteres	Fibrobacteria	S22	0
Bacteria	Firmicutes	Bacilli	S22	1.08142996391
Bacteria	Firmicutes	Clostridia	S22	0.435996733318
Bacteria	Firmicutes	Erysipelotrichia	S22	0.0052688426987
Bacteria	Firmicutes	Negativicutes	S22	0
Bacteria	Fusobacteria	Fusobacteriia	S22	0
Bacteria	Gemmatimonadetes	Gemmatimonadetes (class)	S22	3.48797386654
Bacteria	Ignavibacteriae	Ignavibacteria	S22	0
Bacteria	Lentisphaerae	Lentisphaeria	S22	0
Bacteria	Nitrospirae	Nitrospira (class)	S22	0.296372401802
Bacteria	Planctomycetes	Phycisphaerae	S22	0.0724465871071
Bacteria	Planctomycetes	Planctomycetia	S22	0.438631154667
Bacteria	Proteobacteria	Alphaproteobacteria	S22	22.9945467478
Bacteria	Proteobacteria	Betaproteobacteria	S22	35.5159514213
Bacteria	Proteobacteria	Deltaproteobacteria	S22	0.50712610975
Bacteria	Proteobacteria	Epsilonproteobacteria	S22	0.00263442134935
Bacteria	Proteobacteria	Gammaproteobacteria	S22	0.983956373982
Bacteria	Spirochaetes	Spirochaetia	S22	0.00131721067468
Bacteria	TM7	TM7 (class)	S22	0.0184409494455
Bacteria	Tenericutes	Mollicutes	S22	0
Bacteria	Verrucomicrobia	Opitutae	S22	0.0408335309149
Bacteria	Verrucomicrobia	Spartobacteria	S22	0.0052688426987
Bacteria	Verrucomicrobia	Verrucomicrobiae	S22	0.123817803419
No Hit	No Hit	No Hit	S22	11.2041939988
Bacteria	Acidobacteria	Acidobacteria (class)	S23	0
Bacteria	Acidobacteria	Acidobacteriia	S23	0.726149213469
Bacteria	Acidobacteria	Holophagae	S23	0.175655965245
Bacteria	Acidobacteria	Solibacteres	S23	0.0109784978278
Bacteria	Actinobacteria	Actinobacteria (class)	S23	17.0652906949
Bacteria	Bacteroidetes	Bacteroidetes (class)	S23	0.00156835683255
Bacteria	Bacteroidetes	Bacteroidia	S23	0.0188202819906
Bacteria	Bacteroidetes	Cytophagia	S23	0.034503850316
Bacteria	Bacteroidetes	Flavobacteriia	S23	0.00941014099528
Bacteria	Bacteroidetes	Sphingobacteriia	S23	0.156835683255
Bacteria	Chlamydiae	Chlamydiia	S23	0
Bacteria	Chloroflexi	Anaerolineae	S23	0
Bacteria	Chloroflexi	Caldilineae	S23	0.00627342733019
Bacteria	Chloroflexi	Chloroflexi (class)	S23	0.123900189771
Bacteria	Chloroflexi	Ktedonobacteria	S23	0
Bacteria	Chloroflexi	Thermomicrobia	S23	0
Bacteria	Chrysiogenetes	Chrysiogenetes (class)	S23	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	S23	0
Bacteria	Cyanobacteria	Gloeobacteria	S23	0
Bacteria	Deferribacteres	Deferribacteres (class)	S23	0.0580292028042
Bacteria	Deinococcus-Thermus	Deinococci	S23	0.017251925158
Bacteria	Fibrobacteres	Fibrobacteria	S23	0
Bacteria	Firmicutes	Bacilli	S23	6.76589137561
Bacteria	Firmicutes	Clostridia	S23	0.0533241323066
Bacteria	Firmicutes	Erysipelotrichia	S23	0
Bacteria	Firmicutes	Negativicutes	S23	0
Bacteria	Fusobacteria	Fusobacteriia	S23	0
Bacteria	Gemmatimonadetes	Gemmatimonadetes (class)	S23	0.152130612757
Bacteria	Ignavibacteriae	Ignavibacteria	S23	0
Bacteria	Lentisphaerae	Lentisphaeria	S23	0
Bacteria	Nitrospirae	Nitrospira (class)	S23	0.302692868681
Bacteria	Planctomycetes	Phycisphaerae	S23	0.00470507049764
Bacteria	Planctomycetes	Planctomycetia	S23	0.0972381236179
Bacteria	Proteobacteria	Alphaproteobacteria	S23	3.22140493405
Bacteria	Proteobacteria	Betaproteobacteria	S23	70.0506579257
Bacteria	Proteobacteria	Deltaproteobacteria	S23	0.0282304229858
Bacteria	Proteobacteria	Epsilonproteobacteria	S23	0
Bacteria	Proteobacteria	Gammaproteobacteria	S23	0.0925330531202
Bacteria	Spirochaetes	Spirochaetia	S23	0
Bacteria	TM7	TM7 (class)	S23	0.00313671366509
Bacteria	Tenericutes	Mollicutes	S23	0
Bacteria	Verrucomicrobia	Opitutae	S23	0.034503850316
Bacteria	Verrucomicrobia	Spartobacteria	S23	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	S23	0.0266620661533
No Hit	No Hit	No Hit	S23	0.762221420618
Bacteria	Acidobacteria	Acidobacteria (class)	S24	0.0210417046586
Bacteria	Acidobacteria	Acidobacteriia	S24	10.8294639976
Bacteria	Acidobacteria	Holophagae	S24	1.02683518734
Bacteria	Acidobacteria	Solibacteres	S24	0.0519028714913
Bacteria	Actinobacteria	Actinobacteria (class)	S24	15.1935135438
Bacteria	Bacteroidetes	Bacteroidetes (class)	S24	0.00841668186345
Bacteria	Bacteroidetes	Bacteroidia	S24	0.151500273542
Bacteria	Bacteroidetes	Cytophagia	S24	0.653695624728
Bacteria	Bacteroidetes	Flavobacteriia	S24	0.304403327395
Bacteria	Bacteroidetes	Sphingobacteriia	S24	3.97127105924
Bacteria	Chlamydiae	Chlamydiia	S24	0
Bacteria	Chloroflexi	Anaerolineae	S24	0.00140278031058
Bacteria	Chloroflexi	Caldilineae	S24	0.0182361440375
Bacteria	Chloroflexi	Chloroflexi (class)	S24	0.396986827893
Bacteria	Chloroflexi	Ktedonobacteria	S24	0.00420834093173
Bacteria	Chloroflexi	Thermomicrobia	S24	0.00981946217403
Bacteria	Chrysiogenetes	Chrysiogenetes (class)	S24	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	S24	0.0280556062115
Bacteria	Cyanobacteria	Gloeobacteria	S24	0
Bacteria	Deferribacteres	Deferribacteres (class)	S24	2.27530966375
Bacteria	Deinococcus-Thermus	Deinococci	S24	0.4376674569
Bacteria	Fibrobacteres	Fibrobacteria	S24	0
Bacteria	Firmicutes	Bacilli	S24	10.4549216547
Bacteria	Firmicutes	Clostridia	S24	0.1458891523
Bacteria	Firmicutes	Erysipelotrichia	S24	0
Bacteria	Firmicutes	Negativicutes	S24	0
Bacteria	Fusobacteria	Fusobacteriia	S24	0
Bacteria	Gemmatimonadetes	Gemmatimonadetes (class)	S24	3.48310351116
Bacteria	Ignavibacteriae	Ignavibacteria	S24	0
Bacteria	Lentisphaerae	Lentisphaeria	S24	0
Bacteria	Nitrospirae	Nitrospira (class)	S24	0.2917783046
Bacteria	Planctomycetes	Phycisphaerae	S24	0.108014083914
Bacteria	Planctomycetes	Planctomycetia	S24	0.627042798827
Bacteria	Proteobacteria	Alphaproteobacteria	S24	21.5705528357
Bacteria	Proteobacteria	Betaproteobacteria	S24	20.4328980038
Bacteria	Proteobacteria	Deltaproteobacteria	S24	0.339472835159
Bacteria	Proteobacteria	Epsilonproteobacteria	S24	0.0168333637269
Bacteria	Proteobacteria	Gammaproteobacteria	S24	1.04366855107
Bacteria	Spirochaetes	Spirochaetia	S24	0
Bacteria	TM7	TM7 (class)	S24	0.0252500455904
Bacteria	Tenericutes	Mollicutes	S24	0.00140278031058
Bacteria	Verrucomicrobia	Opitutae	S24	0.127653008262
Bacteria	Verrucomicrobia	Spartobacteria	S24	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	S24	0.307208888016
No Hit	No Hit	No Hit	S24	5.64057962882
Bacteria	Acidobacteria	Acidobacteria (class)	S25	0
Bacteria	Acidobacteria	Acidobacteriia	S25	11.5956431091
Bacteria	Acidobacteria	Holophagae	S25	0.898267765632
Bacteria	Acidobacteria	Solibacteres	S25	0.0292278014848
Bacteria	Actinobacteria	Actinobacteria (class)	S25	17.4275637653
Bacteria	Bacteroidetes	Bacteroidetes (class)	S25	0
Bacteria	Bacteroidetes	Bacteroidia	S25	0.187057929503
Bacteria	Bacteroidetes	Cytophagia	S25	0.763819878802
Bacteria	Bacteroidetes	Flavobacteriia	S25	0.605989750784
Bacteria	Bacteroidetes	Sphingobacteriia	S25	3.09424991719
Bacteria	Chlamydiae	Chlamydiia	S25	0
Bacteria	Chloroflexi	Anaerolineae	S25	0.00584556029695
Bacteria	Chloroflexi	Caldilineae	S25	0.0116911205939
Bacteria	Chloroflexi	Chloroflexi (class)	S25	0.53779154732
Bacteria	Chloroflexi	Ktedonobacteria	S25	0
Bacteria	Chloroflexi	Thermomicrobia	S25	0.0409189220787
Bacteria	Chrysiogenetes	Chrysiogenetes (class)	S25	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	S25	0.0194852009898
Bacteria	Cyanobacteria	Gloeobacteria	S25	0
Bacteria	Deferribacteres	Deferribacteres (class)	S25	1.26458954424
Bacteria	Deinococcus-Thermus	Deinococci	S25	0.559225268409
Bacteria	Fibrobacteres	Fibrobacteria	S25	0
Bacteria	Firmicutes	Bacilli	S25	1.55297051889
Bacteria	Firmicutes	Clostridia	S25	0.859297363652
Bacteria	Firmicutes	Erysipelotrichia	S25	0
Bacteria	Firmicutes	Negativicutes	S25	0
Bacteria	Fusobacteria	Fusobacteriia	S25	0
Bacteria	Gemmatimonadetes	Gemmatimonadetes (class)	S25	2.02646090294
Bacteria	Ignavibacteriae	Ignavibacteria	S25	0
Bacteria	Lentisphaerae	Lentisphaeria	S25	0
Bacteria	Nitrospirae	Nitrospira (class)	S25	0.444262582569
Bacteria	Planctomycetes	Phycisphaerae	S25	0.0526100426726
Bacteria	Planctomycetes	Planctomycetia	S25	1.05609789365
Bacteria	Proteobacteria	Alphaproteobacteria	S25	34.5180335535
Bacteria	Proteobacteria	Betaproteobacteria	S25	9.46980768107
Bacteria	Proteobacteria	Deltaproteobacteria	S25	1.04830381325
Bacteria	Proteobacteria	Epsilonproteobacteria	S25	0.00389704019797
Bacteria	Proteobacteria	Gammaproteobacteria	S25	1.71469768711
Bacteria	Spirochaetes	Spirochaetia	S25	0
Bacteria	TM7	TM7 (class)	S25	0.0155881607919
Bacteria	Tenericutes	Mollicutes	S25	0.00389704019797
Bacteria	Verrucomicrobia	Opitutae	S25	0.247462052571
Bacteria	Verrucomicrobia	Spartobacteria	S25	0.0604041230685
Bacteria	Verrucomicrobia	Verrucomicrobiae	S25	0.177315329008
No Hit	No Hit	No Hit	S25	9.70752713314
Bacteria	Acidobacteria	Acidobacteria (class)	S26	0.0423276528396
Bacteria	Acidobacteria	Acidobacteriia	S26	7.21042364459
Bacteria	Acidobacteria	Holophagae	S26	0.57970481063
Bacteria	Acidobacteria	Solibacteres	S26	0.138024954912
Bacteria	Actinobacteria	Actinobacteria (class)	S26	19.4118296588
Bacteria	Bacteroidetes	Bacteroidetes (class)	S26	0
Bacteria	Bacteroidetes	Bacteroidia	S26	0.0404873201075
Bacteria	Bacteroidetes	Cytophagia	S26	0.103058633001
Bacteria	Bacteroidetes	Flavobacteriia	S26	0.150907284037
Bacteria	Bacteroidetes	Sphingobacteriia	S26	1.91578637418
Bacteria	Chlamydiae	Chlamydiia	S26	0
Bacteria	Chloroflexi	Anaerolineae	S26	0
Bacteria	Chloroflexi	Caldilineae	S26	0.00368066546432
Bacteria	Chloroflexi	Chloroflexi (class)	S26	0.380948875557
Bacteria	Chloroflexi	Ktedonobacteria	S26	0.0386469873753
Bacteria	Chloroflexi	Thermomicrobia	S26	0.0478486510361
Bacteria	Chrysiogenetes	Chrysiogenetes (class)	S26	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	S26	0.0386469873753
Bacteria	Cyanobacteria	Gloeobacteria	S26	0
Bacteria	Deferribacteres	Deferribacteres (class)	S26	3.03470867533
Bacteria	Deinococcus-Thermus	Deinococci	S26	0.774780080239
Bacteria	Fibrobacteres	Fibrobacteria	S26	0
Bacteria	Firmicutes	Bacilli	S26	4.383672568
Bacteria	Firmicutes	Clostridia	S26	0.279730575288
Bacteria	Firmicutes	Erysipelotrichia	S26	0
Bacteria	Firmicutes	Negativicutes	S26	0
Bacteria	Fusobacteria	Fusobacteriia	S26	0
Bacteria	Gemmatimonadetes	Gemmatimonadetes (class)	S26	2.69976811808
Bacteria	Ignavibacteriae	Ignavibacteria	S26	0
Bacteria	Lentisphaerae	Lentisphaeria	S26	0
Bacteria	Nitrospirae	Nitrospira (class)	S26	0.362545548235
Bacteria	Planctomycetes	Phycisphaerae	S26	0.0662519783577
Bacteria	Planctomycetes	Planctomycetia	S26	0.390150539217
Bacteria	Proteobacteria	Alphaproteobacteria	S26	23.2783687291
Bacteria	Proteobacteria	Betaproteobacteria	S26	26.0517501564
Bacteria	Proteobacteria	Deltaproteobacteria	S26	0.336780889985
Bacteria	Proteobacteria	Epsilonproteobacteria	S26	0.00368066546432
Bacteria	Proteobacteria	Gammaproteobacteria	S26	0.693805440024
Bacteria	Spirochaetes	Spirochaetia	S26	0
Bacteria	TM7	TM7 (class)	S26	0.0110419963929
Bacteria	Tenericutes	Mollicutes	S26	0.00920166366079
Bacteria	Verrucomicrobia	Opitutae	S26	0.080974640215
Bacteria	Verrucomicrobia	Spartobacteria	S26	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	S26	0.16194928043
No Hit	No Hit	No Hit	S26	7.27851595568
Bacteria	Acidobacteria	Acidobacteria (class)	S27	0.00335638047929
Bacteria	Acidobacteria	Acidobacteriia	S27	5.90555145331
Bacteria	Acidobacteria	Holophagae	S27	0.23494663355
Bacteria	Acidobacteria	Solibacteres	S27	0.0839095119823
Bacteria	Actinobacteria	Actinobacteria (class)	S27	17.8005638719
Bacteria	Bacteroidetes	Bacteroidetes (class)	S27	0
Bacteria	Bacteroidetes	Bacteroidia	S27	0.110760555817
Bacteria	Bacteroidetes	Cytophagia	S27	0.0855877022219
Bacteria	Bacteroidetes	Flavobacteriia	S27	0.251728535947
Bacteria	Bacteroidetes	Sphingobacteriia	S27	4.10317513593
Bacteria	Chlamydiae	Chlamydiia	S27	0
Bacteria	Chloroflexi	Anaerolineae	S27	0
Bacteria	Chloroflexi	Caldilineae	S27	0.00503457071894
Bacteria	Chloroflexi	Chloroflexi (class)	S27	0.273545009062
Bacteria	Chloroflexi	Ktedonobacteria	S27	0.00503457071894
Bacteria	Chloroflexi	Thermomicrobia	S27	0.0268510438343
