Kingdom	Phylum	Class	Sample	Percentage
Bacteria	Firmicutes	Bacilli	S12	0.952990835038
Bacteria	Firmicutes	Clostridia	S12	0.311236891212
Bacteria	Firmicutes	Erysipelotrichia	S12	0
Bacteria	Firmicutes	Negativicutes	S12	0
Bacteria	Fusobacteria	Fusobacteriia	S12	0
Bacteria	Gemmatimonadetes	Gemmatimonadetes (class)	S12	0.394554731558
Bacteria	Ignavibacteriae	Ignavibacteria	S12	0
Bacteria	Lentisphaerae	Lentisphaeria	S12	0
Bacteria	Nitrospirae	Nitrospira (class)	S12	0.0523318666639
Bacteria	Planctomycetes	Phycisphaerae	S12	0
Bacteria	Planctomycetes	Planctomycetia	S12	0.226541896479
Bacteria	Proteobacteria	Alphaproteobacteria	S12	40.06279824
Bacteria	Proteobacteria	Betaproteobacteria	S12	9.28684060127
Bacteria	Proteobacteria	Deltaproteobacteria	S12	0.28989099823
Bacteria	Proteobacteria	Epsilonproteobacteria	S12	0.0110172350871
Bacteria	Proteobacteria	Gammaproteobacteria	S12	4.37728521556
Bacteria	Spirochaetes	Spirochaetia	S12	0
Bacteria	TM7	TM7 (class)	S12	0.076432068417
Bacteria	Tenericutes	Mollicutes	S12	0.000688577192946
Bacteria	Verrucomicrobia	Opitutae	S12	0.360125871911
Bacteria	Verrucomicrobia	Spartobacteria	S12	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	S12	0.126009626309
No Hit	No Hit	No Hit	S12	3.44770600508
Bacteria	Acidobacteria	Acidobacteria (class)	S13	0
Bacteria	Acidobacteria	Acidobacteriia	S13	1.6747041776
Bacteria	Acidobacteria	Holophagae	S13	0.0183278158971
Bacteria	Acidobacteria	Solibacteres	S13	0.00572744246784
Bacteria	Actinobacteria	Actinobacteria (class)	S13	1.0956597441
Bacteria	Bacteroidetes	Bacteroidetes (class)	S13	0
Bacteria	Bacteroidetes	Bacteroidia	S13	1.43243336121
Bacteria	Bacteroidetes	Cytophagia	S13	2.35798806401
Bacteria	Bacteroidetes	Flavobacteriia	S13	8.85519879953
Bacteria	Bacteroidetes	Sphingobacteriia	S13	2.29555894111
Bacteria	Chlamydiae	Chlamydiia	S13	0.000572744246784
Bacteria	Chloroflexi	Anaerolineae	S13	0.00229097698714
Bacteria	Chloroflexi	Caldilineae	S13	0.0148913504164
Bacteria	Chloroflexi	Chloroflexi (class)	S13	0.0710202866012
Bacteria	Chloroflexi	Ktedonobacteria	S13	0.00744567520819
Bacteria	Chloroflexi	Thermomicrobia	S13	0.000572744246784
Bacteria	Chrysiogenetes	Chrysiogenetes (class)	S13	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	S13	2.81274699596
Bacteria	Cyanobacteria	Gloeobacteria	S13	0
Bacteria	Deferribacteres	Deferribacteres (class)	S13	0.000572744246784
Bacteria	Deinococcus-Thermus	Deinococci	S13	0.00687293096141
Bacteria	Fibrobacteres	Fibrobacteria	S13	0
Bacteria	Firmicutes	Bacilli	S13	1.06415881052
Bacteria	Firmicutes	Clostridia	S13	6.18735609801
Bacteria	Firmicutes	Erysipelotrichia	S13	0.00114548849357
Bacteria	Firmicutes	Negativicutes	S13	0
Bacteria	Fusobacteria	Fusobacteriia	S13	0.00171823274035
Bacteria	Gemmatimonadetes	Gemmatimonadetes (class)	S13	0.092784567979
Bacteria	Ignavibacteriae	Ignavibacteria	S13	0
Bacteria	Lentisphaerae	Lentisphaeria	S13	0
Bacteria	Nitrospirae	Nitrospira (class)	S13	0.0618563786527
Bacteria	Planctomycetes	Phycisphaerae	S13	0
Bacteria	Planctomycetes	Planctomycetia	S13	0.0652928441334
Bacteria	Proteobacteria	Alphaproteobacteria	S13	18.160574577
Bacteria	Proteobacteria	Betaproteobacteria	S13	24.0329213393
Bacteria	Proteobacteria	Deltaproteobacteria	S13	0.0922118237322
Bacteria	Proteobacteria	Epsilonproteobacteria	S13	0.352237711772
Bacteria	Proteobacteria	Gammaproteobacteria	S13	26.9894271412
Bacteria	Spirochaetes	Spirochaetia	S13	0.0034364654807
Bacteria	TM7	TM7 (class)	S13	0.021191537131
Bacteria	Tenericutes	Mollicutes	S13	0.0246280026117
Bacteria	Verrucomicrobia	Opitutae	S13	0.0223370256246
Bacteria	Verrucomicrobia	Spartobacteria	S13	0.000572744246784
Bacteria	Verrucomicrobia	Verrucomicrobiae	S13	0.0223370256246
No Hit	No Hit	No Hit	S13	2.15122739092
Bacteria	Acidobacteria	Acidobacteria (class)	S14	0
Bacteria	Acidobacteria	Acidobacteriia	S14	5.23027716957
Bacteria	Acidobacteria	Holophagae	S14	0.315356045943
Bacteria	Acidobacteria	Solibacteres	S14	0.0209240978351
Bacteria	Actinobacteria	Actinobacteria (class)	S14	2.61775409701
Bacteria	Bacteroidetes	Bacteroidetes (class)	S14	0
Bacteria	Bacteroidetes	Bacteroidia	S14	0.266034958189
Bacteria	Bacteroidetes	Cytophagia	S14	0.907209098993
Bacteria	Bacteroidetes	Flavobacteriia	S14	1.78826307569
Bacteria	Bacteroidetes	Sphingobacteriia	S14	1.2995359334
Bacteria	Chlamydiae	Chlamydiia	S14	0.0179349410015
Bacteria	Chloroflexi	Anaerolineae	S14	0.120313562552
Bacteria	Chloroflexi	Caldilineae	S14	0.00822018129236
Bacteria	Chloroflexi	Chloroflexi (class)	S14	0.457340995539
Bacteria	Chloroflexi	Ktedonobacteria	S14	0
Bacteria	Chloroflexi	Thermomicrobia	S14	0.00298915683359
Bacteria	Chrysiogenetes	Chrysiogenetes (class)	S14	0.0224186762519
Bacteria	Cyanobacteria	Cyanobacteria (class)	S14	0.094158440258
Bacteria	Cyanobacteria	Gloeobacteria	S14	0
Bacteria	Deferribacteres	Deferribacteres (class)	S14	0.0112093381259
Bacteria	Deinococcus-Thermus	Deinococci	S14	0.0291442791275
Bacteria	Fibrobacteres	Fibrobacteria	S14	0
Bacteria	Firmicutes	Bacilli	S14	1.19416815502
Bacteria	Firmicutes	Clostridia	S14	11.2900453605
Bacteria	Firmicutes	Erysipelotrichia	S14	0.000747289208397
Bacteria	Firmicutes	Negativicutes	S14	0.00672560287557
Bacteria	Fusobacteria	Fusobacteriia	S14	0
Bacteria	Gemmatimonadetes	Gemmatimonadetes (class)	S14	0.462572019997
Bacteria	Ignavibacteriae	Ignavibacteria	S14	0.00149457841679
Bacteria	Lentisphaerae	Lentisphaeria	S14	0
Bacteria	Nitrospirae	Nitrospira (class)	S14	0.783906379608
Bacteria	Planctomycetes	Phycisphaerae	S14	0
Bacteria	Planctomycetes	Planctomycetia	S14	0.523102445878
Bacteria	Proteobacteria	Alphaproteobacteria	S14	25.9937078249
Bacteria	Proteobacteria	Betaproteobacteria	S14	14.9771703147
Bacteria	Proteobacteria	Deltaproteobacteria	S14	1.28384286003
Bacteria	Proteobacteria	Epsilonproteobacteria	S14	0.0844436805488
Bacteria	Proteobacteria	Gammaproteobacteria	S14	25.4556595948
Bacteria	Spirochaetes	Spirochaetia	S14	0.0231659654603
Bacteria	TM7	TM7 (class)	S14	0.000747289208397
Bacteria	Tenericutes	Mollicutes	S14	0.00971475970916
Bacteria	Verrucomicrobia	Opitutae	S14	0.0112093381259
Bacteria	Verrucomicrobia	Spartobacteria	S14	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	S14	0.0306388575443
No Hit	No Hit	No Hit	S14	4.65785363594
Bacteria	Acidobacteria	Acidobacteria (class)	S15	0.0271683760103
Bacteria	Acidobacteria	Acidobacteriia	S15	5.71758473137
Bacteria	Acidobacteria	Holophagae	S15	0.573252733818
Bacteria	Acidobacteria	Solibacteres	S15	0.107315085241
Bacteria	Actinobacteria	Actinobacteria (class)	S15	13.6819941588
Bacteria	Bacteroidetes	Bacteroidetes (class)	S15	0
Bacteria	Bacteroidetes	Bacteroidia	S15	0.120899273246
Bacteria	Bacteroidetes	Cytophagia	S15	0.638456836243
Bacteria	Bacteroidetes	Flavobacteriia	S15	0.15757658086
Bacteria	Bacteroidetes	Sphingobacteriia	S15	2.59050465258
Bacteria	Chlamydiae	Chlamydiia	S15	0
Bacteria	Chloroflexi	Anaerolineae	S15	0
Bacteria	Chloroflexi	Caldilineae	S15	0.0203762820077
Bacteria	Chloroflexi	Chloroflexi (class)	S15	0.133125042451
Bacteria	Chloroflexi	Ktedonobacteria	S15	0
Bacteria	Chloroflexi	Thermomicrobia	S15	0
Bacteria	Chrysiogenetes	Chrysiogenetes (class)	S15	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	S15	0
Bacteria	Cyanobacteria	Gloeobacteria	S15	0
Bacteria	Deferribacteres	Deferribacteres (class)	S15	0.115465598044
Bacteria	Deinococcus-Thermus	Deinococci	S15	0.084221965632
Bacteria	Fibrobacteres	Fibrobacteria	S15	0
Bacteria	Firmicutes	Bacilli	S15	0.669700468654
Bacteria	Firmicutes	Clostridia	S15	7.96984310263
Bacteria	Firmicutes	Erysipelotrichia	S15	0
Bacteria	Firmicutes	Negativicutes	S15	0
Bacteria	Fusobacteria	Fusobacteriia	S15	0
Bacteria	Gemmatimonadetes	Gemmatimonadetes (class)	S15	0.740338246281
Bacteria	Ignavibacteriae	Ignavibacteria	S15	0
Bacteria	Lentisphaerae	Lentisphaeria	S15	0
Bacteria	Nitrospirae	Nitrospira (class)	S15	0.0122257692046
Bacteria	Planctomycetes	Phycisphaerae	S15	0.0271683760103
Bacteria	Planctomycetes	Planctomycetia	S15	0.539292263805
Bacteria	Proteobacteria	Alphaproteobacteria	S15	33.9876383889
Bacteria	Proteobacteria	Betaproteobacteria	S15	16.4572437683
Bacteria	Proteobacteria	Deltaproteobacteria	S15	0.440127691367
Bacteria	Proteobacteria	Epsilonproteobacteria	S15	0.00271683760103
Bacteria	Proteobacteria	Gammaproteobacteria	S15	10.3620186103
Bacteria	Spirochaetes	Spirochaetia	S15	0.0108673504041
Bacteria	TM7	TM7 (class)	S15	0.0176594444067
Bacteria	Tenericutes	Mollicutes	S15	0.0203762820077
Bacteria	Verrucomicrobia	Opitutae	S15	0.366773076139
Bacteria	Verrucomicrobia	Spartobacteria	S15	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	S15	0.081505128031
No Hit	No Hit	No Hit	S15	4.32656387964
Bacteria	Acidobacteria	Acidobacteria (class)	S16	0.143799147569
Bacteria	Acidobacteria	Acidobacteriia	S16	17.9282558848
Bacteria	Acidobacteria	Holophagae	S16	0.664585249576
Bacteria	Acidobacteria	Solibacteres	S16	0.220232928709
Bacteria	Actinobacteria	Actinobacteria (class)	S16	7.54492104002
Bacteria	Bacteroidetes	Bacteroidetes (class)	S16	0.0440465857419
Bacteria	Bacteroidetes	Bacteroidia	S16	0.0790247567722
Bacteria	Bacteroidetes	Cytophagia	S16	0.00518195126375
Bacteria	Bacteroidetes	Flavobacteriia	S16	0.0440465857419
Bacteria	Bacteroidetes	Sphingobacteriia	S16	6.71192237437
Bacteria	Chlamydiae	Chlamydiia	S16	0
Bacteria	Chloroflexi	Anaerolineae	S16	0
Bacteria	Chloroflexi	Caldilineae	S16	0.0272052441347
Bacteria	Chloroflexi	Chloroflexi (class)	S16	0.136026220673
Bacteria	Chloroflexi	Ktedonobacteria	S16	0
Bacteria	Chloroflexi	Thermomicrobia	S16	0
Bacteria	Chrysiogenetes	Chrysiogenetes (class)	S16	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	S16	0
Bacteria	Cyanobacteria	Gloeobacteria	S16	0
Bacteria	Deferribacteres	Deferribacteres (class)	S16	0.630902566361
Bacteria	Deinococcus-Thermus	Deinococci	S16	0.0155458537912
Bacteria	Fibrobacteres	Fibrobacteria	S16	0
Bacteria	Firmicutes	Bacilli	S16	0.685313054631
Bacteria	Firmicutes	Clostridia	S16	0.564832687749
Bacteria	Firmicutes	Erysipelotrichia	S16	0
Bacteria	Firmicutes	Negativicutes	S16	0
Bacteria	Fusobacteria	Fusobacteriia	S16	0
Bacteria	Gemmatimonadetes	Gemmatimonadetes (class)	S16	2.2113977018
Bacteria	Ignavibacteriae	Ignavibacteria	S16	0
Bacteria	Lentisphaerae	Lentisphaeria	S16	0.00129548781594
Bacteria	Nitrospirae	Nitrospira (class)	S16	0.147685611017
Bacteria	Planctomycetes	Phycisphaerae	S16	0.0310917075825
Bacteria	Planctomycetes	Planctomycetia	S16	0.542809394878
Bacteria	Proteobacteria	Alphaproteobacteria	S16	42.3896568253
Bacteria	Proteobacteria	Betaproteobacteria	S16	11.7435970515
Bacteria	Proteobacteria	Deltaproteobacteria	S16	0.212460001814
Bacteria	Proteobacteria	Epsilonproteobacteria	S16	0.00388646344781
Bacteria	Proteobacteria	Gammaproteobacteria	S16	1.07395939941
Bacteria	Spirochaetes	Spirochaetia	S16	0
Bacteria	TM7	TM7 (class)	S16	0.417147076732
Bacteria	Tenericutes	Mollicutes	S16	0
Bacteria	Verrucomicrobia	Opitutae	S16	0.0842067080359
Bacteria	Verrucomicrobia	Spartobacteria	S16	0.154163050097
Bacteria	Verrucomicrobia	Verrucomicrobiae	S16	0.0855021958518
No Hit	No Hit	No Hit	S16	5.45529919291
Bacteria	Acidobacteria	Acidobacteria (class)	S17	0
Bacteria	Acidobacteria	Acidobacteriia	S17	0.905032467532
Bacteria	Acidobacteria	Holophagae	S17	0.0162337662338
Bacteria	Acidobacteria	Solibacteres	S17	0.0466720779221
Bacteria	Actinobacteria	Actinobacteria (class)	S17	5.82589285714
Bacteria	Bacteroidetes	Bacteroidetes (class)	S17	0
Bacteria	Bacteroidetes	Bacteroidia	S17	0
Bacteria	Bacteroidetes	Cytophagia	S17	0.379464285714
Bacteria	Bacteroidetes	Flavobacteriia	S17	0.111607142857
Bacteria	Bacteroidetes	Sphingobacteriia	S17	3.39691558442
Bacteria	Chlamydiae	Chlamydiia	S17	0
Bacteria	Chloroflexi	Anaerolineae	S17	0
Bacteria	Chloroflexi	Caldilineae	S17	0
Bacteria	Chloroflexi	Chloroflexi (class)	S17	0.00405844155844
Bacteria	Chloroflexi	Ktedonobacteria	S17	0
Bacteria	Chloroflexi	Thermomicrobia	S17	0
Bacteria	Chrysiogenetes	Chrysiogenetes (class)	S17	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	S17	0
Bacteria	Cyanobacteria	Gloeobacteria	S17	0
Bacteria	Deferribacteres	Deferribacteres (class)	S17	0.142045454545
Bacteria	Deinococcus-Thermus	Deinococci	S17	0.0324675324675
Bacteria	Fibrobacteres	Fibrobacteria	S17	0
Bacteria	Firmicutes	Bacilli	S17	0.363230519481
Bacteria	Firmicutes	Clostridia	S17	0.00608766233766
Bacteria	Firmicutes	Erysipelotrichia	S17	0
Bacteria	Firmicutes	Negativicutes	S17	0
Bacteria	Fusobacteria	Fusobacteriia	S17	0
Bacteria	Gemmatimonadetes	Gemmatimonadetes (class)	S17	1.01663961039
Bacteria	Ignavibacteriae	Ignavibacteria	S17	0
Bacteria	Lentisphaerae	Lentisphaeria	S17	0
Bacteria	Nitrospirae	Nitrospira (class)	S17	0.0507305194805
Bacteria	Planctomycetes	Phycisphaerae	S17	0
Bacteria	Planctomycetes	Planctomycetia	S17	0.0629058441558
Bacteria	Proteobacteria	Alphaproteobacteria	S17	6.70048701299
Bacteria	Proteobacteria	Betaproteobacteria	S17	77.6643668831
Bacteria	Proteobacteria	Deltaproteobacteria	S17	0.107548701299
Bacteria	Proteobacteria	Epsilonproteobacteria	S17	0
Bacteria	Proteobacteria	Gammaproteobacteria	S17	0.600649350649
Bacteria	Spirochaetes	Spirochaetia	S17	0
Bacteria	TM7	TM7 (class)	S17	0
Bacteria	Tenericutes	Mollicutes	S17	0.0142045454545
Bacteria	Verrucomicrobia	Opitutae	S17	0.00405844155844
Bacteria	Verrucomicrobia	Spartobacteria	S17	0
Bacteria	Verrucomicrobia	Verrucomicrobiae	S17	0.00405844155844
No Hit	No Hit	No Hit	S17	2.54464285714
Bacteria	Acidobacteria	Acidobacteria (class)	S18	0
Bacteria	Acidobacteria	Acidobacteriia	S18	3.71554870902
Bacteria	Acidobacteria	Holophagae	S18	0.0368373463715
Bacteria	Acidobacteria	Solibacteres	S18	0.3533036402
Bacteria	Actinobacteria	Actinobacteria (class)	S18	18.6179297411
Bacteria	Bacteroidetes	Bacteroidetes (class)	S18	0
Bacteria	Bacteroidetes	Bacteroidia	S18	0.0133953986806
Bacteria	Bacteroidetes	Cytophagia	S18	0.299722045477
Bacteria	Bacteroidetes	Flavobacteriia	S18	0.587723117109
Bacteria	Bacteroidetes	Sphingobacteriia	S18	8.3269147048
Bacteria	Chlamydiae	Chlamydiia	S18	0
Bacteria	Chloroflexi	Anaerolineae	S18	0
Bacteria	Chloroflexi	Caldilineae	S18	0
Bacteria	Chloroflexi	Chloroflexi (class)	S18	0.0468838953819
Bacteria	Chloroflexi	Ktedonobacteria	S18	0
Bacteria	Chloroflexi	Thermomicrobia	S18	0
Bacteria	Chrysiogenetes	Chrysiogenetes (class)	S18	0
Bacteria	Cyanobacteria	Cyanobacteria (class)	S18	0.00167442483507
Bacteria	Cyanobacteria	Gloeobacteria	S18	0
Bacteria	Deferribacteres	Deferribacteres (class)	S18	0.0954422155989
Bacteria	Deinococcus-Thermus	Deinococci	S18	2.54512574931
Bacteria	Fibrobacteres	Fibrobacteria	S18	0
Bacteria	Firmicutes	Bacilli	S18	6.7797461572
Bacteria	Firmicutes	Clostridia	S18	0.0351629215365
Bacteria	Firmicutes	Erysipelotrichia	S18	0
Bacteria	Firmicutes	Negativicutes	S18	0
Bacteria	Fusobacteria	Fusobacteriia	S18	0
Bacteria	Gemmatimonadetes	Gemmatimonadetes (class)	S18	1.00967817555
Bacteria	Ignavibacteriae	Ignavibacteria	S18	0
